Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
531041 ,ADARSH SENIOR SECONDARY SCHOOL,Gurmeet  kaur,Senior Secondary,31/03/2025,"VILL. NAHRA P.O. DEHRA SALIMPUR ,133205","1731 ,273727",info.adarshschool@gmail.com,devpolytechnic.com
530853 ,ADARSH SENIOR SECONDARY SCHOOL,ASHIRWAD,Senior Secondary,31/03/2018,"DHANI RAMJAS ROAD, SIWANI MANDI ,127046","1255 ,9255172727",ashirwadaryan135@gmail.com,http://www.adarshcoe.com/
530653 ,ADARSH SENIOR SECONDARY SCHOOL DADANPUR,JAI PARKASH,Senior Secondary,31/03/2026,"V. PO DADANPUR, DISTT. JHAJJAR, HARYANA ,124103","8930 ,360888",info@adarsheducation.com,
531165 ,ADARSH SR. SEC. SCHIOOL,Priya Gupta,Senior Secondary,31/03/2022,"VILL-BHARGAT, DISTT - KURUKSHETRA ,136156","1744 ,266140",,
531661 ,ADARSH SR. SEC. SCHOOL,MR. DHOOP SINGH,Senior Secondary,31/03/2022,"CHAUDHARYWAS, HISAR, HARYANA ,125001",",8222844203",adarsh123hsr@gmail.com,http://www.icbse.com/schools/adarsh-sr-sec-school-
530684 ,ADARSH SR. SEC. SCHOOL,MR. HARPAL SINGH,Senior Secondary,31/03/2024,"V.P.O. MADINA, TEH. MEHAM, DISTT. ROHTAK ,124111","1257 ,01257260888",adarshschoolmadina@gmail.com,http://www.adarshschoolmadina.com
531530 ,ADARSH VIDYA MANDIR,MR. RAJESH SANGWAN,Senior Secondary,31/03/2022,"GUJRANI MOR MEHAM ROAD,PALUWAS ,127021",",9138155655",avm.bhiwani@gmail.com,www.adarshvidyamandir.com
530182 ,ADARSH VIDYA NIKETAN SR SEC SCHOOL,SUNITA KHULLAR,Senior Secondary,31/03/2025,"SECTOR 19 FARIDABAD HARYANA ,121102","0129 ,4037300",avnfbd@yahoo.com,
530670 ,ADI SANKARACHARYA CONVENT PULBIC SCHOOL,Urmila Kaushik,Senior Secondary,31/03/2023,"JIND ROAD SAFIDON, DIST- JIND HARYANA-126112 ,126112","1686 ,263786",hamentg28@gmail.com,
530753 ,ADITYA ARMY PUBLIC SCHOOL,usha verma,Secondary School,31/03/2024,"VILLAGE & POST: UJINA, DISTRICT: MEWAT (NUH), GURGAON, HARYANA ,122107","91 ,9813316383",ushaverma.ushaverma288@gmail.com,
630172 ,ADITYA BIRLA PUBLIC SCHOOL BAGA UTCL TOWNSHIP,ANAND DUBEY,Senior Secondary,31/03/2023,"VILLAGE SARAINGHAT DHAR TATOH, PO DHAR-TATOH, TEHSIL SADAR, DISTRICT BILASPUR, HIMACHAL PRADESH ,174001","1796 ,223391",callanand003@gmail.com,http://www.jaypeeschools-jvmbaga.org
530893 ,ADITYA INTERNATIONAL SCHOOL,V P SHARMA,Senior Secondary,31/03/2019,"GARHKHERA BALLABGARH, FARIDABAD, ,121004",",0129-3227324",adityainternationalschool2008@gmail.com,
531554 ,ADITYA PUBLIC SCHOOL,DR. PALLAVI YADAV,Secondary School,31/03/2026,"VILLAGE KHAINTAWAS ,122506",",01242343217",adityaschool2017@gmail.com,http://adityaschoolkhaintawas.com
530094 ,AGGARSAIN PUBLIC SCHOOL,Rita Goyal,Senior Secondary,31/03/2023,"SEC 13 URBAN ESTATE KURUKSHETRA HARYANA ,132118","1744 ,220910",aps@aggarsainpublicschool.ac.in,
531808 ,"AGGARSEN SENIOR SECONDARY SCHOOL, RAIPUR RANI, PANCHKULA",MRS. BABITA RANI,Senior Secondary,31/03/2024,"V.P.O. RAIPUR RANI, TESHIL RAIPUR RANI, DISTRICT PANCHKULA ,134116",",09466941670",aggarsen91school@gmail.com,www.aggarsenschool.co.in
531628 ,AGGARWAL PUBLIC SCHOOL,DR. UPASANA SHARMA,Senior Secondary,31/03/2024,"VILLAGE-MACHGAR,TEH-BALLABGARH,FARIDABAD HARYANA 121004 ,121004",",09810177004",upasanasharma7@gmail.com,apsmachgar.com
530091 ,AGGARWAL PUBLIC SCHOOL,PARVEEN KAPOOR,Senior Secondary,31/03/2023,"BALLABGARH, DISTT FARIDABAD, HARYANA ,121004","0129 ,2248780",apsblb@rediffmail.com,
530331 ,AGGARWAL PUBLIC SCHOOL,BHARTI MEHTA,Senior Secondary,31/03/2024,"SECTOR-3 URBAN ESTATE FARIDABAD HARYANA ,121004","0129 ,2245032",learn_share@yahoo.co.in,http://www.xyz.com
531056 ,AGRASEN PUBLIC SCHOOL,Anil Kumar,Senior Secondary,31/03/2023,"PUNHANA ROAD HODAL ,121106","1275 ,8684946946",principal1122@yahoo.com,http://www.apshodal.com
530939 ,AHIRWAL SR. SEC. SCHOOL JYOTI NAGER ATELI,SUNIL KUMAR,Senior Secondary,31/03/2014,"JYOTI NAGER ATELI MOHINDER GARH ,123001",",01282-204265",rayadav@rediffmail.com,
530119 ,AIR FORCE SCHOOL,RAJ GUPTA,Secondary School,31/03/2018,"C/O 56 ASP N.H.14 FARIDABAD HARYANA ,121005",",255685",afsfbd@mantraonline.com,
530037 ,AIR FORCE SCHOOL,SH S P MITTAL,Senior Secondary,31/03/2025,"AIR FORCE STATION AMBALA CANTT HARYANA ,133001","01741 ,420070",sismakker@yahoo.co.in,
530203 ,AIR FORCE SCHOOL,POONAM CHAWLA,Secondary School,31/03/2025,"DELHI ROAD GURGOAN HARYANA ,122001","0171 ,20771",principal@jdkps.itgo.com,
530519 ,AISHLY PUBLIC SCHOOL,Kavita Yadav,Senior Secondary,31/03/2023,"V&PO ATELI MANICH DISTT MOHINDERGARH HARYANA ,123021","1282 ,9050329953",aishly.publicschool@gmail.com,
530318 ,AJANTA PUBLIC SCHOOL,VAIBHAV KAPOOR,Senior Secondary,31/03/2026,"SECTOR - 31 GURGAON HARYANA ,122001","0124 ,0124-2381823",principal@ajantapublicschool.org,www.ajantapublicschool.org
531367 ,AJANTA SENIOR SECONDARY SCHOOL,Sher Singh Yadav,Senior Secondary,31/03/2025,"VILL.TAJNAGAR P.O PATLI STATION TEH.FARRUKH NAGAR DISTT.GURGAON HARYANA-122506 ,122506","0124 ,9813097979",principal.ajantaschool@gmail.com,http://www.ajantaschool.com
530453 ,AKAL ACADEMY,Suderpan,Senior Secondary,31/03/2026,"AJITSAR RATIA V & PO HAMJAPUR DISTT FATEHABAD HARYANA ,125051","1697 ,251605",aaajitsarratia@akalacademy.ac.in,www.akalacademy.in
531911 ,AKAL ACADEMY AHMEDPUR DAREWALA,Mrs. JATINDER KAUR,Secondary School,31/03/2023,"AHMADPUR DAREWALA, VILLAGE AHMADPUR DAREWALA, P.O. BIJJUWALI, TEHSIL MANDI DABWALI, DISTRICT SIRSA (HARYANA) - 125103 ,125103",",9875987260",khemsg@yahoo.co.in,
531341 ,AKAL ACADEMY BARA GURA,DR. RAJNI SAKHUJA,Senior Secondary,31/03/2022,"BARA GURA, VPO BARA GURA, TEHSIL & DISTRICT SIRSA (HARYANA) - 125055 ,125055","1696 ,01696245238,",KHEMSG@YAHOO.CO.IN,
531706 ,AKAL ACADEMY BHUNSLA,MRS. GURJEET KAUR,Secondary School,31/03/2022,"VPO BHUNSLA, TEHSIL GUHLA, DISTRICT KAITHAL(HARYANA)-136034 ,136034",",7027297339",khemsg@yahoo.co.in,
531609 ,AKAL ACADEMY DAKRA SAHIB,MISS PARAMJIT KAUR,Secondary School,31/03/2021,"AKAL ACADEMY DAKRA SAHIB VILLAGE DAKRA, P.O.RAIPUR RANI, TEH. & DISTT. PANCHKULA-134204 ,134204",",8814000242",khemsg@yahoo.co.in,
531845 ,AKAL ACADEMY DASHMESH NAGAR,MRS. SUMAN,Secondary School,31/03/2024,"AKAL ACADEMY DASHMESH NAGAR (CHANDER KALAN), NEAR GURUDWARA, BHUNA - TOHANA ROAD, TEHSIL - TOHANA, DISTRICT FATEHABAD (HARYANA) - 125120 ,125120",",9875987249",KHEMSG@YAHOO.CO.IN,
531590 ,AKAL ACADEMY ELLENABAD,MRS. JATINDER KAUR,Secondary School,31/03/2026,"AKAL ACADEMY ELLENABAD NEAR VARIDHA ASHRAM, HANUMANGARH ROAD, ELLENABAD, DISTT. SIRSA (HARYANA)-125102 ,125102",",9896274707",khemsg@yahoo.co.in,
630029 ,AKAL ACADEMY ENGLISH MEDIUM SCHOOL,Dr Neelam Kaur,Senior Secondary,31/03/2025,"BARU SAHIB P O MACHNER (VIA RAJGARH) DISTT SIRMOUR HIMACHAL PRADESH ,173107","0179 ,276031",admin@akalacademy.ac.in,
531856 ,AKAL ACADEMY HABRI,MRS. KULDIP KAUR,Secondary School,31/03/2024,"AKAL ACADEMY HABRI, VILLAGE & POST OFFICE HABRI, TEHSIL PUNDRI, DISTRICT KAITHAL (HARYANA)- 136026 ,136026",",7087387082",KHEMSG@YAHOO.CO.IN,
531802 ,AKAL ACADEMY RORI,MRS. RAJNI SAKHUJA,Secondary School,31/03/2023,"AKAL ACADEMY RORI, VILLAGE & P.O.RORI (SURTIA ROAD), TEHSIL KALANWALI, DISTRICT SIRSA (HARYANA) - 125201 ,125201",",9875987320",KHEMSG@YAHOO.CO.IN,
531410 ,AKAL ACADEMY SALAM KHERA,JAI BALA,Secondary School,31/03/2025,"VILLAGE SALAM KHERA, PO BIGHAR, TEH & DISTT. FATEHABAD (HARYANA) - 125050 ,125050","1667 ,250555",aasalamkhera@akalacademy.ac.in,
531768 ,AKAL ACADEMY SANIANA,MRS. NARINDER PAL KAUR,Secondary School,31/03/2023,"AKAL ACADEMY SANIANA, VILLAGE SANIANA, P.O. & TEHSIL TOHANA, DISTRICT FATEHABAD (HARYANA) - 125120 ,125120",",9875987324",KHEMSG@YAHOO.CO.IN,
531255 ,AKAL JYOT PUBLIC SCHOOL,KAVITA RATAN,Secondary School,31/03/2023,"VASUDEVPURA, LOHGARH, NALAGARH ROAD ,134102","0 ,7357300044",principalajps@gmail.com,
531142 ,AKASH PUBLIC SCHOOL,SANJEEV BHARDWAJ,Senior Secondary,31/03/2023,"12 -BISWA, VILL. GURGAON NEAR SECTOR-5, HARYANA ,122001","0124 ,4260724",writesanjeev@yahoo.com,http://www.aakashpublicschool.in
530682 ,AKHIL BHARATIYA SR. SEC. PUBLIC SCHOOL,VIJAY KUMARI,Senior Secondary,31/03/2026,"DHAND ROAD, KAITHAL ,136027","0174 ,6651746",vkumari32366@gmail.com,
531811 ,AKSHARA INTERNATIONAL SCHOOL,MR. SHOBY MATHEW,Secondary School,31/03/2024,"PEHOWA OPP KILLA FAR PEHOWA DISTT KURUKSHETRA ,136128",",9350889922",AKSHARAINTERNATIONALPEHOWA@GMAIL.COM,AKSHARAINTERNATIONALSCHOOL.ORG
531827 ,AL FAIZ MODERN SCHOOL,MR. IRSHAD KHAN,Senior Secondary,31/03/2023,"VILLAGE AND POST OFFICE DHAUJ FARIDABAD ,121004",",9213122222",akhtarnaeem786@gmail.com,http://www.alfaizmodernschool.edu.in
531480 ,AL-HASAN SCHOOL,SALMA,Secondary School,31/03/2025,"VPO AKERA ,122107","9729 ,897444",alhasanmewat@gmail.com,
531621 ,ALPINE CONVENT SCHOOL,MRS. VEENA GAUR,Senior Secondary,31/03/2023,"ALPINE CONVENT SCHOOL, MAIN ROAD, SECTOR-10 ,122001",",9999700821",admin@alpineconventschool.com,alpineconventschool.com
531743 ,ALPINE INTERNATIONAL SCHOOL,MRS. YESHA,Secondary School,31/03/2023,"VILL NAGGAL RUTTAL, KALKA, DISTT. PANCHKULA, HARYANA, INDIA ,133302",",9254444494",vikas.jain@yahoo.com,http://www.alpineinternationalschool.org
630084 ,ALPINE PUBLIC SCHOOL,Prem Lata Joshi,Senior Secondary,31/03/2024,"CHOWKIWALA NALAGARH DISTT SOLAN HIMACHAL PRADESH ,174107","0179 ,222997",alpine1nalagarh@gmail.com,http://www.alpinenalagarh
630233 ,ALPINE PUBLIC SCHOOL,Mrs.MEENA SHARMA,Secondary School,31/03/2025,"VILLAGE SUKKABAG P.O BHANGWAR ,176029",",01892269669",apssukhabagh@gmail.com,
530886 ,ALPINE PUBLIC SCHOOL,ANIL SHARMA,Senior Secondary,31/03/2026,"VILL. PADLU, BARARA ROAD, SHAHBAD MARKANDA ,136135","1744 ,288636",aps_6@rediffmail.com,
530170 ,ALPINE SCHOOL,Mr. DR.SANJEEV MAINRA,Senior Secondary,31/03/2020,"VILLAGE BHAWANA P O PINJORE TEH KALKA DISTT AMBALA HARYANA ,134104","01733 ,9254444495",alpine.ers@gmail.com,http://www.thealpine.com
530342 ,ALPINE VALLEY BOARDING SCHOOL,KULWINDER KAUR,Senior Secondary,31/03/2024,"KARNERA BALLABGARH SOHNA ROAD FARIDABAD HARYANA ,121001","0129 ,2230668",kkulwinder842kk@gmail.com,
530977 ,AMAR SHIKSHA SADAN SR. SEC SCHOOL,GAYATRI SHARMA,Senior Secondary,31/03/2024,"VILLAGE & POST SERSA, SONIPAT, ,131028","0130 ,2370665",gayatrisharma1610@yahoo.com,
530379 ,AMBALA PUBLIC SCHOOL,SUKHWINDER KAUR VIRK,Senior Secondary,31/03/2023,"GANESH VIHAR HISSAR ROAD AMBALA CITY HARYANA ,134003","0171 ,6533232",virk2828@gmail.com,
531730 ,AMBIENCE PUBLIC SCHOOL,DR. ANURADHA RAI,Senior Secondary,31/03/2023,"PLOT NO. 1, SECTOR-43 ,122002",",01242576627",principal.apsggn@gmail.com,http://www.ambienceschoolgurgaon.com
530529 ,AMERICAN MONTESSORI PUBLIC SCHOOL,ANITA SHARMA,Senior Secondary,31/03/2026,"L 23 DFL CITY PHASE II GURGAON HARYANA ,122002","0124 ,2353232",PRINCIPAL@AMERICANPUBLICSCHOOL.COM,
530785 ,AMITY INDIAN MILITARY COLLEGE,V S BABEALY,Senior Secondary,31/03/2023,"VILLAGE GWALIOR, PANCHGAON MANESAR, GURGAON (HARYANA) ,122413","0124 ,2337015",vsbabelay@amity.edu,http://www.amity.edu/aimc
530460 ,AMITY INTERNATIONAL SCHOOL,Anshu Arora ,Senior Secondary,31/03/2025,"SECTOR 43 GURGAON HARYANA ,122001","0124 ,2385110",aisgurgaon43@gmail.com,http://www.amity.edu
530535 ,AMITY INTERNATIONAL SCHOOL,ARTI CHOPRA,Senior Secondary,31/03/2024,"SECTOR 46 GURGAON HARYANA ,122002","0124 ,2581001",achopra@aisg.amity.edu,http://www.amity.edu
530571 ,AMLOK PUBLIC SCHOOL,,Senior Secondary,31/03/2024,"BOHAWA G T ROAD OPP SHAHPUR AMBALA HARYANA ,134005",",",,
530504 ,AMRAVATI VIDYALAYA,AMBIKA MENON,Senior Secondary,31/03/2023,"AMRAVATI ENCLAVE PANCHKULA (HARYANA) ,134107","1733 ,262800",pn_menon@yahoo.com,
630204 ,AMRAVATI VIDYALAYA,Vinita Joshi,Secondary School,31/03/2023,"AMRAVATI APARTMENTS ADJ H.B.C. PH-III,BADDI DISTT SOLAN (H.P.) ,173205","1795 ,657461",vinitajoshi63@gmail.com,
530175 ,ANAND PUBLIC SCHOOL,NIDHI GUPTA,Senior Secondary,31/03/2025,"D-77 PROFESSOR COLONY YAMUNA NAGAR HARYANA ,135001","1732 ,9254336015",gupta.nidhi00002@gmail.com,
630246 ,ANAND SCHOOL,MRS.USHA KAUSHESH,Secondary School,31/03/2026,"ANAND SCHOOL OPP BANK SQUARE SECTOR 1 ,173220",",01792-232038",anandschoolparwanoo@gmail.com,http://anandschool.com/
531550 ,ANAND SCHOOL FOR EXCELLENCE,MR. SAHADEVUDU BALAGA,Senior Secondary,31/03/2023,"6 KM. HANSI-BHIWANI ROAD, V.P.O. MILKPUR-II, TEH. BAWANI KHERA, DISTT. BHIWANI(HARYANA) PIN-127032 ,127032",",01663286500",asemilkpur@gmail.com,www.asehansi.com
630250 ,ANANT VIDYA NIKETAN,Mr.Rajneesh Kumar Verma,Secondary School,31/03/2022,"VILL. KOTLI (BIR) P.O.GUNEHAR. BAIJNATH H.P 176077 ,176077",",01908222215",avnpublicschoolbir@gmail.com,http://anuradhaplp.org
531500 ,ANANTAM SCHOOL,Mrs.santosh malik,Secondary School,31/03/2025,"ANANTAM SCHOOL VILLAGE SANGEL NEAR UJINA NUH MEWAT ,122107",",09999998560",principal.anantamschool@gmail.com,
531647 ,ANDALE PUBLIC SCHOOL,DR. KIRAN BHASIN,Secondary School,31/03/2022,"ANDALE PUBLIC SCHOOL, SECTOR 9 PANCHKULA, HARYANA ,134113",",01722569485",andalepublicschool@gmail.com,http://www.andalepublicschool.com
531772 ,ANEJA CITY HEART SCHOOL,MRS. SUNITA ANEJA,Secondary School,31/03/2023,"INDRI, DISTT KARNAL ,132041",",9896464149",ACHSIND@GMAIL.COM,
630165 ,ANGEL'S PUBLIC SCHOOL,Saroo kaushal,Secondary School,31/03/2025,"CHOUGAN, PURANA BAZAR SUNDER NAGAR MANDI ,174004","1907 ,262790",tosarookaushal@gmail.com,
530608 ,ANGEL'S PUBLIC SCHOOL,Arinder Kaur Mehta,Senior Secondary,31/03/2022,"VILL KHATAULI, DISTT AMBALA, HARYANA ,134118","0171 ,7027540121",sundeep_k13@rediffmail.com,
630201 ,ANGELS CONVENT SCHOOL,BINDIYA,Secondary School,31/03/2023,"NEAR GOVT. COLLEGE DEHRI, P.O. KHER, VPO. KUTKANA, TEH. NURPUR, DISTT. KANGRA ,176202","1893 ,250084",bindiya.acs@gmail.com,
630230 ,ANGELS PUBLIC MODEL SCHOOL,KIRAN BALA,Secondary School,31/03/2025,"VPO KHANNI TEHSIL NURPUR DISTT KANGRA HIMACHAL PRADESH ,176201","1893 ,227777",kiranapms@gmail.com,
530975 ,ANGELS PUBLIC SCHOOL,Veena Mehta,Senior Secondary,31/03/2023,"V.P.O BARARA AMBALA ,133201","1731 ,320001",aps.barara@rediffmail.com,
530292 ,ANGELS PUBLIC SCHOOL,Shashi Raghav,Senior Secondary,31/03/2023,"SEC-21A BADKHAL ROAD FARIDABAD HARYANA ,136128","0129 ,2422580",raghavd286@gmail.com,
531013 ,ANTHEM INTERNATIONAL SCHOOL,VEENA KHETERPAL,Senior Secondary,31/03/2022,"VILL. @ P.O. NIGDHU ,132157","1745 ,267455",veenakheterpal@gmail.com,
530282 ,ANUPAM PUBLIC SCHOOL,JASVEER KAUR,Senior Secondary,31/03/2024,"DABWALI ROAD ELLENABAD , DISTT SIRSA, HARYANA ,125102","1698 ,222129",anupampublicschool163@gmail.com,
530802 ,"ANUPAM PUBLIC SENIOR SECONDARY SCHOOL,HODAL(PALWAL),HARYANA",MR. RAJENDER KUMAR,Senior Secondary,31/03/2018,"NANAK DAIRY ROAD, HODAL ,121106","0891 ,01275-235381",anupam.school@rediffmail.com,
531837 ,ANUPAM SHIKSHA NIKETAN SR SEC SCHOOL,MR. PARDEEP KUMAR,Senior Secondary,31/03/2024,"VPO KUTAIL DISTT KARNAL ,132037",",9991506006",anupamshikshaniketan@gmail.com,www.anupamshikshaniketan.com
630125 ,ANURADHA PUBLIC SENIOR SECONDARY SCHOOL,RENU KATOCH,Senior Secondary,31/03/2023,"VPO. MARANDA, TEH PALAMPUR, DISST. KANGRA (HIMACHAL PRADESH) ,176102","1894 ,239848",renu.thakur78@gmail.com,
530297 ,APEEJAY SCHOOL,Sunil Chopra,Senior Secondary,31/03/2025,"COLLEGE ROAD CHARKHI DADRI DISTT BHIWANI HARYANA ,127306","1250 ,1250225172",prin.ms.chkd@apeejay.edu,http://www.apeejay.edu
530008 ,APEEJAY SCHOOL,HARI OM,Senior Secondary,31/03/2022,"SECTOR 15 URBAN ESTATE FARIDABAD HARYANA ,121002","0129 ,2285932",prin.ms.fbd@apeejay.edu,
531286 ,APEEJAY SVRAN GLOBAL SCHOOL,PURNIMA VOHRA,Senior Secondary,31/03/2026,",121012","0129 ,2460502",prin.sg.fbd@apeejay.edu,http://www.apeejay.edu/asgs
530831 ,APEX PUBLIC SCHOOL,MEENU DHINGRA,Senior Secondary,31/03/2025,"VILL- PALHAWAS, PO-PALHAWAS, DIST REWARI ,123401","1281 ,245016",apexpublicschool2008@gmail.com,
530688 ,APEX PUBLIC SCHOOL,UMANG KAKKAR,Senior Secondary,31/03/2026,"APEX PUBLIC SCHOOL SATISH COLONY FATEHABAD ,125050","1667 ,225612",KAKKARUMANG@GMAIL.COM,
530528 ,APOLLO INTERNATIONAL SCHOOL,DR. PARAMITA MISHRA,Senior Secondary,31/03/2025,"BARI G T KARNAL ROAD DISTT SONEPAT HARYANA ,131101","0130 ,9996261111",APOLLO@AISCHOOL.IN,http://bari.aischool.in/
531492 ,APOLLO INTERNATIONAL SCHOOL,MRS. ROMITA SHARMA,Secondary School,31/03/2021,"APOLLO INTERNATIONAL SCHOOL, ASSANDH KAITHAL HIGHWAY, RAJOUND, KAITHAL. ,136044",",08570003636",principal.rjnd@aischool.in,http://www.aischool.in
531658 ,APOLLO INTERNATIONAL SCHOOL,MR. RAJESH SHARMA,Senior Secondary,31/03/2024,"VILLAGE DADUPUR KHURD,GT KARNAL ROAD ,132116",",01849991527770",principal.krnl@aischool.in,karnal.aischool.in
531562 ,APOLLO INTERNATIONAL SCHOOL,MRS. ROMITA SHARMA,Senior Secondary,31/03/2023,"APOLLO INTERNATIONAL SCHOOL, ASSANDH KAITHAL HIGHWAY, RAJOUND, KAITHAL. ,136044",",8570003636",principal.rjnd@aischool.in,http://rajound.aischool.in
531482 ,"APOLLO INTERNATIONAL SCHOOL, PATTIKALYANA",rajni sharma,Senior Secondary,31/03/2023,"APOLLO INTERNATIONAL SCHOOL, PATTIKALYANA, SAMALKHA, DIST - PANIPAT,HARYANA- 132102 ,132102",",9996541192",principal.smlk@aischool.in,http://www.aischool.in
