Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
1130932,ABHINAV PUBLIC SCHOOL,MRS. PRINCIPAL,Senior Secondary,31/03/2023,"SR. NO 659/660, MANJARI THEUR ROAD KOLWADI PUNE 412110 ,412110",",9067546711",abhinavpublicschoolcbse@gmail.com,
1131099,ABHISHEK INTERNATIONAL SCHOOL,MRS. VIDHYUT PARMESHWAR SAHARE,Secondary School,31/03/2024,"PLOT NO.2 SECTOR NO.6, MOSHI PRADHIKARAN, MOSHI TAL.HAVELI DIST.PUNE ,412105",",8446713030",abhishekinternational.cbse@gmail.com,http://abhishekinternational.org
1130487,ABHYASA ENGLISH SCHOOL,MRS. NETRA BOBADE,Senior Secondary,31/03/2022,"PANCHAVATI,NAGPUR ROAD. AMRAVATI ,444603","0721 ,0721-2660206,",principal@abhyasa.ac.in,http://www.abhyasa.ac.in
1130852,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. ARCHANA HEMANT PAWAR,Senior Secondary,31/03/2024,"A/P NANDLAPUR, KARAD ,415539",",02164241339",ahps5051@academicheights.in,http://www.karad.academicheights.in
1130873,ACADEMIC HEIGHTS PUBLIC SCHOOL,Mrs.Pranita Mendsure,Secondary School,31/03/2022,"GAT NO. 1660 / 2, PATIL NAGAR, NEAR INDRAPRASTH MANGAL KARYALAY, BHAGWASTI, CHIKHALI ,412114",",020-65008877",ahps.phlox@gmail.com,http://www.academicheights.in
1131003,ACADEMIC HIGH & JUNIOR COLLEGE,MRS. NAMITA GAVADE,Senior Secondary,31/03/2024,"KUNDAL - KIRLOSKARVADI ROAD, ,416309",",0236223233",rspawarpratishthan@gmail.com,www.academichigh.com
1130422,ACE ACADEMY,KAUSHAL INDERPREET KAUR,Senior Secondary,31/03/2023,"C-7/8, OPPO. BOMBAY FORGING, CHIKALTHANA MIDC ,431003","0240 ,2480204",aceacademyabd@gmail.com,http://www.aceacademy.in
1130551,ACHIEVERS HEIGHTS INTERNATIONAL SCHOOL,Mrs.Sheelesh Sharma,Secondary School,31/03/2023,"195/1 OLD MOHIDA ROAD SHAHADA, NANDURBAR ,425409",",02565227600",ahis_shahada@rediffmail.com,
1130271,ADARSH PUBLIC SCHOOL.VITA,Halagale Mohmadrafiq Badshah,Senior Secondary,31/03/2025,"ADARSH PUBLIC SCHOOL KUNDAL ROAD ,415311","2347 ,273501",jannat11282@gmail.com,
1130458,ADARSH SANSKAR VIDYALAYA CBSE,MRS. MANASI YOGESH DESHPANDE,Senior Secondary,31/03/2024,"PIPALA, HUDKESHWAR ROAD, NAGPUR ,440034","000 ,7620264605",adarshcbse22@gmail.com,www.adarshsanskar.org
1130831,ADITYA ENGLISH MEDIUM SCHOOL,MRS. DEEPALI SHIRGAVE,Senior Secondary,31/03/2024,"SR. NO. 70, DHANKUDE NAGAR, BANER, PUNE - 411045 ,411045",",7020302743",adityahorizonnschool@gmail.com,adityaschool.co.in
1130518,ADV.LALITA PATIL INTERNATIONAL SCHOOL,MR. VIKAS GULAB CHAUDHARI,Senior Secondary,31/03/2025,"NEAR GOSHALA,CHOPDA ROAD AMALNER ,425401","2587 ,224488",lalitapatilschool@gmail.com,www.lalitapatilischool.com
3030009,ADVAITA GURUKUL,DR. RAJESHWARY NAIR,Senior Secondary,31/03/2023,"NEAR RAMCO INDUSTRIES; SILI PHATAK; PO: SILI; SILVASSA; UNION TERRITORY OF DADRA AND NAGAR HAVELI ,396230",",02602641530",rn_silvassa@yahoo.co.in,www.advaitagurukul.org
1130920,ADVAITA SCHOOL OF EXCELLENCE,MRS. NILIMA SURYAPRAKASH SHUKLA,Secondary School,31/03/2022,"GANGAKHED ROAD, BRAHMANGAO, TAL. & DIST. PARBHANI ,431402",",02452232221",principal.advaita@gmail.com,http://www.advaitaschool.com
1130316,AGP PUBLIC SCHOOL,PRERANA SUDAM KOLHE,Secondary School,31/03/2022,"GUT NO.71, SATARA PARISAR, NEAR MIT COLLEGE,BEED BYPASS ROAD ,AURANGABAD ,431005","0240 ,6410152",agpschool@gmail.com,http://www.agppublicschool.com
1130217,AGRAGAMI CONVENT SCHOOL,Vidya Joseph,Secondary School,31/03/2025,"NALWADI ROAD, MHASALA, WARDHA. ,442001","7152 ,250181",vidyajoseph@rediffmail.com,http://www.agragami.org
1130294,AGRASEN VIDYA MANDIR,SUBHASH RAMCHANDRA DHAWAN,Secondary School,31/03/2021,"ITKHEDA, PAITHAN ROAD ,431005","0240 ,6454159",subhash.dhawan05@gmail.com,http://www.xyz.com
1130573,AHINSA INTERNATIONAL SCHOOL,MR. SHARAD SHARMA,Secondary School,31/03/2024,"SURVEY NO. 190/1A/1, 190/1A/2, DHULE ROAD ,425408","2566 ,02566-245552",principal.ahinsa.school@gmail.com,http://www.ahinsaschool.in
1131101,AHINSA INTERNATIONAL SCHOOL,MRS. DEEPIKA SHARMA,Secondary School,31/03/2024,"SURVEY NO. 313/2B/2, NEAR GOVT. AGRICULTURE COLLEGE, DHULE ROAD ,425412",",02564297355",principal.ahinsa.ndb@gmail.com,www.nandurbar.ahinsaschool.in
1130012,AIR FORCE SCHOOL,Mrs. Ragini Srivastava,Senior Secondary,31/03/2025,"AIR FORCE STATION VIMAN NAGAR PUNE MAHARASHTRA ,411014","020 ,26633451,6633451,",principalafsvn@gmail.com,
1130719,AIRSON ENGLISH SCHOOL,Mrs.SHABNAM T. SHAIKH,Secondary School,31/03/2020,"DUBEY BAUGH , HENDREPADA ,421503",",8879775959",www.airsonschool1613@gmail.com,http://www.airsonenglishschool.com
1130751,AJANTA  LEARNING HUB  ENGLISH MEDIUM SCHOOL,Dr.Vidya S. Gawali,Secondary School,31/03/2026,"GUT NO 152, AT/POST-AJANTA, TAL.-SILLOD, DIST.-AURANGABAD ,431117",",09049992764",alearninghub@yahoo.in,
1130266,AKSHARA INTERNATIONAL SCHOOL,SONALI BALWATKAR,Senior Secondary,31/03/2026,"S. NO. 109, WAKAD, PUNE, MAHARASHTRA ,411057","020 ,64102958",admin@akshara.in,http://www.akshara.in
1130375,AL BARKAAT MALIK MUHAMMAD ISLAM ENGLISH SCHOOL,Shamina Irfan Shaikh,Secondary School,31/03/2025,"VINOBA BHAVE NAGAR, KURLA (W), MUMBAI - 400070. ,400070","022 ,25030069",albarkaatschool@Yahoo.com,http://www.albarkaat.in
1130056,AL-IRFAN SCHOOL,MOHD AZHARUDDIN,Senior Secondary,31/03/2022,"SULI BHANJAN TQ KHULDABAD DISTRICT AURANGABAD MAHARASHTRA ,431001","2437 ,241972",azhar51010@gmail.com,
1130586,ALARD PUBLIC SCHOOL,MRS. ROHINI ROHIT GURUNG,Senior Secondary,31/03/2026,"S.NO 50, NEAR RAJIV GANDHI IT PARK, HINJEWADI ,411057","020 ,020-66523792,",apsprincipal1@gmail.com,
1130087,ALL SAINTS HIGH SCHOOL,SEEMA VIJAY NAIR,Senior Secondary,31/03/2023,"BHAWALE VILLAGE PISA DAM CROSS RD PANJR POLE, TAL BHIWANDI DISTT THANE MAHRASHTRA ,412805","091 ,9028138222",nairvu@rediffmail.com,http://www.shilpakar.com
3030004,ALOK PUBLIC SCHOOL,Ms.Smriti Singh,Senior Secondary,31/03/2023,"491/1/P, BHOYAPADA, NEAR ALOK CITY, SAYLI ,396230","91 ,99723 63212",principal@alokpublicschool.org,http://www.alokpublicschool.org
1130129,ALPHONSA HIGH SCHOOL,ROSY ANTONY SR ROSANTO,Senior Secondary,31/03/2022,"SAWANGI MEGHE WARDHA DISTT MAHARASHTRA ,442001","0715 ,287810",sr.rosanto@gmail.com,
1130452,AMANORA SCHOOL,MRS. MEERA NAIR,Senior Secondary,31/03/2024,"AMANORA SCHOOL, AMANORA PARK TOWN, NO.194, VILLAGE SADESATARANALI, MALWADI ROAD, HADAPSAR-KHARADI BYPASS, PUNE -411028 ,411028","020 ,02067279010",principal@amanoraschool.edu.in,http://www.amanoraschool.edu.in
1130640,AMBER INTERNATIONAL SCHOOL,Dr. Shilpa Jejurker,Senior Secondary,31/03/2023,"OPP.HIGHLAND PARK, DHOKALI THANE (W) ,400607",",9869663131",dvidyaniketan@gmail.com,http://dsvcbseschool.com
1130110,AMBUJA VIDYA NIKETAN,RAJESH SHARMA,Senior Secondary,31/03/2022,"AT & PO UPPERWAHI TAL KORPANA DISTT CHANDRAPUR MAHARASHTRA ,442908","7173 ,240239",rajesh.sharma3.ext@ambujacement.com,
1130461,AMRISHBHAI R PATEL SCHOOL,NISCHAL NAIR,Senior Secondary,31/03/2022,"KARVAND ROAD SHIRPUR,DIST DHULE,MAHARASHTRA,425405 ,425405","2563 ,255900",arpatelschoolcbse@gmail.com,
1130190,AMRITA VIDYALAYAM,MISS REKHA N,Senior Secondary,31/03/2025,"PLOT NO-4, SANPADA JUINAGAR NODE, SECTOR-25, JUINAGAR (WEST), DISTT NEW MUMBAI, MAHARASHTRA ,400705","022 ,02227726150",info@avnavimumbai.com,www.nvmb.amritavidyalayam.org
1130418,AMRUTVAHINI INTERNATIONAL SCHOOL,Sethi Jaswinder Bhupinder,Secondary School,31/03/2026,"AMRUTVAHINI INTERNATIONAL SCHOOL BEHIND MAZE GHAR HOUSING SOCIETY, GHULEWADI,TAL-SANGAMNER,DIST-AHMEDNAGAR. ,422608","2425 ,259102",amrutvahiniinternationalschool@gmail.com,
1130847,AMRUTWEL GLOBAL SCHOOL,Mr. Navnath Sahadu Gaikwad,Secondary School,31/03/2022,"A/P SHIKRAPUR TAL.SHIRUR DIST.PUNE ,412208",",9226907979",amrutwelglobalschool2017@gmail.com,http://www.amrutwelglobalschool.co.in
3030050,ANAND INTERNATIONAL PUBLIC SCHOOL,MRS. SUMONA SINGH,Secondary School,31/03/2023,"SURVEY NO. 23/1, 23/2, NEAR RAM MANDIR, DADRA ,396193",",0260722655515",info.anandinternationalscl@gmail.com,http://aipswsstage.venuslabs.co.in/
1131038,ANANDI PUBLIC SCHOOL,MRS. MRIDULA BANERJEE,Secondary School,31/03/2024,"NALEGOAN ROAD,OPPOSITE NEW REST HOUSE, MALKAPUR, UDGIR, DIST- LATUR, MAHARASHTRA ,413517",",02385214200",rajabaiinstitution@gmail.com,www.anandipublicschool.org
1130306,ANANDSAGAR PUBLIC SCHOOL,WILSON DAVID,Senior Secondary,31/03/2023,"MANERAJURI ROAD,CHINCHANI, TASGAON ,416312","2346 ,250164",principalaspstasgaon@gmail.com,
1130964,ANEKANT ENGLISH MEDIUM SCHOOL,MRS. RAKHI MATHUR,Secondary School,31/03/2023,"T.C.COLLEGE CAMPUS , BARAMATI, DIST- PUNE 413102 ,413102",",02112221305",anekantems@gmail.com,http://www.anekantems.org
1130718,ANGEL HIGH SCHOOL,Mr.Farshid S Irani,Secondary School,31/03/2025,"SHAMBHAJI NAGAR, KADAMWAK WASTI,TAL - HAVELI, LONI KALBHOR,PUNE - 412201 ,412201",",02026913722",angelhighschool.loni@gmail.com,http://www.angelhighschoolloni.com
1130526,ANIL JINDAL WORLD SCHOOL,PARVEEN KUMAR ZEAR,Secondary School,31/03/2025,"GUT NO.171, NIDHONA ROAD, MOJE : NAGEWADI, TQ & DIST. JALNA 431203 ,431203","2482 ,645771",pzzearparveen2@gmail.com,http://www.aniljindalworldschool
1130647,ANISHA GLOBAL SCHOOL,MRS. HARLEEN SODHI,Senior Secondary,31/03/2022,"LIFE REPUBLIC,S.NO.74,MARUNJI-HINJEWADI-KASARSAI ROAD,MARUNJI ,411057","020 ,8087120333",anishaglobalschool@gmail.com,http://www.anishaglobal.com
1130914,ANISHA GLOBAL SCHOOL,MR. DHANANJAY SIRUR,Secondary School,31/03/2022,"S.NO. 13/1/1, KADNAGAR UNDRI, PUNE ,411028",",02060609333",principal.anisha@gmail.com,
1131057,ANNAPURNA INTERNATIONAL SCHOOL OF SCHOLARS,MR. RAMESH RAJU HATKAT,Secondary School,31/03/2024,"AKOLA ROAD, HINGOLI, TQ./ DIST. HINGOLI-431513 (MH) ,431513",",02456221757",annapurnaschool123@gmail.com,http://annapurnapariwar.com
1130746,ANNASAHEB BALASAHEB CHAKOTE ENGLISH SCHOOL,Dr. Rajesh Rajanikant Ohol,Secondary School,31/03/2026,"A/P. NANDANI-JAYSINGPUR ROAD, DHARANGUTTI, TAL.SHIROL, DIST.KOLHAPUR. ,416102",",02322235552",rrp2161@gmail.com,http://www.abcenglishschool.com
1130855,ANURADHA ENGLISH MEDIUM SCHOOL,MR. JITENDRA MARATHE,Secondary School,31/03/2022,"SAKEGAON ROAD, ANURADHA NAGAR, CHIKHLLI ,443201",",9850055296",jitu.marathe@gmail.com,
1130075,APEEJAY SCHOOL,Mrs. Tejaswini Shamish Katdare,Senior Secondary,31/03/2024,"PLOT NO 34, 38 SECTOR 21 KHARGHAR NAVI MUMBAI MAHARASHTRA ,400081","022 ,27745501",indumathur2014@gmail.com,http://www.apeejay.edu
1130023,APEEJAY SCHOOL,RAKESH JOSHI,Senior Secondary,31/03/2025,"SECTOR-15 NERUL, DISTT. NEW MUMBAI, MAHARASHTRA ,400706","022 ,27703635",rkjoshi1968@yahoo.co.uk,http://www.cvtarapur.org
1130074,APPASAHEB BIRNALE PUBLIC SCHOOL,ASSISI JOSEPH FURTADO,Senior Secondary,31/03/2025,"SHINDE MALA SANGLI MAHARASHTRA ,416416","0233 ,2313992",principal@abpssangli.edu.in,http://www.cvtarapur.org
1131133,ARIHANT  PUBLIC SCHOOL,Mrs. Supriya Bahirat,Secondary School,31/03/2023,"MANISHA NAGAR, NEAR DESHMUKH PETROL PUMP, PANDHARPUR ,413304",",02186",ems.cbse@gmail.com,www.cbse.arihantps.com
1131036,ARISE INTERNATIONAL SCHOOL,MR. JITENDRA KHAIRNAR,Secondary School,31/03/2024,"ANANDRAO LANDE ROAD INDRAYANI NAGAR, SECTOR-7 ,411039",",7972609431",principal.arise@gmail.com,http://www.ariseinternational.in/
1130170,ARMY PUBLIC SCHOOL,MRS. RAKHI ACHARYA,Secondary School,31/03/2025,"THE MALL ROAD, KAMPTEE CANTT., KAMPTEE ,441001","07109 ,9284858092",armyschoolkmt@gmail.com,www.apskamptee.in
1130014,ARMY PUBLIC SCHOOL,Mrs. Anusree Ghose,Senior Secondary,31/03/2025,"NEAR INHS ASHVINI DR NANA BHOY MOOS ROAD COLABA MUMBAI MAHARASHTRA ,400005","022 ,22182547",armyschoolmumbai@gmail.com,
1130013,ARMY PUBLIC SCHOOL,MEERA SAIN,Senior Secondary,31/03/2025,"NEAR SIGNAL REGIMENT SOUTHERN COMMAN SOUTHERN COMMAND PUNE MAHARASHTRA ,411001","020 ,6102255",apspune@pn3.vsnl.net.in,
1130042,ARMY PUBLIC SCHOOL,MS ARTI SHARMA,Senior Secondary,31/03/2025,"KIRKEE, DISTT PUNE MAHARASTRA ,411003","020 ,6693563, 9422514246",pkhanna3@hotmail.com,
1130108,ARMY PUBLIC SCHOOL,MRS. PARAMITA NANDY,Senior Secondary,31/03/2025,"DEHU ROAD, DISTT PUNE, MAHARASHTRA ,412101","020 ,02027670266",apsdehuroad@gmail.com,apsdehuroad.in
1130043,ARMY PUBLIC SCHOOL,DEEPKAUL,Senior Secondary,31/03/2025,"CANNAUGHT ROAD DEVLALI CAMP NASIK DISTT MAHARASTRA ,422401","020 ,6693563, 9422514246",armydev2001@yahoo.com,
1130212,ARMY PUBLIC SCHOOL DIGHI,NIRMAL BHATAIYA,Senior Secondary,31/03/2024,"C/O TRAINING BATTALION-2 BEG & CENTRE DIGHI CAMP ,411015","020 ,65106915",armyschooldighi@gmail.com,
1130015,"ARMY PUBLIC SCHOOL, AHMEDNAGAR",MRS. NUTAN MISHRA,Senior Secondary,31/03/2024,"C/O ARMED CORPS CENTRE & SCHOOL AHMEDNAGAR MAHARASHTRA ,414002","0241 ,02412323005",apsahmednagar01@gmail.com,
1130496,AROHAN ACADEMY ENGLISH SCHOOL,MAHESH HARIBHAU PISU,Secondary School,31/03/2022,"VAIJAPUR GRAMIN-1, TQ VAIJAPUR ,423701","2436 ,200100",maheshpisu@gmail.com,http://www.arohanacademy.com
1130088,ARUNODAYA PUBLIC SCHOOL,Ms. Nikita Kothari,Senior Secondary,31/03/2024,"VIJAY PARK, KASARVADAVLI THANE MAHRASHTRA ,400601","022 ,25974381",principal@arunodayaschool.com,
1130509,ARVIND INDO PUBLIC SCHOOL,DEEPA PETER,Secondary School,31/03/2022,"KHUTAMBA ROAD, NEAR KATOL RAILWAY STATION ,441302","7112 ,202166",deepapeter38@gmail.com,http://www.aips.com
1130353,ARVIND INDO PUBLIC SCHOOL,Rupesh Raut,Secondary School,31/03/2025,"MIDC AREA HETI SURLA SAONER NAGPUR ,441107","7113 ,236612",rupesh.raut7@gmail.com,
1131127,"ARVIND INDO PUBLIC SCHOOL, NARKHED",Mr.Ashutosh Kedarpawar,Secondary School,31/03/2023,"NARKHED ,441304",",9009961447",narkhedaips@gmail.com,
1130186,ARYA GURUKUL VIDYA NAGRAI,RADHAMANI SATISH IYER,Senior Secondary,31/03/2020,"NANDIVALI VILL-HAJ MALANG ROAD, KALYAN E, THANE, MAHARASHTRA ,421306","0251 ,6464444",aryagurukul@gmail.com,http://www.vanaprastha.org
1130349,ASCENT INTERNATIONAL SCHOOL,AJAY SHIVAJIRAO LANDGE,Secondary School,31/03/2022,"KHED SHIVAPUR, PUNE BANGLORE HIGHWAY, HAWELI, PUNE ,412205","020 ,24385500",ajay.academin@gmail.com,http://www.ascentschoolspune.com
1130779,ASHEVILLE WORLD SCHOOL,MISS CHANDA JWALAPRASAD GAUR,Senior Secondary,31/03/2023,"SURVEY NO. 227, 232 VILLAGE - MOHAP, OFF NH-222, NEAR SHIVLE PETROL PUMP ,421401",",7021815625",saritastiwari@gmail.com,www.ashevilleworldschool.in
1130116,ASHOK ACADEMY,MRS. KULSOOM FATIMA,Secondary School,31/03/2025,"GOLDEN CHARRIOT ANNEXE LOKHANDWALA COMPLEX ANDHERI WEST, MUMBAI MAHARASHTRA ,400053","022 ,9870012111",ashokacademy@gmail.com,
1130545,ASIM SARAF CENTRAL ACADEMY,MANISH TIWARI,Secondary School,31/03/2023,"CHURDI,TIRODA ,441911","7198 ,202159",manishtiwari370@gmail.com,
1130712,ATMA MALIK INTERNATIONAL SCHOOL,SHIVAM BHATT,Secondary School,31/03/2025,"ATMA MALIK INTERNATIONAL SCHOOL, MOHILI, POAT-AGHAI ,421301","91 ,9552053020",principal640536@gmail.com,http://www.amishahapur.in
1130444,"ATMA MALIK INTERNATIONAL SCHOOL, KOKAMTHAN",MR. NAMDEV DNYANESHAWAR DANGE,Senior Secondary,31/03/2024,"VISHWATMAK JANGLI MAHARAJ ASHRAM TRUST KOKAMTHAN SHIRDI - KOPARGAON ROAD POST JEUR KUMBHARI TAL.- KOPARGAON DIST.- AHMEDNAGAR (MAHARASHTRA)- 423601 ,423601","2423 ,024237588694078",atmacbse@gmail.com,http://www.amiscbse.com
1130009,ATOMIC ENERGY CENTRAL SCHOOL,MRS. B.GOMATHI,Senior Secondary,31/03/2025,"T A P S COLONY TARAPUR BOISAR (W/RLY) THANE DISTT. MAHARASHTRA ,401504","02525 ,0252526426",aecstar1@yahoo.co.in,aecstar1.edu.in
1130114,ATOMIC ENERGY CENTRAL SCHOOL - 2,T KALATHINATHAN,Secondary School,31/03/2025,"TARAPUR, BARC COLONY PO TAPP TAL PALGHAR DISTT THANE MAHARASHTRA ,401504","02525 ,264974",armyschoolmumbai@gmail.com,
1130008,ATOMIC ENERGY CENTRAL SCHOOL - 4,Dr. CHINMOY BASU,Senior Secondary,31/03/2025,"ANUSHAKTINAGAR MUMBAI MAHARASHTRA ,400094","022 ,25580619",aecs4mum@gmail.com,http://www.aees.gov.in
1130112,ATOMIC ENERGY CENTRAL SCHOOL - 5,VEENA RANI MISHRA,Secondary School,31/03/2024,"NEW MANDALA MUMBAI MAHARASHTRA ,400094","022 ,25582485",veena.bhasin@gmail.com,www.vbps.com
1130123,ATOMIC ENERGY CENTRAL SCHOOL NO 1,ANILA SINGH,Secondary School,31/03/2024,"ANUSHAKTI NAGAR MUMBAI MAHARASHTRA ,400009","022 ,25580530",,
1130118,ATOMIC ENERGY CENTRAL SCHOOL NO 2,MRS V A SANE,Secondary School,31/03/2024,"ANUSHAKTI NAGAR MUMBAI MAHARASHTRA ,400094","022 ,25580584",armyschoolmumbai@gmail.com,
1130122,ATOMIC ENERGY CENTRAL SCHOOL NO 3,MR. LOKESH JOSHI,Secondary School,31/03/2025,"ANUSHAKTI NAGAR MUMBAI MAHARASHTRA ,400094","022 ,25580552",aecsmum3@yahoo.co.in,http://www.aecsmum3.ac.in
1130234,ATOMIC ENERGY CENTRAL SCHOOL NO 6,T. Elango,Secondary School,31/03/2024,"ATOMIC ENERGY CENTRAL SCHOOL NO6, WESTERNSECTOR, ANUSHAKTINAGAR, MUMBAI, 400094 ,400094","0848 ,022-25511924",aecsmum06@yahoo.co.in,http://www.aees.gov.in
1130053,B J M CARMEL ACADEMY,FR  BINOY C U,Senior Secondary,31/03/2025,"D O C ROAD TUKUM CHANDRAPUR P B NO. 106 CHANDRAPUR HPO MAHARASTRA ,442401","7172 ,277320",binoycmi@gmail.com,www.bjmcarmelacademy.com
1130051,B K BIRLA CENTRE FOR EDN.,DR SAIBAL KUMAR SANYAL,Senior Secondary,31/03/2025,"P B NO.1 DISTT TALEGAON DABHADE DISTT PUNE MAHARASTRA ,410506","0 ,9272200305",principalbirlacentre@rediffmail.com,
1130039,B V BHAVANS LLOYDS VIDYA NIKETAN,KIRTI MISHRA,Senior Secondary,31/03/2022,"VIDYA NIKETAN BHUGAON WARDHA WARDHA MAHARASHTRA ,442001","7152 ,282085",principalblvn@gmail.com,
1130054,B.K. BIRLA PUBLIC SCHOOL,RANJNA JANGRA,Senior Secondary,31/03/2026,"BIRLA COLLEGE ROAD, KALYAN,DISTT. THANE , MAHARASHTRA-421 304 ,421304","0251 ,2230623",contact@birlaschoolkalyan.com,
1130892,BAJAJ VIDYA BHAVAN,MR. DEEPIKA SANTOSHWAR,Secondary School,31/03/2022,"BY PASS ROAD, BABUPETH, ,442403",",9422180882",bajajvidyabhavan@hotmail.com,http://www.bajajvidyabhavan.com/
1130103,BAL BHARATI PUBLIC SCHOOL,GANESH PARAMESWARAN,Senior Secondary,31/03/2022,"PLOT NO 5, SECTOR 4 KHARGHAR NAVI MUMBAI MAHARASHTRA ,410210","022 ,27742773",principal.bbkgr@gmail.com,
1130158,BAL BHARATI PUBLIC SCHOOL,K PADMA MOHAN,Senior Secondary,31/03/2023,"RGPPL, POST ANJANWEL, TALUK, GUHAGAR, DISTT RATNAGIRI ,415703","2359 ,24119",kpadmamohan@yahoo.com,
1130563,BAL SEVA ENGLISH MEDIUM SCHOOL,JUTHIKA PAHAN,Secondary School,31/03/2026,"SWAMI VIVEKANANDA NAGAR, KALAKHADAK, WAKAD ,411057","020 ,65108408",juthikapahan1@yahoo.com,http://bsemschool.com
1130756,BALAJI ENGLISH MEDIUM SCHOOL SHIRUR,Mr.Shinde Dilip Rajaram,Secondary School,31/03/2026,"A/P- SHIRUR TEL-SHIUR DIST- PUNE ,412210",",02138223677",balajischoolshirur@gmail.com,http://www.balajieducationshirur.in
1130553,BALLARPUR PUBLIC SCHOOL,MissAgatha Joseph,Secondary School,31/03/2025,"YENBODI ,442701",",8975644234",ballarpur_publicschool@gmail.com,
1131051,BALMOHAN VIDYAMANDIR,MRS. RUPA ROY,Secondary School,31/03/2024,"SHIVAJI PARK, DADAR, MUMBAI 400028 ,400028",",02224445579",infobmvm@balmohan.org,www.balmohan.org
1130029,BALNIKETAN AIR FORCE SCHOOL,Mrs. URMIL KALIA,Senior Secondary,31/03/2025,"9-BRD AIR FORCE STATION NAGAR ROAD PUNE MAHARASHTRA ,411014","020 ,7011046",principalafscn@rediffmail.com,
1131097,BANKAR PATIL PUBLIC SCHOOL,MR. NIKAM PANKAJ CHANDRAKANT,Secondary School,31/03/2024,"YEOLA- NASHIK HIGHWAY, A/P-ANGANGAON TAL. YEOLA DIST NASHIK MAHARASHTRA PIN- 4230401 ,423401",",9403571717",bppsprincipal17@gmail.com,www.ssspm.org
3030002,BAPS SWAMINARAYAN VIDYAMANDIR,PRAKASH S PATIL,Senior Secondary,31/03/2021,"SWAMINARAYAN CULTURAL COMPLEX, VILLAGE ATHAL, NAROLI ROAD, ,396230","0260 ,9998992929",svm.principal@gmail.com,
1130543,BAPUSAHEB D.D. VISPUTE PRIMARY ENGLISH SCHOOL,MRS. AAREFA SHAIKH,Secondary School,31/03/2022,"GUT NO 104 DEVAD VICHUMBE ADJECENT MUMBAI PUNE EXPRESS HIGHWAY AT DEVAD VICHUMBE TAL PANVEL DIST RAIGAD ,410206",",9920098088,",dhanrajadarsh@rediffmail.com,http://www.visputeschool.com
1130785,BARDIYA INTERNATIONAL SCHOOL,MR.ATUL I MASSEY,Secondary School,31/03/2026,"GAT NO. 97, JAMNER ROAD ,425310",",02582 275181",principal.bisb@gmail.com,
