Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
130301 ,ABHYAS THE GLOBAL SCHOOL,Mrs.I.Naga Mani,Secondary School,31/03/2026,"4-155,JP ROAD PEDAMIRAM VILLAGE, KALLA MANDAL WEST GODAVARI ANDHRA PRADESH ,534204","8816 ,223445",syjdora@gmail.com,http://www.abhyastheglobalschool.com
1930290,ABS VIDHYA MANDHIR,RATHI MENON,Senior Secondary,31/03/2022,"THALAKANCHERRY ROAD, IVELI AGARAM, THIRUVALLUR ,602001","0 ,9244940111",absvm.rathi@gmail.com,www.absvidhyamandhir.com
3630321,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. K MADHAVI KRISHNA,Secondary School,31/03/2023,"SY NO 78, VENAKATARAMANA COLONY, GOKUL PLOTS, HAFEEZPET, SERILINGAMPALLY MANDAL ,500072",",9000103540",academicheightskphb@gmail.com,http://www.academicheightskphb.com
3630288,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. J.LAKSHMI RAGHAVENDRA,Secondary School,31/03/2022,"ACADEMIC HEIGHTS PUBLIC SCHOOL, KISTAREDDYPET VILLAGE,AMEENPUR MANDAL, SANGAREDDY DIST ,502032",",9618380022",academicheightsbeeramguda@gmail.com,
3630234,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. NAJMAUNISA BEGUM,Senior Secondary,31/03/2022,"18-4-42/A, ALIABAD SAHMSHERGUNJ ,500053","040 ,04064546403,",ahpscharminar@yahoo.com,http://ahpscharminar.com/
3630210,ACADEMIC HEIGHTS PUBLIC SCHOOL,SINITA YEMPATI,Secondary School,31/03/2025,"SURVEY NO:51, VENKAT REDDY COLONY, BOLLIGUDEM ROAD, BODUPPAL ,500039","040 ,7093903311",ahpsboduppalprincipal@gmail.com,
3630180,ACADEMIC HEIGHTS SCHOOL,RUPA REDDY,Secondary School,31/03/2024,"BACHPAN CAMPUS JAGADEEVPUR ROAD HANMAPUR BHONGIR ,508116","8685 ,243693",ahps.principal@gmail.com,
130371 ,ACCORD SCHOOL,M Liaqet Ali Khan,Senior Secondary,31/03/2023,"RC ROAD, CHIGURUWADA NORTH, TIRUPATI CHITTOOR, ANDHRA PRADESH ,517507","0877 ,6457775",info@theaccordschool.com,http://www.theaccordschool.com
2930005,ACHARIYA BALA SIKSHA MANDIR,DR R ANITA SANTHAKUMAR,Senior Secondary,31/03/2026,"ACHARIYA COMMUNE, FISHING HARBOUR ROAD, THENGAITHITTU,PONDICHERRY ,605004","0413 ,3293344",absmtt@achariya.org,http://www.achariya.in
1930428,ACHARIYA SCHOOL,SUDALAIMUTHU,Senior Secondary,31/03/2023,"3/185-1,MUTHUMARIAMMAN KOVIL ROAD ,628721","4632 ,248689",sudalaimuthu1981@gmail.com,
2930007,ACHARIYA SIKSHA MANDIR,MR.MOHAMED FAROOK U.,Senior Secondary,31/03/2024,"ACHARIYAPURAM URUVAIYARU ,605110","0413 ,04132660881",asmhead@achariya.org,http://www.achariya.in/
1931317,ACHARIYA SIKSHA MANDIR,MISS THANGA USHA,Secondary School,31/03/2023,"# 329, 20TH STREET, ASTALAKSHMI NAGAR, ALAPAKKAM, CHENNAI- 600116 ,600116",",04448552235",asmprincipal.ch@achariya.org,http://www.achariya.in
1931160,ACHARYA MAHASHRAMAN TERAPANTH JAIN PUBLIC SCHOOL,MRS. V. JAYA PRASAD,Secondary School,31/03/2023,"57 & 58/1, THATTANKULAM ROAD, MADHAVARAM, CHENNAI, TAMILNADU ,600060",",7200845678",admin@amtjainpublicschool.com,http://www.amtjainpublicschool.com
1930450,ACHYUTA ACADEMY SCHOOL,KARTHIKAIKUMAR S,Senior Secondary,31/03/2025,"THADICOMBU ROAD, KURUMBAPATTI VILLAGE, DINDIGUL DISTT., TAMILNADU ,624001","91 ,9047057017",karthikaikumar.aps@gmail.com,
2930025,ADARSH CONCEPT SCHOOL,MRS. P. NARMADHA,Secondary School,31/03/2023,"GST NAGAR, NAICKAN KULATHU STREET, KOTTUCHERRY KARAIKAL ,609609",",265221(04368)",adarshconcept@gmail.com,
130147 ,ADARSH PUBLIC SCHOOL,K S S Ch V Mahalakshmi,Secondary School,31/03/2023,"VINAYAK NAGAR PEDAGANTYUDA ANDHRA PRADESH ,530044","0891 ,2511251",mahamadhav69@gmail.com,
1930136,ADARSH VIDYA KENDRA,MR. BINUMON V R,Senior Secondary,31/03/2023,"POINEER COMPOUND VETTURNIMADAM NAGERCOIL KANYAKUMARI DISTT. TAMIL NADU ,629003","4652 ,232354",avkcbse@gmail.com,http://www.avk.edu.in
1930371,ADHARSH VIDHYALAYA PUBLIC SCHOOL,SETTU V,Senior Secondary,31/03/2022,"PARUVACHI (PO), BHAVANI (TK), ERODE (DT) - 638 312, TAMILNADU, INDIA ,638312","4256 ,256555",avps312@gmail.com,http://www.adharshvidhyalaya.com
1930910,ADHARSH VIDHYALAYA PUBLIC SCHOOL,MRS. SINDHU K,Secondary School,31/03/2021,"ADHARSH VIDHYALAYA PUBLIC SCHOOL ADHARSH NAGAR, KSN PURAM (PO) - 641662, PALLADAM (TK), TIRUPPUR (DT), TAMILNADU, INDIA. ,641662",",04255277666",avps.palladam@gmail.com,http://www.adharshvidhyalaya.com
1930887,ADHIYAMAN PUBLIC SCHOOL,MRS. LEENA JOSE,Senior Secondary,31/03/2023,"MALLIGAI NAGAR, UTHANGARAI - 635207 ,635207",",04341223189",adhiyamanpublicschool@gmail.com,http://adhiyamanpublicschool.com
1930311,ADHYAPANA SCHOOL,ARUNA M VISVESSVAR,Senior Secondary,31/03/2026,"VISTHARA,BEYOND FATIMA COLLEGE,MADURAI-DINDUGAL MAIN ROAD,MADURAI- 625 402. ,625402","0452 ,2970207",avisveswar@gmail.com,
1931258,ADITHYA GLOBAL SCHOOL,MRS. VIJAYA PRABHA M,Secondary School,31/03/2024,"346/1 SATHY ROAD,KURUMBAPALAYAM,SS KULAM,COIMBATOR ,641107",",9842266906",adithyaglobalschool@gmail.com,adithyaglobalschool.com
1930633,ADITHYA INTERNATIONAL SCHOOL,MRS. A.R.INDIRANI,Senior Secondary,31/03/2022,"S.F NO 222, LAKSHMI NAGAR IDIGARAI POST IDIGARAI ,641022","0422 ,09842211901,",indiranim.phil@gmail.com,http://www.aiscbe.edu.in
2930002,ADITYA BIDYASHRAM,NADESAN KANGUEYAN,Senior Secondary,31/03/2026,"PORIAIYUR, VILLIANUR, DISTT PONDICHERRY, PONDICHERRY-605110 ,605110","0413 ,2660780",principal_cbse@adityacbse.com,
1930995,ADITYA VIDYASHRAM GURUGRAM CAMPUS E TECHNO SCHOOL,MRS. MANIMALAI,Senior Secondary,31/03/2024,"POONAMALLE-AVADI MAIN ROAD, VEERAGHAVAPURAM, THIRUVERKADU ,600077",",9159523999",Aditya_CHN_Avadi@adityacbse.com,http://chennai.adityacbse.com/
1930740,ADVAITH INTERNATIONAL ACADEMY,MRS. CHANDRIKA.K,Senior Secondary,31/03/2022,"VIRUPASANDRAM, (INUPASANDRAM - NALLUR ROAD), NALLUR PANCHAYAT, HOSUR TALUK, HOSUR. ,635103","4344 ,9488785536",advaithprincipal@gmail.com,http://www.advaithacademy.ac.in
1931285,ADWAITH THOUGHT ACADEMY,MRS. SUSEELA.V,Senior Secondary,31/03/2024,"SOWRIPALAYAM ROAD, COIMBATORE-641028. ,641028",",04222317916",adwaithgnsschool@gmail.com,www.adwaithgns.in
1930415,AGARAM PUBLIC SCHOOL,STEPHENSON,Senior Secondary,31/03/2023,"KARUR MAIN ROAD, KOLATHUPALAYAM, DHARAPURAM PERIYAR ,638661","0425 ,8241333",agarampublicschool@gmail.com,http://www.agarampublicschool.com
1930961,AGARWAL VIDYALAYA AND JUNIOR COLLEGE,MRS. R.SUMATHI,Senior Secondary,31/03/2024,"NO.54, EVK SAMPATH ROAD, VEPERY, CHENNAI ,600007",",04426618665",avjrcollege@gmail.com,http://www.agarwalvidyalaya.com
1930280,AGASTYA ACADEMY,S CHIDHAMBARAM,Senior Secondary,31/03/2026,"ARACHALUR - CHENNIMALAI MAIN ROAD, SUNAIPARAI, VEERAPAMPALAYAM (PO),DIST.PERIYAR, TAMIL NADU-638 101 ,638101","0424 ,2357879",chemistchimbu@gmail.com,
1931081,AGR  GLOBAL SCHOOL,MRS. N CHAMUNDESWARI,Secondary School,31/03/2022,"42/8A, MURPHY DASS ROAD, BABY NAGAR, VELACHERY, CHENNAI -600042 ,600042",",044-49528369",agrglobalschool@gmail.com,http://www.agrglobalschool.com
1930733,AGURCHAND MANMULL JAIN SCHOOL,MRS.R.NIRANJANI,Senior Secondary,31/03/2022,"NO.2, GOVINDASAMY STREET, NANGANALLUR, MEENAMBAKKAM ,600114","044 ,044 22249902,",amjainschool@yahoo.com,http://www.amjainschool.org.in
3630279,AIR FORCE SCHOOL,Mrs. B Magdalene Roy,Secondary School,31/03/2022,"BEGUMPET AIR FORCE STATION BEGUMPET P.O HYDERABAD ANDHRA PRADESH ,500011","040 ,7753551",,
1930160,AIR FORCE SCHOOL,Mr. BHANUMATHY CHANDRAN,Secondary School,31/03/2025,"AFAC ADMINISTRATIVE COLLEGE RED FIELDS COIMBATORE TAMIL NADU ,641018","0422 ,2220321",afsschoolcbe@yahoo.com,
1130860,AIR FORCE SCHOOL,.,Secondary School,31/03/2026,"VSN, NAGPUR, HQMC(U), VAYUSENA NAGAR, NAGPUR- 440007 ,",",",,
1930116,AIR FORCE SCHOOL,M ARMSTRONG,Secondary School,31/03/2026,"23 EQUIPMENT DEPOT AVADI CHENNAI MADRAS ,600055","01593 ,6383277",,
2930014,AJ HIGHER SECONDARY SCHOOL,MR.MOHAMED RAFI.M,Secondary School,31/03/2026,"TN PALAYAM, ARIYANKUPPAM COMMUNE ,605007","0413 ,04132912010,",ajschool2015@gmail.com,http://www.ajschool.in
1930423,AJC PUBLIC SCHOOL,BENNET J,Senior Secondary,31/03/2023,"NO.1 RAJA NAGAR SAVERIAR KOVIL TSUNAMI QUARTERS WEST SIDE KADAMPADI NAGAPPATTINAM - 611001 ,611001","0 ,8903009049",bennetbiology@gmail.com,
1930828,AKARA WORLD SCHOOLS - CBSE,DR. PORCHELVI,Senior Secondary,31/03/2024,"NO.1, UDAYANPATTI MAIN ROAD, UDAYANPATTI, KK NAGAR ,620021","8352 ,7358600620",contact@akaraeducation.com,www.akaraworldschools.org
1930372,AKCHARA BALA BHAVAN,MRS. UMAMAGESWARI. G,Secondary School,31/03/2025,"AKCHARA BALA BHAVAN, LAKSHMANA SAMUTHIRAM, NARASINGAPURAM, ATTUR T.K, SALEM -636108, TAMILNADU, INDIA ,636108","4282 ,04282281121",akcharakrn@gmail.com,www.akcharabalabhavan.com
1930826,AKG PUBLIC SCHOOL,Dr. Dhaarini Mohan,Senior Secondary,31/03/2023,"1/176, BHARATHIYAR ST., JALADIANPET, PALLIKARANAI, MEDAVAKKAM POST-JALLADIANPET, CHENNAI - 600100 ,600100",",22461418",principal@akgpublicschool.com,www.akgpublicschool.com
1930258,AKR ACADEMY SCHOOL,INDIRA HARIHARAN,Senior Secondary,31/03/2026,"SFNO 413,AVINASHI MAIN ROAD,T.M.POONDI (POST),ANAIPUDUR ,641652","03192 ,04296270999, 04296273471",kln@akracademy.in,
130511 ,AKRG HIGH SCHOOL,MRS. G PADMAJA,Secondary School,31/03/2023,"AKRG HIGH SCHOOL, OPPOSITE ESSAR PETROL BUNK ,YARNAGUDEM ROAD,TIMMARAJU PALEM ,NIDADAVOLE MANDAL,A.P,534301 ,534301",",9603645555",akrgschoolndd@gmail.com,
1931247,AKSARA VIDHYAMANDIR,MRS. NAFEESA BANU S N,Secondary School,31/03/2024,"SURVEY NO.14/10 B,EINDHU VEEDU,NALLANPILLAIPETRAL ,606611",",9994223380",aksaraempowerment@gmail.com,www.aksaravidhyamandir.org
130310 ,AKSHARA INTERNATIONAL SCHOOL,SAILAJA,Secondary School,31/03/2021,"1/45, THIMMAMPETA(VILL) GARLADINNE(MAN), ANANTAPUR(DIST) ,515731","8551 ,286923",sree.aksharaschool@gmail.com,http://www.aksharainternationalschools.com
130123 ,AKSHARA SCHOOL,D SUSEELA,Secondary School,31/03/2023,"N F C L TOWNSHIP KAKINADA ANDHRA PRADESH ,533003","0884 ,2365053",dsuseela57@gmail.com,
130358 ,AKSHARA THE SCHOOL,MR. D. V.S.R. MURTHY,Senior Secondary,31/03/2023,"AKSHARA NAGAR, ALL ANDHRA ROAD, PATHAPATANAM ,532213","8946 ,08946255623,",aksppm220611@gmail.com,http://www.aksharaschoolppm.in
3630187,AKSHARA THE SCHOOL,Mrs.SHAILAJA REDDY,Secondary School,31/03/2024,"PLOT NO.33 & 35, H.NO.7-3-221, SRI SAI RAM NAGAR, BAIRAMALGUDA, SAGAR RING ROAD, L.B.NAGAR, HYDERABAD. ,500079","1503 ,040 24095555",akshara.lbnagar@gmail.com,http://www.aksharainternational.org
130323 ,AKSHARA VAAGDEVI INTERNATIONAL SCHOOL,PADMA JULURI,Secondary School,31/03/2023,"SY.NO:703,BOLTON ROAD,OPP TIVOLI GARDENS ,500003","040 ,65120033",jpadma21@gmail.com,http://www.aksharainternational.in
1931284,AKSHARA VIDYA MANDIR,MR. KANMANI SAMIKANNU,Secondary School,31/03/2024,"AKSHARA VIDYA MANDIR, NH 227, TRICHY - CHIDAMBARAM HIGHWAY VILVAKULAM ,608301",",7010088310",avm@nite.ac.in,www.nite.ac.in
1930180,AKSHARA VIDYAASHRAM,Ms.R.Vanaja,Senior Secondary,31/03/2023,"11 BEACH ROAD CUDDALORE TAMIL NADU ,607001","04142 ,291297",akshara.vidyaashram@gmail.com,
130278 ,AKSHARA VIDYALAYA,M V KUMUDA,Senior Secondary,31/03/2022,"SARASWATHI NAGAR, YERRA GUNTA, NH - 05 ,524320","0861 ,2351000",kumuda.muppala@gmail.com,http://www.aksharavidyalaya.com
1930996,AKSHARAM INTERNATIONAL SCHOOL,MR. A.SIVAKUMAR,Senior Secondary,31/03/2024,"SF.NO 426/2 ,MATHAMPALAYAM,BILLICHI,COIMBATORE-641019,TAMILNADU. ,641019",",04222461991",info@aksharamschool.org,http://aksharamschool.org/
1930249,AKSHAYA ACADEMY CBSE SCHOOL,MRS. GAYATHRI,Senior Secondary,31/03/2023,"OPPOSITE TO TRAVELLERS BUNGALOW, DINDIGUL ROAD, PALANI ,624601","4545 ,04545241166",plncbseprincipal@gmail.com,
1930263,AKSHAYA ACADEMY CBSE SCHOOL,INNACIMUTHU,Senior Secondary,31/03/2022,"PUTHUCHATRAM POST, ODDANCHATRAM ,624619","4553 ,241996",muthutis@gmail.com,
1930488,AKV PUBLIC SCHOOL,MR. PALANIVEL P,Senior Secondary,31/03/2026,"SURIYAGOUNDAMPALAYAM, MALLASAMUDRAM(PO), NAMAKKAL (DT) ,637503","4288 ,04288238555",akvpublicschool@gmail.com,http://www.akvschools.com
3630295,AL - FALAH SCHOOL,MRS. U K JUVERIA,Secondary School,31/03/2022,"# 8-1-423/127, BEHIND SEVEN TOMBS DIAMOND HILLS COLONY,TOLICHOWKI HYDERABAD - 500008 ,500008",",7207075772",frontofficealfalah@gmail.com,http://www.alfalahschool.co.in
1930469,AL - HIRA MODEL SCHOOL,SAFEENA PARVEEN J,Senior Secondary,31/03/2025,"NO. 16, B.N. REDDY ROAD T. NAGAR, CHENNAI - 600017 ,600017","044 ,49014574",sfnparveen@gmail.com,
1930845,AL-MADINAH PUBLIC SCHOOL,-,Senior Secondary,31/03/2024,"- ,627005",",8489270200",almadinahcbse@gmail.com,http://www.almadinahcbse.com
1930660,AL-MUNAWARA ISLAMIC SCHOOL CBSE,MR. BALAJI G,Senior Secondary,31/03/2026,"AL-MUNAWARA ISLAMIC SCHOOL (CBSE) INDHRA NAGAR, NEIVASALPATTY ROAD,SIVAPURAM POST,PUDUKKOTTAI, PUDUKKOTTAI DISTRICT ,622422","0 ,9629152772",AMIISCBSE@GMAIL.COM,http://www.almunawaraschool.org
1931228,AL-QALAM INTERNATIONAL SCHOOL,MRS. PAVITHA  G.,Middle Class,31/03/2023,"RAMNAD -RAMESWARAM HIGHWAY,PERUNGULAM VILLAGE, RAMANATHAPURAM DISTRICT. ,623536",",916385565678",alqalam858@gmail.com,www.alqalam.school
1930418,ALAGAR PUBLIC SCHOOL,DEEPASHREE SARMA,Senior Secondary,31/03/2023,"4/42/3, MUTHAMMAL COLONY EXTENSION. THOOTHUKUDI 628002. ,628002","0461 ,2347300",principal@alagarschool.in,http://www.alagarschool.in
1930312,ALAGU JOTHI ACADEMY,NOEL MANI C,Senior Secondary,31/03/2022,"POOMPUHUR MAIN ROAD, # 3, MELAIYUR, KARUVAZHAKKARI (PO), TRANQUEBAR (TK), NAGAIPATINAM DISTRICT PINCODE - 609 304 ,609304","4364 ,282838",principal@alagujothiacademy.in,http://www.alagojothiacademy.in
1930578,ALCHEMY PUBLIC SCHOOL,MRS. K.R.VIJAYALAKSHMI,Senior Secondary,31/03/2026,"OPP. P P G INSTITUTE OF TECHNOLOGY SARAVANAMPATTI ,641035","91 ,9626233033",alchemy@ppg.edu.in,http://www.ppg.edu.in/alchemypublicschool
1930342,ALL INDIA MODERN SCHOOL (AIMS),T GEETHAKRISHNAN,Senior Secondary,31/03/2025,"595/D, ARCOT ROAD, ,604407","4182 ,222070",principalaimscbse@gmail.com,
130070 ,ALLURI SITARAMARAJU PUB.SCHOOL,P V S N R VARMA,Senior Secondary,31/03/2022,"ARAKKUVALLEY VISAKHAPATNAM ANDHRA PRADESH ,531149","8936 ,249648",pvsnr.varma03@gmail.com,
3630247,ALMAS HIGH SCHOOL,Mrs.TABASSUM SULTANA,Secondary School,31/03/2025,"6-69,CHINCHOLI ROAD, ALLAHPUR ,501411",",08411-202525",almas202525@gmail.com,http://almasilm.com/
1930800,ALMIGHTY VIDHYALAYA PUBLIC SCHOOL,MRS. DR.SIVAKAMI.K,Senior Secondary,31/03/2022,"ALMIGHTY VIDHYALAYA PUBLIC SCHOOL SIRUVACHUR ,621113","4328 ,9994448567",avps.chairman@gmail.com,www.avps.org.in
1931255,ALPHA ELITE HIGH,MR. CYRIL GILBERTSON A,Secondary School,31/03/2024,"BERIGAI ROAD, BAGALUR, BELATHUR POST ,635124",",04344296211",alphaelitehigh@gmail.com,www.alphaelitehigh.com
2930026,ALPHA INTERNATIONAL SCHOOL,DR. BASHINGAM,Secondary School,31/03/2023,"KANNIAKOIL TO BAHOUR MAIN ROAD, BAHOUR, PUDUCHERRY ,607402",",04132611556",alphagroupscorp@gmail.com,www.alphacbse.com
1930790,ALPHA SCHOOL,MRS. SHYNU JOHN,Senior Secondary,31/03/2022,"NO.30, THERUVEETHI AMMAN KOVIL ST, ALPHA NAGAR , THUNDALAM ,600116","044 ,044-24767765",alphapor@alphagroup.edu,http://www.alphagroup.edu
1930798,ALPHA SCHOOL,MRS. REENA ALFRED,Senior Secondary,31/03/2022,"NO: 16, 3RD CROSS STREET, WEST CIT NAGAR, CHENNAI ,600035","044 ,04424340369",citschool@alphagroup.edu,http://www.alphagroup.edu
1930195,ALPHA WISDOM VIDYASHRAM,DR M PORCHELVI,Senior Secondary,31/03/2022,"ALPHA AVENUE, SUDHANA NAGAR K K NAGAR EAST TIRUCHIURAPALLI TAMIL NADU ,620007","0431 ,2457308",iniyaram@yahoo.com,
3630162,ALPHORES HIGH SCHOOL,MRS.M. ARUNA KUMARI,Senior Secondary,31/03/2026,"KOTHAPALLY, KARIMNAGAR ,505451",",9247021444",alphoresc@gmail.com,http://www.alphores.com
130619 ,ALTUS HIGH SCHOOL,MRS. P.SOWJAYA,Secondary School,31/03/2024,"RAMAPURAM BEACH ROAD, CHIRALA ENGINEERING COLLEGE CAMPUS,AKKAIPALEM VILLAGE ,CHIRALA ,523157",",7981381131",principalaltus@cecc.co.in,www.altusschool.com
1930749,ALWIN INTERNATIONAL PUBLIC SCHOOL,MRS. JAYANTHI SIVAKUMAR,Senior Secondary,31/03/2022,"ZION AVENUE, PADAPPAI ,601301","044 ,04427174021",aipsschool2015@gmail.com,http://www.alwininternationalpublicschool.com
1930282,ALWIN MEMORIAL PUBLIC SCHOOL,JAYANTHI SIVAKUMAR,Senior Secondary,31/03/2023,"INDIRA NAGAR, SELAIYUR, CHENNAI. 600 073 ,600073","044 ,22290665",alwinschool2010@gmail.com,
2930030,AMALORPAVAM LOURDS ACADEMY,MRS. NANCY P,Secondary School,31/03/2024,"THIRUVALLUAR NAGAR, VILLIANUR ROAD, KOMBAKKAM, PUDUCHERRY - 605004. ,605004",",04132960666",alaoffice@amalorpavamacademy.com,http://amalorpavamacademy.com
130513 ,AMARA RAJA VIDYALAYAM,MRS. U. GIRIJA RANI,Secondary School,31/03/2023,"DIGUVAMAGHAM VILLAGE & POST THAVANAMPALLE MANGAL, CHITTOOR DISTRICT, ANDHRA PRADESH STATE PIN-517 129 ,517129",",08573283466",principalarv1@amararaja.co.in,www.amararajavidyalayam.com
130459 ,AMARARAJA VIDYALAYAM,K  JAYANTHI,Secondary School,31/03/2025,"KARAKAMBADI VILLAGE, KARAKAMBADI POST, RENIGUNTA MANDAL, CHITTOOR DISTRICT, ANDHRA PRADESH-517520 ,517520","0877 ,2265000",prinicipalarv@amararaja.co.in,
1931125,AMBARI VIDYA MANDIR,MRS. KAVITHA THIAGARAJAN,Middle Class,31/03/2023,"KAVANOOR ROAD, ARAKKONAM ,631004",",9443134883",nehemia.shaw12@gmail.com,http://www.ambaricbse.edu.in
1931181,AMBARI VIDYA MANDIR,MRS. KAVITHA THIAGARAJAN,Secondary School,31/03/2023,"KAVANOOR VILLAGE, ARAKKONAM TALUK, VELLORE DISTRICT-631004 ,631004",",9443134883",ambarisenthil@gmail.com,ambaricbse.edu.in
130506 ,AMBERWOOD INTERNATIONAL SCHOOL,MRS. ANAM SIRISHA REDDY,Secondary School,31/03/2022,"KONDAYAPALEM, BEFORE NATIONAL HIGHWAY ,524004",",9640926999",principal@amberwood.in,http://www.amberwood.in
130620 ,AMBITUS WORLD SCHOOL,MRS. P S SUDHA,Secondary School,31/03/2024,"SY NO 76/1B, INNER RING ROAD, GUNADALA, VIJAYAWADA, KRISHNA DISTRICT, ANDHRA PRADESH ,520004",",9100401111",principal.vja@ambitusworldschool.com,http://www.ambitusworldschool.com/vijayawada
3630206,AMBITUS WORLD SCHOOL,Mrs.Babitha Srikumar,Secondary School,31/03/2024,"SURVEY NO: 473,MIYAPUR - MEDCHAL HIGHWAY ROAD,NEAR BACHUPALLY,BOWRAMPET,QUTHBULLAPUR MANDAL,RANGAREDDY DISTRICT ,500054",",040 65451111",info@ambitusworldschool.com,http://www.ambitusworldschool.com/
130259 ,AMEYA WORLD SCHOOL,V MAHALAXMI,Senior Secondary,31/03/2025,"SANGIVALASA ,531162","8933 ,7093323502",principal@ameyaworldschool.in,http://www.ameyaworldschool.in
1931146,AMRITA VIDYALAYAM,MRS. B. VANI SRINIVASAN,Secondary School,31/03/2023,"AMRITA ROAD, 200 FT BYPASS - SERVICE ROAD, KOVUR ,600128",",9710400044",principal@kovur.avchennai.edu.in,www.kovur.avchennai.edu.in
130190 ,AMRITA VIDYALAYAM,SREEKUMARI,Secondary School,31/03/2024,"844/1 MAHINDRA HILLS MARREDPALLY SECUNDERABAD ANDHRA PRADESH ,500026","040 ,27739898",ammassku@yahoo.co.in,
1930161,AMRITA VIDYALAYAM,SUBASHINI HARIDAS,Senior Secondary,31/03/2023,"AMMAN NAGAR NESAPAKKAM CHENNAI ,600078","044 ,24700119",principal@avchennai.edu.in,
1930334,"AMRITA VIDYALAYAM,",USHA RAGHAVAN,Senior Secondary,31/03/2023,"TIRUCHIRAPALLI SOLANGANALUR VILLAGE, MALLIYAMPATH POST, RETTAI VAIKAL, VAYALUR ROAD ,620102","0431 ,2918555",usha3466@gmail.com,
1930316,"AMRITA VIDYALAYAM,",NIRUPAMAMRITA CHAITANYA,Senior Secondary,31/03/2022,"RAMASAMY NAGAR, EXTENSION II, NALLAMPALAYAM, GANAPATHI POST ,641006","0422 ,2538326",avnallampalayam@gmail.com,
1930359,"AMRITA VIDYALAYAM,",JAYAGANAPATHY E,Senior Secondary,31/03/2023,"VADAKUDI ROAD, COLLECTORATE POST NAGAPATTINAM ,611003","4365 ,252025",ejgpat@yahoo.com,
