Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
430329 ,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. PAYAL DODANI,Senior Secondary,31/03/2023,"SURVEY NO. 248, VILLAGE-SHINAY,TALUKA GANDHIDHAM,DISTT. KUTCH,GUJARAT-370201 ,370201","2836 ,9726758866",ahps5036@academicheights.in,www.adipur.academicheights.in
430328 ,ACADEMIC HEIGHTS PUBLIC SCHOOL,Dr Patel Hema,Secondary School,31/03/2025,"AT. KASOR - AJARPUR ,388310","2692 ,285534",hema.patel20@yahoo.com,http://www.ahpsajr.wordpress.com
430326 ,ACADEMIC HEIGHTS PUBLIC SCHOOL,CHETNA PATEL,Secondary School,31/03/2026,"P.D PANDYA COLLEGE CAMPUS , PO:VATVA G.I.D.C , GHODASAR ,382445","079 ,65434424",ahps5054@academicheights.in,http://newmeghdoot.co.in/
430372 ,ACADEMIC HEIGHTS PUBLIC SCHOOL,MRS. DINA INDRAJEETSINH BHATTI,Secondary School,31/03/2026,"NEAR VINAYAK PARTY PLOT,MUNJKA VEJAGAAM ROAD, VEJAGAAM ,360005",",02812468134",ahps5007@academicheights.in,http://www.academicheightsrajkot.in
1730575,ACHARYA NANESH ACADEMY,PRAKASH KUMAR VAISHNAV,Senior Secondary,31/03/2023,"NANESH NAGAR, DANTA ,312202","1476 ,287257",principal.ana@gmail.com,http://www.asnsm.com
430044 ,ADANI PUBLIC SCHOOL,Anop Shukla,Senior Secondary,31/03/2023,"NANA KAPAYA, MUNDRA,DISTT.KUTCH,GUJARAT-370415 ,370421","2838 ,287260",adavschool@gmail.com,http://www.adanidavschool
430132 ,ADANI VIDYA MANDIR,Raji Jayaprasad,Senior Secondary,31/03/2025,"B/H ADANI CNG PUMP, OFF. S. G. HIGHWAY, MAKARBA ,380051","079 ,25557725",principal@adanividyamandir.com,http://www.adanividyamandir.org
1730965,ADARSH GYAN MANDIR SENIOR SECONDARY SCHOOL,MRS. NISHA GAUTAM,Senior Secondary,31/03/2023,"1-BLOCK,SECTOR-D, SHRINATHPURAM ,324010",",07442429207",adarshgyanmandir.d1@gmail.com,http://www.adarshgyanmandir.com
1730581,ADARSH INDIAN PUBLIC SECONDARY SCHOOL,MRS. MONIA JAIN,Senior Secondary,31/03/2024,"C/O ADARSH INDIAN PUBLIC SECONDARY SCHOOL, DEOLI, TONK, RAJASTHAN-304804 ,304804","1434 ,01434219900",mohitagrawal40@gmail.com,http://www.aipsdeoli.org
1730831,"ADARSH INTERNATIONAL SCHOOL,TARANAGAR",MRS. PARMILA,Senior Secondary,31/03/2022,"RAJGARH ROAD, TARANAGAR ,331304","0 ,9414570211",adarshschool0001@gmail.com,http://www.aistaranagar.com
1731003,ADARSH NAVODAYA SHIKSHAN SANSTHAN SR. SEC. SCHOOL,MR. GAJENDRA SINGH DEVAL,Senior Secondary,31/03/2023,"MORRA ROAD, GANESH NADA ,341510",",01590211231",anssmerta@gmail.com,http://www.adarshnavodayagroup.org
1730119,ADARSH VIDYA MANDIR,DHEERAJ KUMAR SHARMA,Senior Secondary,31/03/2024,"SHANKAR VIDYA PEETH, MOUNT ABU, RAJASTHAN ,307501","2974 ,235370",dheerajshipra@gmail.com,
1731099,ADARSH VIDYALAYA,Mrs. Hemlata,Secondary School,31/03/2023,"RANAKPUR ROAD SADRI ,306702",",8800511816",principalav@gmail.com,www.skmsadri.org
1730397,ADINATH PUBLIC SCHOOL,NITISH MISHRA,Senior Secondary,31/03/2025,"11, GANDHI NAGAR , SCHEME NO-8 ,301001","0144 ,2335708",adinath.family@rediffmail.com,
1730913,ADITI GLOBAL ACADEMY,MRS. ANITA CHOUDHARY,Secondary School,31/03/2022,"ATHWAS ,332401",",01571-288541",aditiglobal16@gmail.com,http://www.aditiglobalacademy.com/
1730140,ADITYA BIRLA PUBLIC SCHOOL,SMITA SAHI,Senior Secondary,31/03/2022,"KHARIYA KHANGAR TEH BHOPALGARH DISTT. JODHPUR RAJASTHAN ,342606","2920 ,262356",smita.sahi@adityabirla.com,http://www.birlawhite.com
430035 ,ADITYA BIRLA PUBLIC SCHOOL,PEU CHAKRABORTY,Senior Secondary,31/03/2022,"BIRLADHAM KHARACH BHARUCH KOSAMBA ( R.S.) GUJARAT GUJARAT ,394120","2646 ,270309",peu.chakraborty@adityabirla.com,
430028 ,ADITYA BIRLA PUBLIC SCHOOL,G S MATHUR,Senior Secondary,31/03/2026,"KOVAYATA RAJULA KOVAYA DISTT AMRELI GUJARAT ,365544","2794 ,283042",gyanesh.mathur@adityabirla.com,www.adityabirlaschools.co
1730145,ADITYA BIRLA PUBLIC SCHOOL NATHDWARA,MR. ANIRUDDHA TIWARI,Senior Secondary,31/03/2025,"BINANIGRAM PINDWADA TEHSIL SIROHI DISTT RAJASTHAN ,307031","2971 ,02971235189",taniruddha29@gmail.com,http://www.pbps.co.in
1730508,"ADRASH VIDYA MANDIR MANDAWA, JHUNJHUNU",Mukesh Kumar Swami,Senior Secondary,31/03/2026,"VILL/POST- MANDAWA ,333704","0159 ,223552",mukeshsamota03@gmail.com,
1730620,AEGIS INTERNATIONAL SCHOOL,MRS. NITU SHARMA,Senior Secondary,31/03/2025,"DORASAR, JHUNJHUNU, RAJASTHAN ,333021","1594 ,01594266041",aegisinternationalschool@gmail.com,http://www.aegisinternationalschool.org
430384 ,AGA KHAN SCHOOL,MR. GIRIDHAR REDDY,Senior Secondary,31/03/2023,"G.E.B. ROAD MUNDRA, KUTCH GUJARAT - 370 421 ,370521",",02838222583",info.aksm@akesi.org,https://www.agakhanschools.org/India/AKSM/Index
430057 ,AGARWAL VIDYA VIHAR,BHUPENDRA MALVIYA,Senior Secondary,31/03/2025,"VESU ABHWA ROAD NEAR DRIVE IN THEATRE VESU (E) SURAT GUJARAT ,394007","0261 ,2914400",director@agarwalvidyavihar.com,www.agarwalvidyavihar.com
430170 ,AHMEDABAD PUBLIC SCHOOL INTERNATIONAL,SMITA NAIR,Senior Secondary,31/03/2022,"NR. AIRPT, OPP. MOTHER DAIRY, ON RIVER BANK ( INDIRA BRIDGE)GANDHI NAGAR ,382428","079 ,23969316",sulunair@gmail.com,
1730061,AIR FORCE CHILDREN SCHOOL,MRS. MAYA RATHORE,Senior Secondary,31/03/2025,"JAISALMER AIR FORCE STATION RAJASTHAN ,345001","2992 ,02992256027",afs_jaisalmer@rediffmail.com,www.afschooljaisalmer.com
1730062,AIR FORCE SCHOOL,SEEMA BHATI,Senior Secondary,31/03/2025,"KANAK GHATI AMER ROAD JAIPUR RAJASTHAN ,302002","0141 ,2671927",bhatiseema@hotmail.com,WWW.VMPSONLINE.COM
1780005,AIR FORCE SCHOOL,MRS S KAUSHIK,Senior Secondary,31/03/2009,"A F S WELL ROAD BIKANER RAJASTHAN ,334001",",3651",,
1730044,AIR FORCE SCHOOL,NIDHI W KASHYAP,Senior Secondary,31/03/2025,"A F S OLD PALI ROAD JODHPUR RAJASTHAN ,342001","0291 ,2670104",afschooljodhpur@yahoo.com,
430429 ,AIR FORCE SCHOOL,Mrs Shalini Kaistha,Senior Secondary,31/03/2024,"AIR FORCE STATION, KHAVDA ROAD BHUJ KUTCH,GUJARAT, ,370001","02832 ,02832244176",airforceschoolbhuj@gmail.com,www.airforceschoolbhuj.org
430013 ,AIR FORCE SCHOOL,RAJYALAXMI BHAT,Senior Secondary,31/03/2025,"A F S JAMNAGAR GUJARAT ,361003","0288 ,2710833",rajyalaxmi_bhat@yahoo.com,http://www.yahoo.com
430133 ,AIRPORT SCHOOL,SHALINI DHANWANI,Senior Secondary,31/03/2023,"AAI RESIDENTIAL QUARTERS, SARDARNAGAR ,382475","079 ,22864175",shalinidhanwani@yahoo.com,
1730800,"AJEET PUBLIC SECONDARY SCHOOL,TIJARA",MRS. PAYAL JAIN,Senior Secondary,31/03/2022,"AJIT PUBLIC SCHOOL,TEH-TIJARA,DIS-ALWAR(RAJ.),PIN CODE-301411 ,301411","1469 ,01469-262257,",ajitpublicschool@gmail.com,http://www.ajeetpublicschool.co.in
1730688,AKAL ACADEMY,SUKHJIT KAUR,Secondary School,31/03/2023,"VPO KAMRANI, TIBBI ROAD KAMRANI, TEHSIL TIBBI, DISTT. HANUMANGARH, RAJASTHAN-335513 ,335513","1539 ,211515",aakamrani@akalacademy.ac.in,
1730714,AKAL ACADEMY,MRS.SUKHWINDER KAUR,Senior Secondary,31/03/2026,"31BB PADAMPUR, VPO 4JJ, TEHSIL PADAMPUR, DISTT. SRI GAGANAGAR, RAJASTHAN-335024 ,335041","1505 ,01505210174,",khemsg@yahoo.co.in,
1730936,AKAL ACADEMY SRI GANGANAGAR,MRS. NAVJOT KAUR,Secondary School,31/03/2022,"GANGANAGAR, VILLAGE 10-Z, P.O GANGANAGAR, TEHSIL & DISTRICT GANGANAGAR (RAJASTHAN) - 335001 ,335001",",9875987312",KHEMSG@YAHOO.CO.IN,
1730167,AKASHDEEP PUBLIC SCHOOL,DR. VANDANA PANDEY,Senior Secondary,31/03/2025,"SECTOR-11, AGARWAL FARM, MANSAROVAR, ,302020","0141 ,01412397692",akashdeepjpr@gmail.com,akashdeepschool.in
1730586,AKLANK DAY BOARDING CUM RESIDENTIAL SCHOOL,POONAM JAIN,Senior Secondary,31/03/2026,"N H -12, MANDANA, KOTA ,325003","0744 ,000000",pnmjn@rediffmail.com,http://www.aklankeducation.com
1730141,AKLANK PUB SCHOOL,PANKAJ JAIN,Senior Secondary,31/03/2023,"BASANT VIHAR KOTA RAJASTHAN ,324009","0744 ,2400866",jainpankaj971@gmail.com,
430210 ,AKSHAR INTERNATIONAL SCHOOL,RAJENDRA SINGH CHAUHAN,Secondary School,31/03/2026,"R G BAROT EDUCATION CAMPUS, AMBIKA NAGAR,BHILODA ,383245","2771 ,233477",principalaisbhiloda@gmail.com,http://www.rgbec.org
1730940,AKSHAY PUBLIC SCHOOL,MRS. POOJA MEHTA,Senior Secondary,31/03/2023,"UJJWAL VIHAR, BOREKHERA, BARAN ROAD ,324001",",07442329715",akshayschoolkota@gmail.com,http://www.apskotaedu.co.in
430171 ,ALCHEMY SCHOOL,KHUSHMAN VAID,Senior Secondary,31/03/2023,"31 / A, AT. & PO LADVI, TALUKA : KAMREJ DIST. SURAT ,394325","0 ,9510932531",vp.alchemyschoolsurat@gmail.com,
1730978,ALL BEST CHILDRENS SCHOOL,MRS. ALKA SHARMA,Secondary School,31/03/2023,"OPP. SHEKHAWATI NAGAR ROAD NO 14 MACHEDA SIKAR ROAD VKI JAIPUR ,302013",",9829628481",abcschooljaipur@gmail.com,http://www.abcschooljaipur.com
1730848,ALL SAINT SENIOR HIGHER SECONDARY SCHOOL,MRS. POONAM MINZ,Senior Secondary,31/03/2023,"CHANDERVARDAI NAGAR, AJMER ,305001",",9461205394",poonamminzmailbox@rediffmail.com,http://www.allsaintsschoolcngr.org/
1730361,ALL SAINTS INTERNATIONAL SCHOOL,RENU UBEROI,Senior Secondary,31/03/2024,"VILL. HASANPUR, NEAR GAILPUR, TEHSIL TIJARA ,000000","0149 ,9694466612",RK_RAJEEV@YAHOO.COM,
1730246,ALL SAINTS SR SEC SCHOOL,Jaya Kumar,Senior Secondary,31/03/2023,"NEAR RAILWAY HOSPITAL BEAWAR ROAD AJMER RAJASTHAN ,305001","0145 ,2461536",jayakumarajmer@gmail.com,
1730570,ALOK SCHOOL,Sunil Tripathi,Senior Secondary,31/03/2023,"VILLAGE- SURAJPOLE, TEHSIL-ERAL ,312001","1472 ,205821",sunil.tripathi987@gmail.com,http://www.alokschool.org
1730193,ALOK SCHOOL,LALIT PURI GOSWAMI,Senior Secondary,31/03/2024,"SHIV NAGAR COLONY JAWAD BYE PASS ROAD RAJSAMAND RAJASTHAN ,832108","2952 ,224225",lalitgoswami27.11@gmail.com,
1730007,ALOK SENIOR SECONDARY SCHOOL,SHASHANK TAUNK,Senior Secondary,31/03/2025,"HIRAN MAGRI SECTRO 11 UDAIPUR RAJASTHAN ,313001","0294 ,2583488",staunk@alokschool.org,
1730882,ALPHA ACADEMY,MR. JAGDISH PRASAD CHOUDHARY,Senior Secondary,31/03/2024,"JAI BHAWANI PURA NEAR NAKTI MATA TEMPLE, NIMERA ,302041",",01416565111",11230@cbseshiksha.in,www.alphaacademy.co.in
1730356,ALPHA BETA SCHOOL,Ms Manisha Gautam,Senior Secondary,31/03/2024,"SECTOR 16, PRATAP NAGAR, SANGANA, JAIPUR, RAJASTHAN ,303606","91 ,8058799701",abspratapnagar@gmail.com,
1730615,ALPHA INTERNATIONAL ACADEMY,Suman Sharma,Senior Secondary,31/03/2025,"KATARIA FARM HOUSE, SIRSI ROAD , JAIPUR ,302034","0141 ,2470195",alphainternationalacademy@gmail.com,http://www.aiajaipur.com
1730013,ALWAR PUBLIC SCHOOL,Preeta Jain,Senior Secondary,31/03/2023,"6TH K M STONE RAJGARH ROAD ALWAR RAJASTHAN ,301001","0144 ,8875160500",jain.preeta3@gmail.com,
430184 ,AMARCHAND SINGHVI INTERNATIONAL SCHOOL,MRIDUL VARMA,Senior Secondary,31/03/2022,"PAREKH PARISAR, WARD 7 A, GANDHIDHAM KUTCH-BHUJ ,370201","2836 ,257500",singhvischool@gmail.com,
430214 ,AMBE PUBLIC SCHOOL,MRS.SHEETAL PATEL,Senior Secondary,31/03/2026,"VEMALI BUILDING, VEMALI, SAMA- SAVALI ROAD ,390024","0265 ,02652714277,",ambepublicschool@gmail.com,http://www.ambepublicschool
430105 ,AMBE SCHOOL,SINGH DHIRAJ DIPSINGH,Senior Secondary,31/03/2026,"OPP. SUNCITY, DARBAR CHOWKDI ROAD, DISTT VADODARA (BARODA), GUJARAT ,390010","0265 ,2642264",dhirbright@gmail.com,http://www.ambevidyalaya.org
1730740,AMBITION PUBLIC SCHOOL,VIRENDER SINGH PUNIA,Secondary School,31/03/2024,"VILLAGE- 15 SGR, P.O.- SARDARPURA BIKA, TEHSIL- SURATGARH, DIST.- SGNR ,335804","00 ,8946828321",virenderpunia20@gmail.com,http://www.aps15sgrsuratgarh.com
1730271,AMBUJA PUBLIC SCHOOL,Ipsita Choudhury,Senior Secondary,31/03/2026,"AMBUJA TOWNSHIP POST RABRIVAWAS TEH JAITARAN DISTT PALI RAJASTHAN ,306709","2939 ,288022",ipsita.choudhary.ext@ambujacement.com,
430018 ,AMBUJA VIDYA NIKETAN,MRS. UMADEVI YEDDLAPALLI,Senior Secondary,31/03/2024,"AMBUJA NAGAR TAL-KODINAR DISTT AMRELI GUJARAT ,362715","2795 ,232372,3631265",avnambujanagar@gmail.com,http://www.ambujacementschool.org
430062 ,AMERICAN SCHOOL OF BARODA,SASMITA MISHRA,Senior Secondary,31/03/2025,"OPP SAYAJIPURA AJWA NIMETA ROAD VADODARA GUJARAT ,390019","0265 ,6545155",admin@asobaroda.org,http://www.asobaroda.g
430446 ,AMICUS INTERNATIONAL SCHOOL,DR. HEMA ABHIROOP,Secondary School,31/03/2023,"218-B,KHATAMBA WAGHODIA ROA, VADODARA, ,390019",",9825028960",principal.amicus@gmail.com,aisvadodara.org
1730507,AMIT BOLIA VIDHYA NIKETAN,JOSEPH V M,Secondary School,31/03/2025,"AMIT BOLIA MARG, SAHADA CHORAYA, GANGAPUR ,311801","1481 ,220101",principalabvn@gmail.com,http://www.amitbolia.com
430240 ,AMITY INTERNATIONAL SCHOOL,SHALIN JOHN,Senior Secondary,31/03/2025,"LUWARA, N. H. NO.8, ,392001","0 ,9081325251",shalinjohn77@yahoo.co.in,http://aisbharuch.org
430109 ,AMITY SCHOOL,REENA TIWARY,Senior Secondary,31/03/2022,"DAYEH BY PASS ROAD, BHARUCH, GUJARAT ,392001","2642 ,239635",amitycbseprincipal@gmail.com,http://www.amityschool.net
1730580,AMRIT VIDYA ASHRAM,Awatar Singh,Senior Secondary,31/03/2023,"IN FRONT OF AMRITNATH ASHRAM SIKAR ,332301","1571 ,222694",avafatehpur@gmail.com,
430104 ,AMRITA VIDYALAYAM,UMA VENKITACHALAM,Senior Secondary,31/03/2023,"PLOT NO.83 NEAR REVAMANI HALL JANATA NAGAR ROAD GHATLODIA, DISTT AHMEDABAD, GUJARAT ,380061","079 ,27452009",ammasuma@gmail.com,http://www.amritapuri.org
430417 ,ANAND  NIKETAN BHARUCH CAMPUS,MRS. SUNITA PATNAIK,Secondary School,31/03/2022,"SR. NO. 184/B, NEAR CHAVAJ CHOWKDI, CHAVAJ PAGUTHAN ROAD, DISTRICT BHARUCH. ,392015",",9737047301",info.anandinternationalschool@gmail.com,http://anandniketan.edu.in/
430341 ,ANAND NIKETAN BHADAJ,MRS. VAISHALI TUSHAR PARIKH,Senior Secondary,31/03/2022,"NEAR AHMEDABAD DENTAL COLLEGE, BHADAJ, RANCHHODPURA ROAD, SANTEJM T.A.KALOL, DIST.GANDHINAGAR ,380060","91 ,9737047651",info.anandinternationalschool01@gmail.com,http://www.anandniketanbhadaj.org/
430168 ,ANAND NIKETAN SCHOOL,BINDI THOMAS,Senior Secondary,31/03/2022,"MEHSANA, MEHSANA UNJHA HIGHWAY, MOTI DAU VILLAGE, DIST. MEHSANA ,384121","2765 ,9924100068",bindithomas@gmail.com,www.anmschool.com
430335 ,ANAND NIKETAN SUGHAD,MRS. GEETA SRIVASTAV,Senior Secondary,31/03/2022,"AIRPORT-GANDHINAGAR ROAD,RAJASTHAN HOSPITAL CIRCLE,SP RING ROAD,B/H SANDESH FARM, SUGADH VILLAGE,GANDHINAGAR ,382424","0 ,9737047555",ansughadg@gmail.com,WWW.ANANDNIKETANSUGHAD.ORG
1030039,ANAND VIDYA BHARTI,M A KHAN,Secondary School,31/03/1998,"RAMLALA MARG BIAORA (RAJGARH) MADHYA PRADESH ,465674","020 ,32250",newmake@vsnl.com,http://www.ksisnashik.com
1730656,ANAND VIDYA MANDIR UCHA MADHYAMIK VIDYALAYA,NEERAJ KUMAR MISHRA,Senior Secondary,31/03/2022,"PLOT NO 447RUNDIYA NAGAR IN FRONT OF CIMMCO ,321001","5644 ,7062288990",mishra.neeraj.kr@gmail.com,http://www.anandvidyamandir.org
430042 ,ANAND VIDYA VIHAR,POORNIMA MENON,Senior Secondary,31/03/2023,"HAARINAGAR SOCIETY GOTRI ROAD VODODARA, GUJARAT ,390023","0265 ,2399541",POORNIMA510@YAHOO.CO.IN,anandvidyavihar.net
430432 ,ANANDA GLOBAL SCHOOL,MR. SWAPAN MUKHERJEE,Secondary School,31/03/2024,"NR. VASTRAOUR RAILWAY STATION, VEJALPUR, AHMEDABAD NR. VASTRAPUR RAILWAY STATION, VEJALPUR ,380051",",07926821508",trustee@ananda.ac.in,www.ananda.ac.in
430015 ,ANANDALAYA,Nishesh Kumar Sinha,Senior Secondary,31/03/2026,"N.D.D.BOARD CAMPUS ANAND KHEDA GUJARAT ,388001","2692 ,261069",principalanandalaya@gmail.com,http://anandalaya.ac.in
430503 ,ANANYA VIDYALAYA,DR. MAMTA BHATT,Secondary School,31/03/2023,"OPP. KUMKUM RESIDENCY, B/H SHYAM BUNGLOWS, CHANDKHEDA (NEW ZUNDAL), TA. DIST. GANDHINAGAR ,382421",",8200241153",shriguroo@gmail.com,http://www.anvzundal.com
430359 ,ANANYA VIDYALAYA,Mrs.Dr.Mamta M. Bhatt,Senior Secondary,31/03/2022,"KIRC CAMPUS,AHMEDABAD-MEHSANA HIGHWAY,KALOL(N.G) ,382721",",02764(292888)",ananyavidyalaya2013@gmail.com,http://www.kirc.ac.in
1730302,ANGEL PUBLIC SCHOOL,MONA TANEJA,Secondary School,31/03/2025,"PWD ROAD NOHAR HANUMANGARH, RAJASTHAN ,335523","1555 ,226928",angelpublicschool@gmail.com,
430438 ,ANKUR SCHOOL,MRS. ANAM DANISH SHAIKH,Secondary School,31/03/2021,"FATEHPURA PALDI AHMEDABAD PIN 380007 ,380007",",07926639666",info.ankurschool1@gmail.com,http://www.ankurschool.com
1730402,ANKUR SHIKSHAN SANSTHAN,RAKSHA SARAF,Senior Secondary,31/03/2024,"RATLAM ROAD, BANSWARA, RAJASTHAN ,327001","2962 ,243002",saraf.raksha@gmail.com,http://www.vidyasthali.com
1730335,APALA SCHOOL OF EDUCATION,FEROZ KHAN PATHAN,Senior Secondary,31/03/2023,"1-NHR-A HISAR ROAD NOHAR, DISTT HANUMANGARH, RAJASTHAN ,335523","1555 ,221340",NHRMAHESHNHR@GMAIL.COM,
1730076,APEX INTERNATIONAL SCHOOL,ANKU MANGWANA,Senior Secondary,31/03/2023,"LAL KOTHI SCHEME TONK ROAD JAIPUR RAJASTHAN ,302015","0141 ,2742095",principal@apexedu.org,
1730943,APEX INTERNATIONAL SCHOOL,MR. HITESH KUMAR JAIN,Secondary School,31/03/2023,"NH 27, NEAR POLICE LINES ROAD, BARAN ,325205",",07453234422",apexinternational.brn@gmail.com,
1730557,APEX PUBLIC SCHOOL,SUSHIL KUMAR,Secondary School,31/03/2026,"5 BHD, NOHAR SIRSA BYPASS, BHADRA HANUMANGARH RAJASTHAN ,335501","1504 ,224074",apsbhadra2009@gmail.com,
430296 ,APPLE GLOBAL SCHOOL,MR. SUNIL TRIVEDI,Senior Secondary,31/03/2024,"NO. 859 / 2 , VILLAGE : SANAND, ,382110","1251 ,7573001638",info@appleglobal.in,http://www.appleglobal.in
1730448,ARAVALI PUBLIC SCHOOL,AMRENDRA KUMAR,Senior Secondary,31/03/2025,"BADIYAL KHURD, BANDIKUI, DISTT DAUSA, RAJASTHAN ,303313","1420 ,691567",apsrajasthan@gmail.com,
1730284,ARAVALI PUBLIC SCHOOL,Sunita Rohilan,Senior Secondary,31/03/2023,"SP-1 RIICO INDUSTRIAL AREA NEEM KA THANA DISTT SIKAR RAJASTHAN ,332713","1574 ,232709",aravalinkt@yahoo.co.in,
1730216,ARCADIA ACADEMY,LATA KOTHARI,Secondary School,31/03/2026,"SECTOR B RAMAKRISHAN PURAM KOTA RAJASTHAN ,324005","0744 ,2470979",arcadiacademy@gmail.com,
1730526,ARIHANT INTERNATIONAL SCHOOL,PUNAM CHAUHAN,Senior Secondary,31/03/2023,"TIJARA BYE-PASS ROAD, TIJARA ,301411","9251 ,070700",arihant_school@yahoo.co.in,
1730414,ARIHANT PUBLIC SCHOOL,USHA LOWALEKAR,Senior Secondary,31/03/2023,"CHANDRASEL RANGPUR ROAD KOTA ,324001","0744 ,2111001",apskota02@gmail.com,
430031 ,ARMY  PUBLIC SCHOOL,Veena Sahani,Secondary School,31/03/2025,"DHRANGADHRA DISTT. SURENDRANAGAR GUJARAT ,363310","2754 ,282024",veena_sahani5@rediffmail.com,
1730083,ARMY PUBLIC SCHOOL,Dr ( Mrs) Tabassum Khan,Senior Secondary,31/03/2025,"C/O HQ 12 INF DIV C/O 50 A P O AJMER ROAD JODHPUR RAJASTHAN ,342010","0291 ,2510559",apsjodhpur1992@gmail.com,
1730110,ARMY PUBLIC SCHOOL,DR. VINITA CHATURVEDI,Senior Secondary,31/03/2025,"SRI GANGANAGAR PO SADHUWALI RAJASTHAN RAJASTHAN ,335001","0154 ,01542492192",apssriganganagar@gmail.com,www.apssriganganagar.in
1730152,ARMY PUBLIC SCHOOL,MR. KULDIP KUMAR,Secondary School,31/03/2025,"LALGARH JATAN C/O HQ 83 INF BDE C/O 56 APO ,335001","1503 ,01503288740",apslgj83@gmail.com,www.apslalgarh.com
1730063,ARMY PUBLIC SCHOOL,SHASHI SHARMA,Senior Secondary,31/03/2025,"BIKANER RAJASTHAN ,334001","0151 ,2110224",sasshii@gmail.com,
1730054,ARMY PUBLIC SCHOOL,MANISHA TYAGI,Senior Secondary,31/03/2026,"JAIPUR CANTT C/O H.Q. 61 (I) SUB AREA C/O 56 A.P.O RAJASTHAN ,324008","0141 ,2249149",manishatyagi68@gmail.com,www.apsjaipur.com
1730112,ARMY PUBLIC SCHOOL,Manju Chauhan,Senior Secondary,31/03/2025,"C/O 170 INF.BDE. C/O 56 APO SURATGARH ( SRI GANGA NAGAR ) RAJASTHAN ,152123","1509 ,9602003457",chauhanmanju09@gmail.com,
1730157,ARMY PUBLIC SCHOOL,VIKAS SHARMA,Senior Secondary,31/03/2026,"PO ITARANA ALWAR RAJASTHAN ,301023","0144 ,2881310",SHARMAVIKAS68@GMAIL.COM,
