Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
831133 ,ARVIND INTERNATIONAL SCHOOL,Mr. SURESH A M,Secondary School,31/03/2023,"NO.14,KALIKA NAGAR, OPP. SOWMYAKALI TEMPLE, ANDRAHALLI MAIN ROAD,PSI POST, BANGALORE-560058 ,560058",",08028361704",arvindinterblr@gmail.com,http://www.arvindinternational.org
830338 ,ARYAN ENGLISH MEDIUM SCHOOL,MRS. KISHWAR SULTANA,Senior Secondary,31/03/2021,"SY NO. 34/A KOTONOOR (D), IDGA MAIDAN, NAGANHALLI CROSS,RING ROAD, GULBARGA ,585102","8472 ,08472-270225,",aryanschoolgulbarga@gmail.com,http://www.aryancbseschool.in
830291 ,ASHOK INTERNATIONAL PUBLIC SCHOOL,Mrs. Rama Santhi Cherukuri,Secondary School,31/03/2022,"VASANTHAPPA MAIN ROAD, KAMMAGONDAHALLI, BANGALORE - 560 015. ,560015","0 ,23450848",aips@ashok.ac.in,http://ashok.ac.in
830821 ,ASIA PACIFIC WORLD SCHOOL,Mrs.Latha Murthy,Secondary School,31/03/2025,"#39/2, SERENITY LAYOUT, KAIKONDRAHALLI, VARTHUR HOBLI, SARJAPUR MAIN ROAD, ,560035",",080 65973261",director@apwschool.com,http://www.apwschool.com
830577 ,ASSISI CENTRAL SCHOOL,MISS JULIANA PAIS,Senior Secondary,31/03/2024,"BAGAMBILA KOTEKAR VILLAGE DERLAKATTE POST 575018 ,575018","0824 ,0824-2202069,",assisischoolderlakatte@gmail.com,
830659 ,ASSISI SCHOOL,SHERLY V J,Secondary School,31/03/2024,"ASSISI ROAD, SACRED HEARTS ROAD, T.C.PALYA MAIN ROAD, ,560036","080 ,28474109",srsherlitosf@gmail.com,
830045 ,ATOMIC ENERGY CENTRAL SCHOOL,Mr. V. SRINIVASA RAO,Senior Secondary,31/03/2025,"RMP YELWAL COLONY HUNSUR ROAD YELWAL POST MYSORE KARNATAKA ,571130","0821 ,2402257",aecsmysore@yahoo.co.in,
830032 ,ATOMIC ENERGY CENTRAL SCHOOL,K. Ramachandran,Senior Secondary,31/03/2025,"KAIGA PROJECT TOWNSHIP KAIGA P.O VIA -KARWAR UTTAR KANNADA DIST. KARNATAKA ,581400","08382 ,54868",aecskai@gmail.com,www.aecskaiga.in
830389 ,ATREYA VIDYANIKETAN,SHILPA S,Secondary School,31/03/2024,"NO. 75/9 & 10, 15TH MAIN ROAD, 11TH CROSS, WARD NO. 13, J.C.NAGAR (KURUBARAHALLI) BANGALE - 560086 ,560086","080 ,23190295",principal@atreyavidyaniketan.org,http://www.atreyavidyaniketan.g
830806 ,AUDEN SCHOOL,Mrs.Dr.Padmavathi B,Secondary School,31/03/2025,"NO.6, 7TH BLOCK, B.S.K. 3RD STAGE, BANGALORE -560085 ,560085",",08026722888",padmanavaneetha@gmail.com,http://www.audenschool.org
830752 ,AURO MIRRA INTERNATIONAL SCHOOL,Yamini E S,Secondary School,31/03/2025,"NO. 110 GANGADHAR CHETTY ROAD HALASURU ,560008","080 ,25580888",yamini@auroschoolsulsoor.org,http://www.auroschoolsulsoor.org
830960 ,AVIN INTERNATIONAL SCHOOL,MRS. SOWMYA NARASIMHAPPA,Secondary School,31/03/2022,"NO.38/2, SULIKERE VILLAGE, KEMGERI HOBLI, BANGALORE 560060 ,560060",",08022718027",avinschool4738@gmail.com,http://www.avininternationalschool.com
830867 ,B B HANJI INTERNATIONAL SCHOOL,MR.VIJAY HANJI,Secondary School,31/03/2026,"YAMAKANMARDI ,591246",",9449040555",dr.hanji@rediffmail.com,http://www.hanji.com
830012 ,B B U L JAIN VIDYALAYA,Mrs B. R Sharadamba,Secondary School,31/03/2023,"84 K.R. ROAD SHANKARAPURAM BANGALORE KARNATAKA ,560004","080 ,41554379",principal.jv@gmail.com,
830033 ,B E L SCHOOL,RAGHUPATHY M,Secondary School,31/03/2023,"M E S ROAD JALAHALLI BANGALORE KARNATAKA ,560013","080 ,22195682",raghupathymadhavarao@yahoo.co.in,
830477 ,B G S CENTRAL SCHOOL,AMUDA MUNIRAJ C,Secondary School,31/03/2023,"KAREHALLI SHIMOGA ,577301","8282 ,240014",amudamuniraj@gmail.com,
830098 ,B G S EDUCATION CENTRE,PRAMEELA,Secondary School,31/03/2022,"GANDHI NAGAR KAVOOR MANGALORE KARNATAKA ,575015","0824 ,2484749",prameelakondana@yahoo.com,http://www.shannenschool.com
830439 ,B S V PUBLIC SCHOOL,GEETHA J,Secondary School,31/03/2025,"NO.152/129/1380 A.K. COLONY, B M ROAD, IJOOR ,562159","080 ,27273557",geetha.j1114@gmail.com,http://www.bsvinstitution.org
830781 ,"B.L.D.E.ASSOCIATIONS PUBLIC SCHOOL, JAMKHANDI",MADHURI JADHAV,Secondary School,31/03/2025,"NEAR POLO GROUND BLDEA COLLEGE CAMPUS JAMKHANDI ,587301","0835 ,3222003",madhurijadhav5572@gmail.com,
830227 ,B.M.N. PUBLIC SCHOOL,VANITHALOKESH SK,Secondary School,31/03/2023,"MAKALI.ALUR ROAD, BANGALORE NORTH ,562123","080 ,65355600",vanithalokesh@yahoo.co.in,
831026 ,B.N.KHOT INTERNATIONAL PUBLIC SCHOOL,Mrs. Savithri D Kakkeri,Secondary School,31/03/2023,"N.H. 218 NEAR INDIAN OIL PETROL PUMP ,587116",",70223060990",bnkips2016@gmail.com,www.bnkips.com
830914 ,B.N.R. MEMORIAL SCHOOL,Mrs.M.SHILPA SRINIVASAN,Secondary School,31/03/2022,"4TH CROSS, SURVEY NO 32, SHANTHI EXTENTION, RAMAMURTHY NAGAR, BANGALORE ,560016","0 ,08025666088",bnrmemorialschool@gmail.com,
830367 ,B.R.V. PUBLIC SCHOOL,T N SURESH KUMAR,Secondary School,31/03/2024,"NO. 06, M S LINGE GOWDA LAYOUT, PRASHANTHINAGAR, VASANTHAPURA MAIN ROAD, 10TH CROSS, ISRO LAYOUT, BANGALORE-560 061. ,560061","080 ,26665374",sureshkumartn2510@gmail.com,http://www.brv.org
830330 ,B.S. CENTRAL SCHOOL,Ruth Raju,Secondary School,31/03/2023,"PLOT NO.1, PINJAR COLONY, OLD BIDARAKUNDI ROAD,MUDDEBIHAL - 586 212 , BIJAPURA DIST. ,586212","0835 ,221299",pinjartrust@gmail.com,http://www.bscentralschool.org
830948 ,BABURAO MARUTI WAKODE INTERNATIONAL SCHOOL,MRS. VIDYULATA SANTOSH SUTAR,Secondary School,31/03/2022,"GABRADI LAYOUT, OPPOSITE VAISHNO DEVI TEMPLE, NEAR CHINCHOLI CROSS, RING ROAD, SHAIKROZA ,585104",",9449772551",bmwis.principal@gmail.com,http://www.bmwis.in
830830 ,BADARIKASHRAMA VIDYASHALA,Mr.Srinivas M.,Secondary School,31/03/2025,"MADIHALLI PO,TURUVEKERE TQ., TUMKUR DT. 572227 ,572227",",08139-287013",badarik1986@gmail.com,http://www.badarikashrama.org
831025 ,BADDI CENTRAL SCHOOL,MR. SAMOD MOHAN,Secondary School,31/03/2024,"AT POST DHRAMATTI TQ MUDALGI ,591312",",08334251605",centralbaddi@gmail.com,http://baddi.com
830093 ,BADEN POWELL SCHOOL (R) MYSORE,Mr.Radhakrishnan,Secondary School,31/03/2026,"SRI JAYACHAMARAJENDRA SCOURS & GUIDES BHAWAN BEHIND D C OFFICE MYSORE KARNATAKA ,570005","0821 ,2420160,8212422220",principal@bppschool.ac.in,
830907 ,BAL BHARATI PUBLIC SCHOOL,MRS. ASHU WADHWA,Secondary School,31/03/2022,"BAL BHARATI PUBLIC SCHOOL NTPC LIMITED P.O BASAVAN BAGEWADI TALUK DISTT VIJAYPURA KARNATAKA ,586121",",08426-280375",bbpskudgi@gmail.com,http://www.bbpskudgi.org
830892 ,BALA BHARATHI KENDRIYA VIDYALAYA,MRS. JYOTHI S.MENDIGERI,Secondary School,31/03/2026,"BALA BHARATHI KENDRIYA VIDYALAYA PLOT NO.214/A1/A2,TALUR ROAD BELLARY DISTRICT,SHRIDHARGADDA,KARNATAKA 583103 ,583103",",9449261160",jyothishrikant@gmail.com,http://www.balabharathikv.org
830582 ,BALA VINAYAKA VIDYANIKETAN,V M ADNUR,Secondary School,31/03/2023,"SAMBHAPUR ROAD ,582101","8372 ,297226",principal.bvv@gmail.com,http://www.balavinayaka.com
830300 ,BALA YESU,Y VANISREE,Secondary School,31/03/2026,"VIDYANAGAR ,584103","8532 ,240090",vaninagan@yahoo.com,http://www.infantjesusschool.com
830788 ,BALAJI NATIONAL PUBLIC SCHOOL,Mrs.MABEL S Y,Secondary School,31/03/2025,"VENKATAIAHNAPALYA,BYCHAPUR POST.OPP TO SERICULTURE QUARTERS, THAGGIKUPPE POST ,562120",",08027100346",bedkv.vg@gmail.com,http://www.bnps.com
831127 ,BALAVIKAS INTERNATIONAL SCHOOL,MRS.  DR.ASHA NITEEN GANDHWALE,Secondary School,31/03/2024,"NO. 45/2, GIDADAKONENAHALLI, 8TH BLOCK,VISHWESHWARAIAH LAYOUT , NEAR DEEPA COMPLEX , NAGARABHAVI, BANGALORE-560091 ,560091",",08029773863",info.balavikasinternational@gmail.com,www.balavikas-edu.in
830027 ,BALODYANA ENGLISH SCHOOL,Mrs. H.K Jyothi,Secondary School,31/03/2025,"JAYA NAGAR MYSORE KARNATAKA ,570014","0821 ,567513",josephscentral@hotmail.com,http://www.ssrvm.g
831132 ,BANAJAWAD ENGLISH MEDIUM PRE-PRIMARY AND PRIMARY SCHOOL,MR. RAMESH MIRAJE,Secondary School,31/03/2024,"MIRAJ ROAD, NEAR SEED FARM, ATHANI 591304 ,591304",",9986205655",lnbanajawad@gmail.com,www.banajawadenglishmediumschool.com
831018 ,BANGALORE INTERNATIONAL ACADEMY,MRS. DR. N R SHASHIKALA,Senior Secondary,31/03/2023,"NO. 265/3, SAMETHANAHALLI, IOCL ROAD, OPP. SOUKYA INTERNATIONAL HOLISTIC HEALTH CENTRE, WHITEFIELD ROAD, BANGALORE -560067 ,560067",",08029715310",director@bia.school,http://bangaloreinternationalacademy.co.in
830982 ,BANGALORE INTERNATIONAL KIDS HIGH,Mrs. SUPRABHA NANDAKUMAR,Secondary School,31/03/2023,"NO. 20/A, NEW SAPTAGIRI LAYOUT, UTTARAHALLI MAIN ROAD, SUBRAHMANYAPURA ,560061",",08026395555",contact@kidshigh.co.in,http://www.kidshigh.co.in
830354 ,BANGALORE SCOTTISH SCHOOL,ANURUPA ANIL,Secondary School,31/03/2024,"24-39, SHREYAS COLONY, J P NAGAR 7TH PHASE, KOTHANOOR ,560078","080 ,26850823",anoos9945@gmail.com,
830269 ,BANTWAL RAGHURAMA MUKUNDA PRABHU CENTENARY PUBLIC SCHOOL,RAMAA SHANKAR C,Secondary School,31/03/2023,"VIDYAGIRI, BANTWAL - 574 211, SOUTH KANNADA, KARNATAKA ,574211","8255 ,233973",ramaacshankar@gmail.com,
830175 ,BAPUJI HIGHER PRIMARY ENGLISH SCHOOL,MR. SATYANARAYANA REDDY S,Secondary School,31/03/2025,"P J EXTN., DAVANGERE ,577002","0819 ,08192220639",bhpems@rediff.com,bhpems.edu.in
830383 ,BAPUJI INTERNATIONAL SCHOOL,LILIAN A SHAWN,Secondary School,31/03/2024,"BADAGANDI, BILIGI TALUK, BAGALKOT DISTRICT. ,587116","8425 ,200064",principal@srpef.com,http://www.srpef.com
830923 ,BAQHERS PUBLIC SCHOOL,MRS. MALINI MATTAMARI,Secondary School,31/03/2024,"RING ROAD KALABURAGI ,585105",",9886786931",baqherschool20@gmail.com,http://www.baqherspublicschool.in
830901 ,BARAKAH INTERNATIONAL SCHOOL,MR. ATHEEF S,Secondary School,31/03/2026,"ADYAR , MANGALURU, 575007 ,575007",",08242276155",accounts@bismangalore.com,http://www.bismangalore.com
830079 ,BASAVESHWARA INTERNATIONAL PUBLIC SCHOOL,C B SURESH HEDGE,Senior Secondary,31/03/2025,"BAGALKOT, KARNATAKA-587101 ,587101","8354 ,233940",chadarallisuresh@yahoo.com,
830645 ,BASAVESHWARA PRIMARY SCHOOL,Mr.Govindraj P,Secondary School,31/03/2024,"NAREGAL, RONA TALUK, GADAG DISRICT, KARNATAKA. ,582119","1745 ,08381293332",sacnaregal@gmail.com,http://basaveshwaraprimaryschool.org
830951 ,BEA HIGHER PRIMARY SCHOOL,MRS. SUMANGALA,Secondary School,31/03/2022,"SRI S NIJALINGAPPA LAYOUT, DAVANAGERE ,577004",",08192220877",beahssnlayout@gmail.com,
830744 ,BEARYS SEA SIDE PUBLIC SCHOOL,Firdose,Secondary School,31/03/2025,"BEARYS SEA SIDE PUBLIC SCHOOL ,576217","0825 ,4234286",bssps@bearyseducation.org,
830687 ,BELLARY RUDRAPPA KANNADA PRIMARY SCHOOL,PRAGATHI K TAWARE,Secondary School,31/03/2024,"MOTEBENNUR, DISTT. HAVERI, KARNATAKA-581106 ,581106","8375 ,226400",breschoolmnr@gmail.com,http://breschool.com
830071 ,BEML PUBLIC SCHOOL,Tejashwini Sankeshwar,Senior Secondary,31/03/2025,"SHISHYA BEML TOWNSHIP NEW THIPPASANDRA BANGALORE KARNATAKA ,560075","080 ,25247242",alwaysmine70@gmail.com,http://shishyaschool.com
830458 ,BENSONS INTERNATIONAL ACADEMY,Mrs.ASHA.M.N,Secondary School,31/03/2017,"#133, NAGARTHALLI, RAYANAKERE POST, JAYAPURA HOBLI, MYSORE ,570008",",0821 2302266",rasavi2005@yahoo.com,
830910 ,BENSONS INTERNATIONAL ACADEMY,MR. STEVEN PETERS,Secondary School,31/03/2024,"BENAKANHALLI, SANGAON ROAD BELGAUM ,590008",",6364215113",acc.bensons@gmail.com,http://www.mybensons.in
831075 ,BETHANY SCHOOL,MISS SR ANITHA TRESSY BS,Secondary School,31/03/2024,"KINNIKAMBLA,DAKSHINA KANNADA ,574151",",08242258656",bethanyschoolkinnikambla@outlook.com,http://www.bethanyschoolkinnikambla.com
830325 ,BGS CENTRAL SCHOOL,SAHSHIKUMAR K C,Secondary School,31/03/2024,"NH17 MIRJAN, KUMTA, NORTH KANNADA ,581440","8386 ,269538",shashikumar100@hotmail.com,http://www.aecsgroup.in
830058 ,BGS INTERNATIONAL RESIDENTIAL SCHOOL,GEETHA BASAVARAJ,Senior Secondary,31/03/2025,"NITHYANANDA NAGARA BRANCH K GOLLAHALLI POST BANGALORE SOUTH KARNATAKA ,560060","080 ,28437582",geethabasavaraj@hotmail.com,www.bgsirs.net
830209 ,BGS NATIONAL PUBLIC SCHOOL,SREEKALA G KUMAR,Senior Secondary,31/03/2023,"RAMALINGESHWARA CAVE TEMPLE, HULIMAVU, BANNERGHATTA ROAD, DISTT BANGALORE, KARNATAKA ,560076","080 ,26484933",sreekalagkumar9@gmail.com,http://www.bgsnps.com
830254 ,BGS PUBLIC SCHOOL,APARNA DEEPAK,Senior Secondary,31/03/2022,"#67 UTTHARAHALLI ROAD BGS HEALTH & EDUCATION CITY KENGERI ,560060","080 ,28611916",principalbgsps@gmail.com,http://www.bgspskengeri.com
831007 ,BHARAT VIDYASAMSTHE PRIMARY SCHOOL,MR. K G PRAHLADA,Secondary School,31/03/2023,"#27, BHARAT EDUCATION SOCIETY, 4TH BLOCK, JAYANAGAR, BENGALURU-560011 ,560011",",08026643883",info@besinstitutions.edu.in,www.besps.besinstitutions.edu.in
830756 ,BHARATESH CENTRAL SCHOOL,MRS. RAJASHREE U. ARLIMATTI,Secondary School,31/03/2022,"262/B, OPPOSITE SUVARNA VIDHAN SOUDHA, HALAGA ,590020","4651 ,08312533192,",bharateshcentralschool@gmail.com,http://www.betcs.in
830893 ,BHARATIYA VIDYA BHAVAN - BBMP PUBLIC SCHOOL,MRS. S PUSHPALATHA,Secondary School,31/03/2023,"#21, WARD NO. 97, 5TH MAIN ROAD, KRANTI KAVI SARVAGNYA ROAD, SRIRAMPURAM, BENGALURU - 560 021 ,560021","0261 ,08023132055",bhavanbbmp@gmail.com,http://www.bhavanbbmppublicschool.com
830362 ,BHARATIYA VIDYA BHAVAN DR.D.KRISHNAMURTHY & SMT. D.SHAKUNTALAMMA MEMORIAL SCHOOL,Indu G V,Secondary School,31/03/2025,"VIDYANAGARA SHIMOGA 577203 ,577201","8182 ,241241",induadhrijaa1978@gmail.com,
