Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2730208,ADARSH VIDYA BHAWAN.,MRS. RITU VERMA,Senior Secondary,31/03/2023,"PLOT NO.43 I P EXTENSION NEAR BATHLA APPARTMENTS MANDAWALI FAZALPUR PATPARGANJ, DISTT EAST DELHI, DELHI ,110092","011 ,9811085857",avb.pankaj@gmail.com,
2730634,ADARSH WORLD SCHOOL,SAVITA SHARMA,Senior Secondary,31/03/2026,"SECTOR-12, PHASE-I, DWARKA, ,110075","011 ,45017924",PRINCIPALADARSHWORLDSCHOOL@GMAIL.COM,http://WWW.ADARSHWORLDSCHOOL.ORG
2730454,AHLCON INTERNATIONAL SCHOOL,MR. ASHOK PANDEY,Senior Secondary,31/03/2024,"MAYUR VIHAR PHASE I OPP UNA ENCLAVE, DISTT EAST DELHI, DELHI ,110091","011 ,01147770777",ahlconint2012@gmail.com,http://www.ahlconinternational.com
2730168,AHLCON PUBLIC SCHOOL,Dr. Deepak Raj Singh Bisht,Senior Secondary,31/03/2024,"MAYUR VIHAR PHASE I, DISTT EAST DELHI, DELHI ,110091","011 ,46347777",apsmayurvihar1@gmail.com,
2730007,AIR FCE GOLDEN JUBILEE INSTITUTE,POONAM S RAMPAL,Senior Secondary,31/03/2025,"SUBROTO PARK DELHI CANTT. NEW DELHI ,110010","011 ,25692819",rampal.poonam@gmail.com,http://www.afgji.g
2730339,AIR FCE GYAN JYOTI SCHOOL,ALKA NEMA,Secondary School,31/03/2025,"AIR FORCE STATION PALAM DELHI CANTT ,110010","011 ,25672947",principal@gyanjyotiafs.org,
2730006,AIR FORCE BAL BHARATI SCHOOL,SUNITA GUPTA,Senior Secondary,01/05/2019,"LODI ROAD NEW DELHI ,110003","011 ,24611777",sunitagpt5@gmail.com,airfcebalbharatischool.com
2730814,AIR FORCE SCHOOL PANCHWATI,.,Secondary School,31/03/2025,"C/O 13 BASE REPAIR DEPOT, AMSE, PALAM, NEW DELHI- 110 010 ,734501",",",,
2730812,AIR FORCE SR SEC SCHOOL,RAJLAKHSMI,Senior Secondary,31/03/2020,"PALAM DELHI CANTT DELHI ,110010","011 ,25672818",airforceschool1720083@gmail.com,
2730811,AIR FORCE SR SEC SCHOOL,KAVITHA MENON,Senior Secondary,31/03/2024,"OLD WELLINGDON CAMP RACE COURSE NEW DELHI ,110003","011 ,23015488",kavitamenon6@gmail.com,
5730013,AL ALIA INTERNATIONAL INDIAN SCHOOL,SHANU C THOMAS,Senior Secondary,31/03/2024,"PO BOX 26539 RIYADH 11496, MALAZRIYADH, KINGDOM OF SAUDIA ARABIA ,","0966 ,114128884",alaliaschool@yahoo.com,alaliaschool.com
6630031,AL AMEER ENGLISH SCHOOL,S  J  JACOB,Senior Secondary,31/03/2024,"PO BOX 3442 AJMAN U A E ,803101","971 ,067436600",jacobmash@gmail.com,
5730017,AL FALAH INTERNATION DELHI PUBLIC SCHOOL,HUMAIRA NASEEM,Senior Secondary,31/03/2026,"PO BOX 50376 JEDDAH - 21023 SAUDI ARABIA ,021523","966 ,126754400",humairanaseem18@gmail.com,
5730022,"AL HUDA INTERNATIONAL SCHOOL, RIYADH",Mohammed Musthafa,Secondary School,31/03/2017,"MALAZ, JAREER STREET, PB NO: 2736, RIYADH- 11461, ,011461","01662 ,0096614782226",ptmmusthafa@gmail.com,http://www.al-hudaschool.com
5730023,AL JANOUB INTERNATIONAL SCHOOL,SIDHEEQUE CHELAKKODAN,Senior Secondary,31/03/2024,"KHAMIS MUSHAYT PO BOX 51029 ,613117","966 ,172383358",csidheeque@gmail.com,
6330005,AL KHOR INTERNATIONAL SCHOOL,AROGYA REDDY,Senior Secondary,31/03/2024,"INDIAN STREAM PO BOX 22166 AL KHOR HOUSING COMMUNITY DOHA QATAR ,","974 ,44734301",Arogya.Reddy@akis.sch.qa,
5730019,AL KHOZAMA INTERNATIONAL SCHOOL,MRS. JAYASHREE MURALIDHAR,Senior Secondary,31/03/2022,"P B NO 76706 DAMMAM AL KHOBAR KSA-31952 ,031952","0966 ,8475112,8474113",razi@peeveeschools.org,http://www.alkhozama.org
5730012,AL MAWARID INTERNATIONAL SCHOOL,ABDUL SAMAD K A,Senior Secondary,31/03/2025,"POST BOX NO 104335 JEDDAH KINGDOM OF SAUDI ARABIA ,","9661 ,26688374",abdulsamad1979@yahoo.com,
5730031,AL MUNA INTERNATIONAL SCHOOL,MAMMOO KP,Secondary School,31/03/2024,"MUSTHASHFA STREET, NEW ADAMA PB NO. 63423 DAMMAM 31516 KSA ,063423","9661 ,38266888",mammoo.kp@gmail.com,http://www.almunaschool.com
5930011,AL RASHID INDIAN SCHOOL,BALBIR KAUR SEN,Secondary School,31/03/2012,"P O BOX NO 41090 JALEEB AL SHOUYOKH KUWAIT ,085854","011 ,4347722",ganeshha@batelco.com.bh,
6630089,AL SAAD INDIAN SCHOOL,DR. BHAVNA GUPTA,Senior Secondary,31/03/2022,"PLOT 11, SECTOR -14, AL GHADEER, AL BATEEN. AL AIN, ABU DHABI ,085327","971 ,0097137852232,",principal@bhavansalain.com,http://www.bhavansalain.com
6630066,AL SABAH INDIAN PVT SCHOOL,Sreekumar Kartha,Secondary School,31/03/2021,"AL SABAH INDIAN PVT. SCHOOL POST BOX-13347 ,000000","0971 ,68828589",skumarkartha@gmail.com,http://www.alsabahschool.com
6630032,AL TAAWAN PRIVATE SCHOOL,Mrs. RANI .S. MATHEWS,Secondary School,31/03/2013,"SHERWOOD ACADEMY P B NO 106 ABU DHABI U A E ,","009712 ,4486688",sherwoodacademy@hotmail.com,
5730011,AL YASMIN INTERNATIONAL SCHOOL,RAHAMATHULLAH,Senior Secondary,31/03/2022,"P O BOX 380 RIYADH 11391 KINGDOM OF SAUDI ARABIA ,","966 ,114788815",principal@alyasmin.org,http://www.alyasmin.org
6630040,AL-AIN JUNIORS SCHOOL,Mohammad Gaffar,Senior Secondary,31/03/2026,"PO BOX 80718 AL-AIN U A E ,","971 ,37810043",mohd.gaffar@alainjuniors.com,www.alainjuniors.com
5930010,AL-AMAL INDIAN SCHOOL,BALDWIN FAIFE,Senior Secondary,31/03/2023,"PO BOX 5213 SALMIYA 22062 KUWAIT ,","965 ,94007514",baldwinfaife@yahoo.com,
5730027,AL-MANAR INTERNATIONAL SCHOOL,KAPIL SHAJI MON,Secondary School,31/03/2023,"PB NO : 906 ,041315","96 ,143225830",principal@al-manarschool.com,
6630058,AL-MARFA INTERNATIONAL PRIVATE SCHOOL,VIJAYAKUMARI.K.PILLAI,Secondary School,31/03/2010,"77096,MARFA,ABUDHABI,U.A.E ,077096",",0097128833522",saibhagya3@hotmail.com,http://www.amips.com
6630027,AL-NOOR INDIAN ISLAMIC SCHOOL,Mr. MOHAMED HARIS. P,Secondary School,31/03/2013,"P.O.BOX 5451 ABU DHABI UAE. ,","00971 ,6415782 6419105",alnoors@emirates.net.ae,
5230004,AL-NOOR INTERNATIONAL SCHOOL,PROF V KUNHABDULLAH,Senior Secondary,31/03/2022,"P.O. BOX 85 MANAMA BAHRAIN ,","00973 ,736773",ganeshha@batelco.com.bh,
5730032,"ALFAZAL INTERNATIONAL SCHOOL, MAKKAH, K.S.A",PARVEEZ YASMEEN,Secondary School,31/03/2015,"P.O. BOX 9337 MAKKAH SAUDI ARABIA ,",",00966504383767",director@alfazalinternationalschool.com,
5730040,ALIF INTERNATIONAL SCHOOL,MOHAMMED MUSTHAFA P,Secondary School,31/03/2026,"P O BOX 13529 SHIFA RIYADH 11414 ,011414","966 ,112960538",ptmmusthafa@gmail.com,http://www.alifschool.com
2772010,ALOK BHARTI SEC SCHOOL,SUDHIR KUMAR,Secondary School,31/03/2022,"KHUREJI KHAS DELHI ,110051","0 ,9311711914",alokbhartischool@yahoo.co.in,alokbhartischool@yahoo.co
6230008,ALOK VIDYASHRAM,MS BANITA AGRAWAL,Senior Secondary,31/03/2023,"PO BOX 806 NAXAL NARAYAN CHAU KATHMANDU NEPAL ,","00977-1- ,441942",,
6630062,ALPHA PRIVATE SCHOOL,JAISON ZACHARIAS,Senior Secondary,31/03/2019,"PO BOX. 9787 RAS AL KHAIMAH U. A. E ,009717","00971 2 ,0097172225151",alpha51@emirates.net.ae,
5730008,ALWUROOD INTERNATIONAL SCHOOL,MR PETER RONALD MASCARENHAS,Senior Secondary,31/03/2026,"POST BOX NO 108881 JEDDAH 21351 KINGDOM OF SAUDI ARABIA ,021351","966 ,966126720999",peternawis@peeveeschools.org,www.alwuroodschool.org
2764028,AMAR SHAHEED MAJOR SEHRAWAT KANYA VIDYALAYA,ALKA NAGPAL,Senior Secondary,31/03/2022,"MAHIPALPUR NEW DELHI ,110037","011 ,26781101",alka.ranibagh@gmail.com,
6630095,AMBASSADOR SCHOOL LLC,MR. AROGYA REDDY,Secondary School,31/03/2026,"AMBASSADOR SCHOOL LLC, PLOT NO. 324/B MUWEILEH COMMERCIAL AREA NEAR NATIONAL PAINTS, SCHOOL ZONE ,005312",",5668811",principal@sharjahambassadorschool.com,http://sharjahambassadorschool.com/
2730095,AMBIENCE PUBLIC SCHOOL,MRS. JEANIE N AIBARA,Senior Secondary,31/03/2024,"A-1 SAFDARJUNG ENCLAVE (BEHIND KAMAL CINEMA) NEW DELHI ,110029","011 ,01147232000,",info@ambiencepublicschool.com,http://www.ambiencepublicschool.com
2730586,AMITY INTERNATIONAL SCHOOL,Dr Priyanka Mehta,Senior Secondary,31/03/2022,"MAYUR VIHAR, PHASE-I, DELHI-110091 ,110091","011 ,22717261",principal@aismv.amity.edu,
2730612,AMITY INTERNATIONAL SCHOOL,AMEETA MOHAN,Senior Secondary,31/03/2023,"PUSHP VIHAR, SOUTH DELHI ,110017","011 ,29561561",mrsameetamohan@gmail.com,http://www.dpsbahadurgarh.com
2730257,AMITY INTETNATIONAL SCHOOL,DIVYA BHATIA,Senior Secondary,31/03/2023,"ROAD NO-44 M-BLOCK SAKET, DISTT SOUTH DELHI, NEW DELHI ,110017","011 ,29561606",principal@aiss.amity.edu,
6630103,"AMITY PRIVATE SCHOOL, SHARJAH",MRS. MOUSUMI DASGUPTA,Senior Secondary,31/03/2023,"MUWEILAH SCHOOL ZONE, P.O.BOX: 525124 ,525124",",0097165164900",principal@amitysharjah.ae,www.amitysharjah.com
6630098,AMITY SCHOOL DUBAI,MR.SRINIVAS KOTIPALLI,Middle Class,31/03/2022,"AL QUSAIS SCHOOL ZONE ,236033",",971-04-2041000",principal@amitydubai.ae,http://www.amityschooldubai.com
6630200,AMLED SCHOOL,MR. VARGHESE PUTHUSSERRY,Secondary School,31/03/2023,"AMLED SCHOOL LLC PO BOX: 393470 AL QUOZ 4 BEHIND AL KHAIL MALL DUBAI, UAE ,393470",",043386756",principal@amledschool.com,www.amledschool.com
2730324,AMRITA PUBLIC SCHOOL,TARUNA TREHAN,Senior Secondary,31/03/2026,"K-II/474 SANGAM VIHAR NEW DELHI ,110062","011 ,26047373",amritapublicschool@yahoo.co.in,
2730496,AMRITA VIDYALAYAM,PAVITRAMRITA CHAITANYA,Senior Secondary,31/03/2022,"SECTOR VII PUSHP VIHAR SAKET NEW DELHI ,110017","011 ,29561363",amrita.vidyalayam@gmail.com,amrita.vidyalayam@gmail.c
2774038,ANDHRA EDUCATION SOCIETY DR. K. RAMESH BABU MEMIAL SCHOOL,M V SUSEELA MANIDHAR,Senior Secondary,31/03/2023,"SEC-7, PUSHP VIHAR, NEW DELHI ,110017","011 ,29562959",suseela.manidhar@gmail.com,
2730539,ANGEL PUBLIC SCHOOL,NEELAM SHARMA,Secondary School,31/03/2025,"WZ-2 PHASE- II A, OM VIHAR ,110059","0 ,9136363494",neelamsharmasharma29@gmail.com,http://www.sdvm.org
2730628,ANGELS PUBLIC SCHOOL,Ms. Shipra Lal,Senior Secondary,31/03/2025,"VASUNDHRA ENCLAVE DELHI 110096 ,110096","011 ,43065315",angelspublicschool1@gmail.com,
2730029,APEEJAY SCHOOL,A P SHARMA,Senior Secondary,31/03/2019,"PANCHSHEEL PARK SHEIKH SARAI I NEW DELHI ,110017","011 ,26012218",prin.ss.del@aoeeay.edu,
2730181,APEEJAY SCHOOL,ANITA PAUL,Senior Secondary,31/03/2025,"GURUDWARA ROAD J-BLOCK SAKET NEW DELHI ,110017","011 ,29555208",prin.saket.del@apeejay.edu,
2730572,ARMY PUBLIC SCHOOL,MALINI NARAYANAN,Senior Secondary,31/03/2026,"SHANKAR VIHAR DELHI CANTT-10 ,110010","011 ,26153558",APSSVPRINCIPAL@GMAIL.COM,
2730179,ARMY PUBLIC SCHOOL,NEETU KAPOOR,Senior Secondary,31/03/2025,"SADAR BAZAR ROAD DELHI CANTT NEW DELHI ,110010","011 ,25693777",principalapsdc@gmail.com,http://apsdelhicantt.g
2764075,ARUNA ASAF ALI GOVT.SARVODAYA GIRLS,BHUPINDER KAUR,Senior Secondary,31/03/2019,"SR SEC SCHOOL TUGLAKABAD EXTENSION NEW DELHI ,110019","011 ,29984563",aaaskv1925061@gmail.com,
2730374,ARUNODAYA PUBLIC SCHOOL,SANGEETA NAGAR,Senior Secondary,31/03/2024,"1-A INDUSTRIAL AREA KARKARDOOMA DELHI ,110092","011 ,22371019",sangeetanagar4@gmail.com,
2772001,ARWACHIN BHARTI BHAVAN SR SEC SCHOOL,VINEETA SHARMA,Senior Secondary,31/03/2023,"BALBIR NAGAR SHAHDARA DELHI ,110032","011 ,22326506",sharmavinita2040@gmail.com,
2730090,ARWACHIN BHARTI BHAWAN SR SEC SCH,Urmila Sharma,Senior Secondary,31/03/2023,"C-BLOCK VIVEK VIHAR, DIST EAST DELHI, DELHI ,110095","011 ,22141630",abb.urmi@gmail.com,
2730637,ARWACHIN INTERNATIONAL SCHOOL,SWAPNA NAIR,Senior Secondary,31/03/2026,"POCKET -B FACILITY CENTRE DILSHAD GARDEN DELHI ,110095","011 ,22123506",principal@arwachininternationalschool.com,
2730429,ARWACHIN SHIKSHA SADAN SCHOOL,KUSUM LATA SHARMA,Secondary School,31/03/2022,"B 51 SHANTI NAGAR KARAWAL NAGAR EXTN DELHI ,110094","011 ,22934216",arwachinshikshasadan@gmail.com,
2730691,ARYA KUMAR CONVENT SCHOOL,EKTA MATTOO,Secondary School,31/03/2025,"DURGA VIHAR, PHASE-I, ROSHAN PURA, NAJAFGARH, NEW DELHI -110043 ,110043","011 ,7065680729",ektamattoo@yahoo.in,http://www.aryakumarconvent.com
2730756,ARYAMAN PUBLIC SCHOOL,Sunil Kumari,Secondary School,31/03/2024,"ARYAMAN PUBLIC SCHOOL, RZ-127, MAIN KHAIRA ROAD, NAJAFGARH, NEW DELHI-110043 ,110043","011 ,28010529",madamsunil6@gmail.com,
6630041,ASIAN INTERNATIONAL PRIVATE SCHOOL,MRS. MOLLY DCUTHO,Senior Secondary,31/03/2023,"P O BOX NO 50251 MADINAT ZAYED ABU DHABI U A E ,682305","0971 ,028847470",asian.bzd@asianintlschool.com,http://www.asianintlschool.com
6630022,ASIAN INTERNATIONAL PVT SCHOOL,ASHA RENJITH,Senior Secondary,31/03/2023,"P.O.BOX 12000 RUWAIS ABU DHABI U.A.E. ,","02 ,8778789",principal.ruwais@asianintlschool.com,asianinternationalschools
6630080,"ASPAM INDIAN INTERNATIONAL SCHOOL, SHARJAH",MRS. M. SHEELA GEORGE,Senior Secondary,31/03/2022,"POST BOX 45232, SHARJAH ,122002","971 ,0097163677372",principaloffice@aspamiis.com,http://aspamiis.com
2778010,ATAL ADARSH VIDYALAYA,RAM LAL JAIN,Senior Secondary,31/03/1998,"AURANGZEB LANE,NEW DELHI ,110006",",23263257",,
2778071,ATAL ADARSH VIDYALYA,.,Secondary School,31/03/2021,"ALIGANJ NEW DELHI ,110035","011 ,27395005",alg.p@ndmcmail.gov.in,
2778072,ATAL ADARSH VIDYALYA,Sunil Kumar,Secondary School,31/03/2022,"BABU MARKET, SAROJINI NAGAR, NEW DELHI ,571104","011 ,24122084",sn3.p@ndmcmail.gov.in,
2754078,ATAL ADARSH VIDYALYA,BHOPAL SINGH,Senior Secondary,31/03/2022,"ANSARI NAGAR, NEW DELHI ,110016","011 ,26190616",ANS.SS@NDMCMAIL.GOV.IN,
2774035,ATAL ADARSH VIDYALYA,ARUN BHANOT INCHARGE,Senior Secondary,31/03/2025,"LODHI ROAD , NEW DELHI ,110003","011 ,24635524",arunbhanot2010@gmail.com,
2774039,ATAL ADARSH VIDYALYA,PANKAJ SHARMA,Secondary School,31/03/2022,"KITCHNER ROAD, NEW DELHI ,110021","011 ,24101037",ktr.m@ndmcmail.gov.in,
2774040,ATAL ADARSH VIDYALYA,MUNNA LAL,Secondary School,31/03/2020,"NETAJI NAGAR, NEW DELHI ,110023","011 ,24122072",munna1960lal@gmail.com,
2774026,ATAL ADARSH VIDYALYA,RAM KUMAR,Senior Secondary,31/03/2022,"LODHI ESTATE NEW DELHI ,110003","011 ,24604731",RAM1965KUMAR@YAHOO.COM,
2774025,ATAL ADARSH VIDYALYA,H P MEENA,Senior Secondary,31/03/2024,"LAXMI BAI NAGAR NEW DELHI ,110023","011 ,26881247",hariprasad.meena@yahoo.com,
2764060,ATAL ADARSH VIDYALYA,ASHA DATT,Senior Secondary,31/03/2023,"BAPU DHAM NEW DELHI ,110021","011 ,26114866",gbpd.s@ndmcmail.gov.in,
2774027,ATAL ADARSH VIDYALYA,RITU GUPTA,Senior Secondary,31/03/2022,"MOTI BAGH-I NEW DELHI-110021 ,110021","011 ,26881737",ritugupta1022@gmail.com,
2774037,ATAL ADARSH VIDYALYA,MONIKA  ANAND,Senior Secondary,31/03/2026,"KIDWAI NAGAR , NEW DELHI ,110023","011 ,24654905",monika.anand@gmail.com,
2752016,AVINASH CHANDRA CHADHA GOVT.SARVODAYA BAL VIDYALAYA,ANIL,Senior Secondary,31/03/2026,"JHILMIL COLONY DELHI ,110095","011 ,22151143",anilguru_ji@rediffmail.com,
2730460,B G S INTERNATIONAL PUBLIC SCHOOL,PUNAM GUPTA,Senior Secondary,31/03/2025,"SECTOR-5 DWARKA NEW DELHI ,110075","011 ,25086353",punam_pgupta@yahoo.co.in,http://www.bgsips.net
2774028,B R MEHTA VIDYA BHAWAN SR SEC SCHOOL,MUKESH CHAND,Senior Secondary,31/03/2022,"LAJPAT BHAWAN LAJPAT NAGAR NEW DELHI ,110024","011 ,26438426",mukeshchand.71@gmail.com,
2730597,B.V.M. PUBLIC SCHOOL,PRAVEEN SHARMA,Senior Secondary,31/03/2025,"AJAY PARK, NAYA BAZAR, NAJAFGARH ,110043","011 ,65634024",praveensharma_bvm@hotmail.com,
2754082,BABA NEEM KAROLI GOVT.SARVODAYA,SUNITA TUDU,Senior Secondary,31/03/2024,"CO-ED SR SEC SCHOOL JONAPUR NEW DELHI ,110047","011 ,26658104",bnkgovt_school@yahoo.com,
2730850,BABU KHEMCHAND ADVOCATE MEMORIAL PUBLIC SCHOOL,MR. MAYANK MATHPAL,Secondary School,31/03/2024,"STREET NO. 56, IIND 6O FT. ROAD, SUBZI MANDI, MOLARBAND EXTENSION ,110044",",9315477126",sgrchaudhary77@gmail.com,thebkcamschool.com
2752018,BABU RAM SBV BHOLA NATH NAGAR DELHI-110 032,VIRENDRA KUMAR,Senior Secondary,31/03/2023,"DELHI-110 032 ,110032","011 ,22304026",baburamsbv@gmail.com,
2764072,BACHAN PARSHAD GOVT.SARVODAYA GIRLS,LALITA TIRKEY,Senior Secondary,31/03/2022,"SR SEC SCHOOL DEOLI NEW DELHI ,110062","011 ,26047659",bpskvdeoli@gmail.com,
5230007,BAHRAIN INDIAN SCHOOL,MR. SAJI JACOB,Senior Secondary,31/03/2024,"P.O.BOX 31595, BUDAYA POST OFFICE, BAHRAIN ,031595","2427 ,97317598000",principal@bhavansbahrain.com,www.bhavansbahrain.com
2730559,BAL BHARATI PUBLIC SCHOOL,SURUCHI GANDHI,Senior Secondary,31/03/2022,"SECTOR-12, PHASE-I, DWARKA, NEW DELHI-75 ,110075","011 ,28031970",principal_bbpsdw@yahoo.com,
2730630,BAL BHAVAN INTERNATIONAL SCHOOL,KUNAL GUPTA,Senior Secondary,31/03/2026,"BAL BHAVAN INTERNATIONAL SCHOOL, SECTOR-12, DWARKA, DELHI - 75 ,110092","011 ,49997999",KUNALGUPTASAP@GMAIL.COM,
2730189,BAL BHAVAN PUBLIC SCHOOL,SAROJ GUPTA,Senior Secondary,31/03/2023,"F-104/105 LAXMI NAGAR DELHI ,110092","011 ,22540958",saroj.gupta05@gmail.com,
2730104,BAL BHAVAN PUBLIC SCHOOL,BHARAT BHUSHAN GUPTA,Senior Secondary,31/03/2023,"POCKET B PHASE 2 MAYUR VIHAR DELHI ,110091","011 ,22776194",bbpsmv@gmail.com,http://www.bbpsmv.com
2730120,BAL MANDIR PUBLIC SCHOOL,SANTOSH AHUJA,Senior Secondary,31/03/2024,"DEFENCE ENCLAVE VIKAS MARG OPP. PREET VIHAR PETROL PUMP DELHI ,110092","011 ,22548371",principalbalmandir@gmail.com,http://universalacademy.in/
2730378,BAL NIKETAN PUBLIC SCHOOL,MR. BAIKUNTH NARAIN K K CHATURVEDI,Senior Secondary,31/03/2026,"A-59 SANGAM VIHAR NEW DELHI ,110082","011 ,01126047575",balnpschool@gmail.com,www.bnps.co.in
2730170,BALA PRITAM GURU HARKISHAN INTERNATIONAL PUBLIC SCHOOL,P K SHRIVASTAVA,Senior Secondary,31/03/2026,"VASANT MARG VASANT VIHAR NEW DELHI ,110057","011 ,26147797",PRASHANT_SHRIVASTAVA11@GMAIL.COM,
2730285,BALVANTRAY MEHTA ANGURI DEVI SHERSINGH MEMORIAL ACADEMY,Richa sharma,Senior Secondary,31/03/2025,"BLOCK E G & H GREATER KAILASH II NEW DELHI ,110048","011 ,29228815",scbasma11@hotmail.com,www.bmvbasma.com
2730543,BASAVA INTERNATIONAL SCHOOL,Manimala Roy,Senior Secondary,31/03/2022,"SITE NO. 1, SECTOR-23, DWARKA, DISTT SOUTH WEST DELHI, DELHI ,110075","011 ,28051462",principal@basavainternational.school,http://www.sacredheart.com
2730607,BHAGIRATHI BAL SHIKSHA SEC SCHOOL,POONAM SHARMA,Secondary School,31/03/2022,"D-7/53, D BLOCK, GALI NO 7, DAYALPUR EXT. DELHI ,110094","011 ,22171750",bhagirathi_secschool@yahoo.com,
2730394,BHAI PARMANAD VIDYA MANDIR,AJAY PAL SINGH,Senior Secondary,31/03/2023,"SURYA NIKETAN ANAND VIHAR, DELHI ,110092","011 ,22375373",bvm.cbse@bvmschool.in,www.bvmschool.in
2730098,BHARAT NATIONAL PUBLIC SCHOOL,KANWALJEET KHUNGAR,Senior Secondary,31/03/2023,"RAM VIHAR KARKARDOOMA DELHI ,110092","011 ,22378070",KANWALJEET06@GMAIL.COM,http://www.bnpsramvihar.c
2730825,BHARAT PUBLIC SCHOOL,MRS. ALKA VERMA,Secondary School,31/03/2023,"J-1/10, SAURABH VIHAR, JAITPUR EXTENSIION, BADARPUR ,110044",",01126669466",bps1april@gmail.com,http://www.bpsjaitpur.in
2730408,BHARAT SHAKTI PUBLIC SCHOOL,MRS INDU BALA,Secondary School,31/03/2026,"J 51 KRISHAN VIHAR DELHI ,110041",",",,
2730185,BHARTI PUBLIC SCHOOL,SAVITA ARORA,Senior Secondary,31/03/2022,"SWASTHYA VIHAR, DISTT EAST DELHI, DELHI ,110092","011 ,22502878",savita.arora@bps.edu.in,
2730534,BHARTI PUBLIC SCHOOL,SHALINI SABHARWAL,Senior Secondary,31/03/2025,"KODALI, MAYUR VIHAR, DISTT EAST DELHI, DELHI ,110096","011 ,22624256",ssbpsmv@gmail.com,
6830002,BHARTIYA SCHOOL,Mr.SIBI V.J.,Secondary School,31/03/2024,"INDORAMA ELEME PETROCHEMICALS LTD EAST WEST EXPRESS WAY PORT HARCOURT RIVERS STATE NIGERIA- ,501101",",02348057700036",sibivj@gmail.com,
2730193,BHATNAGAR INTERNATIONAL SCHOOL,Shilpa Bhatnagar ,Senior Secondary,31/03/2025,"SECTOR-B POCKET -10 VASANT KUNJ NEW DELHI ,110070","011 ,26891277",principalbisvasantkunj@gmail.com,http://www.thecreekschool.com
2730022,BHAVAN'S SAWAN PUBLIC SCHOOL,DR S C BIALA,Senior Secondary,31/03/2018,"BHATTI MINES ROAD, ASOLA, DISTT SOUTH DELHI NEW DELHI ,110030","07712 ,26654080",sawanschooldelhi@gmail.com,www.sawanschooldelhi.com
6630208,BHAVANS PEARL WISDOM SCHOOL,DR. K T NANDAKUMAR,Secondary School,31/03/2024,"FALAJ HAZZA, SCHOOL AREA AL AIN , UAE ,085327",",00971505835172",principal@bhavanspearlalain.com,www.bhavanspearlalain.com
6330008,"BHAVANS PUBLIC SCHOOL,",M P PHILIP,Senior Secondary,31/03/2023,"P.B.NO.80569, AL ZAWR, SREET 90,AREA 706,WAKRAH,DOHA-QATAR ,080569","974 ,44770770",principal@bhavansqatar.org,http://www.bhavansqatar.org
2730739,BHOLI RAM PUBLIC SCHOOL,MR. PRADEEP TEHLAN,Senior Secondary,31/03/2022,"INDIRA PARK, NAJAFGARH, NEW DELHI-110043 ,110043","011 ,09212650479",jaincomputerwala@gmail.com,http://www.bholirampublicschool.in
