Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
1630123,AIR FORCE SCHOOL,SHYAMLI WARAICH,Secondary School,31/03/2025,"AFS HALWARA DISTT. LUDHIANA PUNJAB ,141002","0162 ,4275466",shyamlwaraichi@gmail.com,
730008 ,AIR FORCE SCHOOL,DR B R GUPTA,Senior Secondary,31/03/2025,"AIR FORCE STATION P O SATWARI JAMMU CANTT JAMMU JAMMU & KASHMIR ,180003","06344 ,626929",arschool@nde.vsnl.net.in,www.afsjammu.com
730015 ,AIR FORCE SCHOOL,MS USHA KOUL,Secondary School,31/03/2010,"UDHAMPUR 39 WING AF C/O 56 APO JAMMU & KASHMIR ,184142",",4328",,
1630064,AJANTA PUBLIC SCHOOL,PRASHANT MEHRA,Senior Secondary,31/03/2024,"BESANT AVENUE AMRITSAR PUNJAB ,143001","0183 ,2224296",prashantmehra1978@gmail.com,
2630027,AJIT KARAM SINGH INTERNATIONAL PUBLIC SCHOOL,RITU BALI,Senior Secondary,31/03/2025,"SECTOR 41 B CHANDIGARH ,160008","0172 ,2626541",aksips41@gmail.com,
1630430,AJIT KARAM SINGH INTERNATIONAL PUBLIC SCHOOL,MRS. MRS RAJMINDER KAUR JAITLA,Senior Secondary,31/03/2024,"PHASE XI MOHALI ROPAR PUNJAB ,160064","0172 ,0172-2234733",aksips65@gmail.com,http://www.aksips.in
2630063,AJIT KARAM SINGH INTERNATIONAL PUBLIC SCHOOL,DR. JASMINE KALRA,Senior Secondary,31/03/2024,"AKSIPS-45 SECT 45 A ,160047","0172 ,01722624445",aksips45@gmail.com,http://www.aksips.in
1631316,AJIT KARAM SINGH INTERNATIONAL PUBLIC SCHOOL 123,MRS. ANJALI SINGH,Secondary School,31/03/2024,"SECTOR 123, VILLAGE JANDPUR, NEW SUNNY ENCLAVE, GREATER MOHALI, KHARAR ,140301",",9501173823",aksips123@gmail.com,www.aksips.in
1630340,AKAL ACADEMY,MRS. SUSHIL SUNITA,Senior Secondary,31/03/2024,"JAND SAHIB, VPO JAND SAHIB, NEAR SADIQ, DISTRICT FARIDKOT (PUNJAB) - 151203 ,151203","1639 ,9417085900",KHEMSG@YAHOO.CO.IN,
1630795,AKAL ACADEMY,Seema,Senior Secondary,31/03/2023,"VPO KALEKE, TEHSIL BAGHAPURANA, DISTT. MONGA ,142001","1636 ,241052",aakaleke@akalacademy.ac.in,
1630761,AKAL ACADEMY,Amandeep Kaur,Senior Secondary,31/03/2023,"VILLAGE DHANAL KALAN , P.O. PHOOLPUR , DISTRICT JALANDHAR ,144026","0181 ,2792982",aadhanalKalan@akalacademy.ac.in,http://WWW.AKALACADEMY.IN
1630870,AKAL ACADEMY,MRS. MANJINDER KAUR KALSI,Senior Secondary,31/03/2024,"CHUNNI KALAN, TEHSIL BASSI PATHANA, DISTT. FATEHGARH SAHIB (PUNJAB) - 140406 ,140406","1763 ,9646028119",khemsg@yahoo.co.in,
1630871,AKAL ACADEMY,DEEPIKA KAUR,Senior Secondary,31/03/2026,"DADHER SAHIB, V&PO DADHER SAHIB, TEH. PATTI, DISTT. TARN TARAN ,143410","91 ,9814719477",deepikakaur1980@gmail.com,
1630344,AKAL ACADEMY,HARPREET KAUR SAHNI,Senior Secondary,31/03/2026,"BILGA PO BILGA DISTT JALANDHAR PUNJAB ,144036","091 ,9915483594",aabilga@akalacademy.ac.in,
1630341,AKAL ACADEMY,GURJEET KAUR CHAHAL,Senior Secondary,31/03/2022,"BHAI DESA, PO KATLI KALAN DISTT MANSA PUNJAB ,151505","1652 ,266096",aabhaidesa@akalacademy.ac.in,
1630231,AKAL ACADEMY,Ms.Sunderpan,Senior Secondary,31/03/2023,"V&PO CHEEMA TEH SUNAM DISTT SANGRUR PUNJAB ,148029","016730 ,84472",aacheemasahibem@akalacademy.ac.in,
1630210,AKAL ACADEMY,PREETI GROVER,Senior Secondary,31/03/2020,"BHADAUR TEHSIL & DISTT BARNALA PUNJAB ,148102","1679 ,275410",preeti77@gmail.com,
1630253,AKAL ACADEMY,SHAMINDER PAL KAUR,Senior Secondary,31/03/2023,"REETH KHERI TEH & DISTT PATIALA PUNJAB ,147001","91 ,9592966001",aareethkheri@akalacademy.ac.in,
1630303,AKAL ACADEMY,Ravinder Kaur,Senior Secondary,31/03/2026,"VILL FATEHGARH CHANNA PO GAJEWAS TEH SAMANA DISTT PATIALA PUNJAB ,147101","1764 ,261143",aafatehgarhchhanna@akalacademy.in,
1630295,AKAL ACADEMY,Meera Verma,Senior Secondary,31/03/2022,"BALBHERA VPO BALBHERA TEH & DISTT PATIALA PUNJAB ,147001","0175 ,2640204",aabalbehra@akalacademy.ac.in,
1630350,AKAL ACADEMY,MRS. ARVINDERPAL KAUR OBEROI,Senior Secondary,31/03/2024,"DHINDSA, VILLAGE & PO DHINDSA, TEHSHIL SAMRALA DISTRICT LUDHIANA (PUNJAB) - 141114 ,141114","1628 ,9814676684",KHEMSG@YAHOO.CO.IN,
1630386,AKAL ACADEMY,JASBIR KAUR SANDHU,Senior Secondary,31/03/2022,"BHARYAL LAHIRI PO RATTANGARH TEH & DISTT PATHANKOT PUNJAB ,143534","0186 ,2264526",aabharyallahri@akalacademy.ac.in,
1630362,AKAL ACADEMY,Baljeet Kaur,Senior Secondary,31/03/2024,"VILL KURIA WARA PO AHULPUR TEH SARDULGARH DISTT MANSA PUNJAB ,152026","1659 ,258250",baljeet.kauriwara@gmail.com,
1630162,AKAL ACADEMY,MRS. SYMBOLPREET KAUR GREWAL,Senior Secondary,31/03/2025,"AKAL ACADEMY SRI MUKTSAR SAHIB, TEHSIL & DISTRICT SRI MUKTSAR SAHIB, MALOT ROAD (NEAR DERA BHAI MASTAN SINGH) SRI MUKTSAR SAHIB - PUNJAB (152026) ,152026","1633 ,01633-261026,261626",khemsg@yahoo.co.in,
1630932,AKAL ACADEMY,MRS. KULWINDER KAUR,Senior Secondary,31/03/2024,"VPO RAIPUR PEER BAKSH WALA, TEHSIL BHOLATH, DISTRICT KAPURTHALA (PUNJAB) - 144819 ,144819","0 ,9875987305",KHEMSG@YAHOO.CO.IN,
1630851,AKAL ACADEMY,Navjot Kaur,Secondary School,31/03/2022,"AKAL ACADEMY JHANDIANA, V&PO JHANDIANA, WEST VIA GHAL KALAN, TEH&DISTT. MOGA ,142048","0000 ,0000000",navsandhu982@gmail.com,
1630254,AKAL ACADEMY,Neelam Sharma,Senior Secondary,31/03/2022,"MANDER PO KULRIAN TEH BUDHLADA DISTT MANSA PUNJAB ,151501","1652 ,247096",aamander@akalacademy.ac.in,
1631361,AKAL ACADEMY BAGHA,MRS. RAVINDER KAUR,Secondary School,31/03/2024,"AKAL ACADEMY BAGHA, VILLAGE BAGHA, POST OFFICE RAMAN, TEHSIL TALWANDI SABO, DISTRICT BATHINDA (PUNJAB) - 151301 ,151301",",9875987220",KHEMSG@YAHOO.CO.IN,
1630942,AKAL ACADEMY BAKARWAL,MRS. KIRANJOT KAUR,Senior Secondary,31/03/2025,"AKAL ACADEMY BAKARWAL VILLAGE & P.O. BAKARWAL, TEHSIL DHARMKOT, DISTRICT MOGA -142042 ,142042","1682 ,9875987221",KHEMSG@YAHOO.CO.IN,
1630961,AKAL ACADEMY BENRA,JASBIR KAUR,Secondary School,31/03/2023,"BENRA, V&PO BENRA, TEH. DHURI, DISTT. SANGRUR ,148024","1675 ,224768",aabenra@akalacademy.ac.in,
1631007,AKAL ACADEMY BHARANA,MRS. PAWANDEEP KAUR,Senior Secondary,31/03/2022,"BHARANA, VPO BHARANA, TEHSIL ZIRA, DISTRICT FEROZEPUR (PUNJAB) - 142052 ,142052","1682 ,01682261011",KHEMSG@YAHOO.CO.IN,
1631353,AKAL ACADEMY CHAK MANDER,MRS. MONINDERPAL KAUR SANDHU,Secondary School,31/03/2024,"AKAL ACADEMY CHAK MANDER, VILLAGE CHAK MANDER, POST OFFICE JASSO MAJARA, TEHSIL BANGA, DISTRICT SHAHEED BHAGAT SINGH NAGAR (PUNJAB) - 144501 ,144501",",9875987239",KHEMSG@YAHOO.CO.IN,
1631348,AKAL ACADEMY CHOGAWAN,MRS. GURSHARNJIT KAUR,Senior Secondary,31/03/2024,"AKAL ACADEMY CHOGAWAN, VPO CHOGAWAN, TEHSIL AJNALA, DISTRICT AMRITSAR (PUNJAB) - 143109 ,143109",",9878251273",KHEMSG@YAHOO.CO.IN,
1631284,AKAL ACADEMY DAULA,MRS. SUKHWINDER KAUR,Secondary School,31/03/2023,"DAULA, VILLAGE DAULA, P.O. & TEHSIL GIDDERBAHA, DISTT. SRI MUKTSAR SAHIB - 152101 ,152101","0000 ,9875987250",KHEMSG@YAHOO.CO.IN,
1630973,AKAL ACADEMY DHOTIAN,MRS.KULJIT KAUR,Senior Secondary,31/03/2026,"VPO DHOTIAN, TEHSIL & DISTT. TARN TARAN, PUNJAB-143711 ,143711","0185 ,9872415109",khemsg@yahoo.co.in,
1630355,AKAL ACADEMY FATEHGARH GANDUANA,MRS. SWARN KAUR,Senior Secondary,31/03/2022,"AKAL ACADEMY FATEHGARH GANDUAN VILL FATEHGARH GANDUAN PO LEHRAGAGA TEH SUNAM DISTT SANGRUR PUNJAB - 148031 ,148031","1676 ,01676279189",khemsg@yahoo.co.in,
1631103,AKAL ACADEMY JAGA RAM TIRATH,MRS. RAJINDER KAUR,Senior Secondary,31/03/2022,"VPO JAGA RAM TIRATH, TEHSIL TALWANDI SABO, DISTRICT BATHINDA, PUNJAB -151302 ,151302","1655 ,01655260194",KHEMSG@YAHOO.CO.IN,
1631078,AKAL ACADEMY JANDIALI,Harcharan Kaur,Secondary School,31/03/2025,"VPO JANDIALI, TEH. SAHNEWAL, VIA KOHARA, LUDHIANA (PUNJAB) ,141112","0161 ,2448300",kaurharcharan6@gmail.com,
1631326,AKAL ACADEMY KAKRA KALAN,MRS. ISTINDER MALHOTRA,Secondary School,31/03/2024,"AKAL ACADEMY KAKRA KALAN, VILLAGE NANGAL AMBIAN, POST OFFICE KOTLA SURAJ MAL, TEHSIL SHAHKOT, DISTRICT JALANDHAR, PUNJAB - 144703 ,144703",",9875987275",KHEMSG@YAHOO.CO.IN,
1631075,AKAL ACADEMY KAMALPUR,Shailza,Secondary School,31/03/2024,"VILLAGE KAMALPUR, PO JHALIAN KALAN, TEHSIL CHAMKAUR SAHIB, DISTT. ROPAR, PUNJAB - 140111 ,140111","1881 ,9464085365",aakamalpur@akalacademy.ac.in,
1630962,AKAL ACADEMY KHAMANON,MRS. AMARJIT KAUR,Senior Secondary,31/03/2024,"VPO WARD NO.5, KHAMANON, TEHSIL KHAMANON, DISTRICT FATEHGARH SAHIB, PUNJAB (141108) ,141108","1628 ,9875987281",KHEMSG@YAHOO.CO.IN,
1631360,AKAL ACADEMY MADHIR,MRS. RAJWINDER KAUR BRAR,Secondary School,31/03/2024,"AKAL ACADEMY MADHIR, VPO MADHIR, NEAR FOCAL POINT, TEHSIL GIDDERBAHA, DISTRICT SRI MUKTSAR SAHIB (PUNJAB) - 152101 ,152101",",9875987288",KHEMSG@YAHOO.CO.IN,
1631313,AKAL ACADEMY MANOLI SURAT,MRS. RAJNI THAKUR,Secondary School,31/03/2024,"AKAL ACADEMY MANOLI SURAT, VILLAGE MANOLI SURAT, P.O. NAGGAL CHARBAR, TEHSIL DERA BASSI, DISTRICT S.A.S. NAGAR MOHALI (PUNJAB) - 140601 ,140601",",9464669025",KHEMSG@YAHOO.CO.IN,
1631049,AKAL ACADEMY MEHAL KALAN,MRS. BALWINDER KAUR CHEEMA,Secondary School,31/03/2024,"MEHAL KALAN, VPO MEHAL KALAN, BARNALA - RAIKOT ROAD, DISTRICT BARNALA - (PUNJAB) - 148104 ,148104","1679 ,01679255400",KHEMSG@YAHOO.CO.IN,
1631334,AKAL ACADEMY NAVAN QUILLA,MRS. MOHANJIT KAUR,Secondary School,31/03/2024,"AKAL ACADEMY NAVAN QUILLA, VILLAGE NAVAN QUILLA, POST OFFICE KARMA, TEHSIL GURUHARSHAI, DISTRICT FEROZEPUR (PUNJAB) - 152023 ,152023",",9875987302",KHEMSG@YAHOO.CO.IN,
1631097,AKAL ACADEMY NAWANPIND SUJANPUR,MRS. RUPINDER KAUR,Senior Secondary,31/03/2023,"AKAL ACADEMY NAVAN PIND SUJANPUR, VILLAGE SUJANPUR, NEAR POWER HOUSE COLONY, TEHSIL & DISTRICT PATHANKOT (PUNJAB) -145023 ,145023","0 ,9875987329",KHEMSG@YAHOO.CO.IN,
1630968,AKAL ACADEMY PURANEWALA,Prabhjot Kaur,Secondary School,31/03/2023,"VPO PURANEWALA, TEHSIL & DISTT. MOGA, PUNJAB-142038 ,142038","1636 ,273747",aapuranewala@akalacademy.ac.in,
1631235,AKAL ACADEMY RAMPUR NAROTAMPUR,MRS. RAJBEER KAUR,Senior Secondary,31/03/2024,"VILLAGE RAMPUR NAROTAMPUR, PO JALALABAD, TEHSIL KHADOOR SAHIB, DISTRICT TARN TARAN -(PUNJAB) - 143118 ,143118",",9875987310",KHEMSG@YAHOO.CO.IN,
1631133,AKAL ACADEMY RATTA KHERA,RAMANDEEP KAUR,Secondary School,31/03/2025,"RATTA KHERA, VPO RATTA KHERA (PUNJAB SINGH WALA), TEHSIL & DISTT. FEROZEPUR, (PUNJAB) ,142052","1632 ,250444",aarattakhera@akalacademy.ac.in,
1631157,AKAL ACADEMY SEONA,MRS. KUSHMA RANI,Senior Secondary,31/03/2022,"SEONA, AKAL ACADEMY SEONA, VILLAGE NAVAN PIND, P.O.KULBANOO, TEHSIL PATRAN, DISTRICT PATIALA- 147102 ,147102","1764 ,01764-224101,",KHEMSG@YAHOO.CO.IN,
1631358,AKAL ACADEMY SOWADDI KALAN,MRS. GURBINDER KAUR,Secondary School,31/03/2024,"AKAL ACADEMY SOWADDI KALAN, VILLAGE & POST OFFICE SOWADDI KALAN, TEHSIL JAGRAON, DISTRICT LUDHIANA (PUNJAB) - 142001 ,142001",",9875987328",KHEMSG@YAHOO.CO.IN,
1631010,AKAL ACADEMY TEJA SINGH WALA,MRS. SANDEEP KAUR,Senior Secondary,31/03/2024,"AKAL ACADEMY TEJA SINGH WALA, VILLAGE KOT JASPAT, P.O.BAKIPUR, TEHSIL & DISTRICT TARN TARAN (PUNJAB)-143401 ,143401","1852 ,9875987331",KHEMSG@YAHOO.CO.IN,
1631362,AKAL ACADEMY THEH KALANDHAR,MRS. PARAMJIT KAUR,Secondary School,31/03/2024,"AKAL ACADEMY THEH KALANDER, VILLAGE THEH KALANDER, POST OFFICE BEHAK KHAS, TEHSIL & DISTRICT FAZILKA (PUNJAB) - 152123 ,152123",",9875987333",KHEMSG@YAHOO.CO.IN,
1631030,AKAL ACADEMY TIBBER,MRS. GURVINDER KAUR,Senior Secondary,31/03/2021,"VPO TIBBER, TEHSIL & DISTT. GURDASPUR, PUNJAB-143529 ,143529","1874 ,01874253513",khemsg@yahoo.co.in,
1631020,AKAL ACADEMY UDDAT SAIDEWALA,MRS. GURJEET KAUR WALIA,Secondary School,31/03/2024,"UDDAT SAIDEWALA, VPO UDDAT SAIDEWALA, TEHSIL BUDHLADA, DISTT. MANSA (PUNJAB)-151503 ,151503","1652 ,9815988426",khemsg@yahoo.co.in,
1631367,AKAL ACADEMY VACHHOA,MRS. JATINDER KAUR,Secondary School,31/03/2024,"AKAL ACADEMY VACHHOA, P.O. VACHHOA, VIA CHETANPURA, TEHSIL AJNALA, DISTRICT AMRITSAR (PUNJAB) - 143606 ,143606",",9875987337",KHEMSG@YAHOO.CO.IN,
1631307,AKAL GALAXY CONVENT SCHOOL,MISS AMANPREET KAUR,Secondary School,31/03/2024,"VILL- SIDHUPUR, LOHIAN KHAS, DISTT- JALANDHAR ,144629",",01828222625",agcs.lohian@gmail.com,http://akalgroupofinstitutions.org
1630735,AKAL GALAXY CONVENT SCHOOL,Mona Ghai,Senior Secondary,31/03/2023,"VILL ALLADADCHACK , P.O. SARAIN JATTAN, TEHSIL SULTANPURLODHI , DITRICT KAPURTHALA ,144626","1828 ,293634",principal.akalgalaxy@yahoo.com,
1631340,AKAL JOT PUBLIC SENIOR SECONDARY SCHOOL,DR. JASPAL KAUR,Senior Secondary,31/03/2024,"OPP. GARG FILLING STATION, VILLAGE SHERGARH, DISTT. PATIALA (PUNJAB) ,147105",",9815301672",akaljt8@gmail.com,http://www.akaljotshergarh.in
1630815,AKAL SAHAI ACADEMY,Parveen Kumar,Secondary School,31/03/2021,"VILL: BHUTAL KALAN,SUNAM, LEHRAGARA, SANGRUR PUNJAB ,148031","1676 ,320213",singh-baldev@hotmail.com,
1631039,ALLIANCE INTERNATIONAL SCHOOL,MRS. ARUNA BHARDWAJ,Senior Secondary,31/03/2023,"CHD-PATIALA NATIONAL HIGHWAY ,SEC-8 RAM NAGAR NEAR BANUR ,140601",",01762-507888",allianceinternationalskool@gmail.com,http://www.ais.ac.in
1631176,ALPINE INTERNATIONAL PUBLIC SCHOOL,MRS. PARDEEP KAUR,Secondary School,31/03/2025,"VPO BHOLATH, KAPURTHALA ,144622","0181 ,01815050165",alpineaipsbholath@gmail.com,alpineinternationalpublicschool.in
1630089,ALPINE INTERNATIONAL SCHOOL,RAJESHWARI DHIR,Senior Secondary,31/03/2024,"DR. HIRA SINGH ROAD CIVIL LINES LUDHIANA PUNJAB ,141001","0161 ,2770372",ALPINESCHOOL2@GMAIL.COM,http://www.alpineints.com
1630678,ALPINE PUBLIC SCHOOL,MR. PAWAN THAKUR,Senior Secondary,31/03/2024,"NM COLLEGE ROAD, MANSA ,151505","1652 ,01652510188,",aps.mansa@gmail.com,http://apsmansa.com
1630592,ALPINE PUBLIC SCHOOL,MRS. KAVITA KAPOOR,Senior Secondary,31/03/2024,"PATIALA ROAD BHADSON NABHA ,147202","1765 ,0765260082",alpine_bhadson@yahoo.in,www.apsbhadson.com
1630137,ALPINE PUBLIC SCHOOL,PARMINDER KAUR TOOR,Senior Secondary,31/03/2024,"KAKRA ROAD BHAWANIGARH DT. SANGRUR PUNJAB ,148026","1672 ,272470",aromanarang@gmail.com,
1630958,"ALPINE PUBLIC SCHOOL,",KUSHA GUPTA,Secondary School,31/03/2023,"DHURI-BARNALA ROAD, VILLAGE KAKARWAL (DHURI) ,148024","1675 ,220177",alpinepublicschool7@gmail.com,http://www.apsdhuri.com
1630996,"ALPINE VALLEY PUBLIC SCHOOL, AKALIA",MR. IQBAL SINGH,Senior Secondary,31/03/2023,"VPO - AKLIA ,151510","1652 ,01652262365",alpinevalleyaklia@gmail.com,http://www.avpshoolaklia.com
1630050,AMARPURI PUBLIC SCHOOL,MRS. ANURADHA CHANDEL,Senior Secondary,31/03/2024,"SIRI GOINDWAL SAHIB DISTT TARN TARAN PUNJAB ,143422","0 ,9501356108",amarpuripublicschool@gmail.com,http://www.amarpuripublicschool.in
1630304,AMBIKA PUBLIC SCHOOL,Om Parkash sharma,Senior Secondary,31/03/2026,"VILL BADLI, BADALA ROAD TEH KHARAR DISTT ROPAR PUNJAB ,147001","0172 ,2725220",ambikacollege123@gmail.com,
1631149,AMERICAN SCHOOL,Rajinder Kaur,Secondary School,31/03/2023,"VEROWAL ROAD,VPO DHARAR,JANDIALA GURU ,143001","998 ,9988851756",americanschoolprincipal@gmail.com,
1630443,AMRIT INDO CANADIAN ACADEMY,JASKIRAN POONAM,Senior Secondary,31/03/2022,"VILL- LADIAN KHURD, DISTT LUDHIANA, PUNJAB 141008 ,141421","0161 ,6550181",amritindoca@yahoo.co.in,
1630247,AMRITSAR PUBLIC SCHOOL,GURPREET KAUR OBEROI,Senior Secondary,31/03/2025,"FOCAL POINT, G T ROAD AMRITSAR PUNJAB ,143001","91 ,7355544465",gurpreetoberoi98@gmail.com,
1630611,ANAND ISHER SR.SEC.PUBLIC SCHOOL,MR. BIPAN SETHI,Senior Secondary,31/03/2023,"V.P.O.CHHAPAR ,141204","1675 ,01675-240286,",anandisher@gmail.com,
1630098,ANAND PUBLIC SCHOOL,ARVINDER SINGH SEKHON,Senior Secondary,31/03/2023,"MANDI ROAD KAPURTHALA PUNJAB ,144601","1822 ,502801",aps_professional@yahoo.co.in,
1630552,ANAND SAGAR ACADEMY,Suman Sharma,Senior Secondary,31/03/2024,"KOIR SINGH WALA ,TEHSIL RAMPURAPHUL, BHATINDA ,151108","1651 ,253217",principalsuman@rediffmail.com,
1630565,ANEE'S SCHOOL,SUNIL KUMAR,Senior Secondary,31/03/2025,"SHIVJOT ENCLAVE KHARAR ROPAR ,140301","91 ,7527066621",anees.school@yahoo.com,www.aneesschool.com
1630868,ANEE'S SCHOOL,JITENDER SAXENA,Senior Secondary,31/03/2024,"SECTOR-69 MOHALI ,160062","91 ,9464644444",aneeschool.69@gmail.com,
1630326,ANGEL HEART CONVENT SCHOOL,MRS. HARWINDER KAUR,Senior Secondary,31/03/2024,"GOAL CHOWK DHARMKOT PUNJAB ,142042","1682 ,220118,220077",angelheartschool@yahoo.com,http://www.angelheartschool.com
1630192,ANGEL'S PUB SCHOOL,SHIVALIKA DHILLON,Senior Secondary,31/03/2022,"DALHOUSIE ROAD MAMUN CHOWK MAMUN PATHANKOT PUNJAB ,145001","0186 ,2347006",shivalikadhillon@angels-school.com,
1631231,ANGELS VALLEY SCHOOL,MRS. RUTH SHEFALI MALHOTRA,Secondary School,31/03/2026,"ANGELS VALLEY SCHOOL VILLAGE PABRI SIEL CHEMICAL ROAD RAJPURA ,140401",",9872633742,9779113742",angelsvalleyrajpura@gmail.com,http://www.angelsvalley.edu.in
1630837,ANGELS WLD SCHOOL,Deepika Sharma,Secondary School,31/03/2022,"VILLAGE BARHI MARAULI , P.O. MINDA ,KHARAR MINDA ROAD , TEHSIL CHAMKAUR SAHIB ,140101","91 ,7508140551",sharmadeep855@gmail.com,
1631217,ANGELS WORLD SCHOOL,Mrs.SATINDER KHURANA,Secondary School,31/03/2026,"MIRI PIRI ACADEMY ROAD CHHEHARTA AMRITSAR ,143105",",09501802168",angelworldschool2016@gmail.com,http://angelsworldschool.org
2630073,ANKUR SCHOOL,Rupinder Kaur,Senior Secondary,31/03/2023,"PANJAB UNIVERSITY CAMPUS SECTOR-14 CHANDIGARH ,160014","0172 ,2545792",rupin56@gmail.com,http://ankurschool.in
1630392,APEEJAY SCHOOL,MADHU SHARMA,Senior Secondary,31/03/2026,"RAMA MANDI HOISHARPUR ROAD JALLANDHAR PUNJAB ,144023","0181 ,2410253",prin.rmd.jln@apeejay.edu,http://www.doonglobalscho
