Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
3530177,ANGELS ACADEMY SCHOOL,RASHMI CHAUHAN ,Senior Secondary,31/03/2026,"LUXMI VIHAR BAHADRABAD HARIDWAR UTTARANCHAL ,249402","1334 ,248822",rashmichauhan257@gmail.com,
2133392,ANGELS PUBLIC SCHOOL,MRS. IRAM FATIMA,Senior Secondary,31/03/2023,"SARAI SHARMEEN, BEHIND S.D.M. COURT, SAMBHAL ,244302",",9837091137",angelspublicschool2016@gmail.com,
2131067,ANGLO VEDIC CONVENT SCHOOL,MANOJ KUMAR SHARMA,Senior Secondary,31/03/2024,"ISLAMNAGAR ROAD, BAHJOI, MORADABAD ,202410","0000 ,8881595591",mkavcs@gmail.com,http://www.xyz.com
3530323,ANOOP NEGI MEMORIAL PUBLIC SCHOOL,DEVENDRA SINGH RAWAT,Senior Secondary,31/03/2022,"GULABRAI, POST : RUDRAPRAYAG TEHSIL : RUDRAPAYAG ,246171","1364 ,233687",dsr.2000@rediffmail.com,
3530414,ANUNAAD PUBLIC SCHOOL,SUNITA RAWAT,Senior Secondary,31/03/2025,"CHAND PUR KHURD, HORAWALA ROAD ,248197","91 ,7579003101",sunitafsrawat01@gmail.com,http://www.ANUNAADPUBLICSCHOOL.COM
3530424,APEX ADVANCE STUDIES PUBLIC SCHOOL,MR.PARVEJ ALAM,Senior Secondary,31/03/2022,"VILL BHAGWANPUR CHANDANPUR ROORKEE ,247664","1332 ,01332251482,",apexroorkee@gmail.com,http://www.apeximt.org.in
2132446,APEX INTERNATIONAL SCHOOL,Mr. Manoj Kumar,Senior Secondary,31/03/2026,"P.O. KAZIPURA, KANTH ROAD,MORADABAD, UTTAR PRADESH-244001 ,244001",",09759100044",apexschoolmbd@gmail.com,
3530141,APOLLO INTERNATIONAL SCHOOL,MOHIT BANSAL,Senior Secondary,31/03/2023,"SHASTRADHARA ROAD DEHRADUN UTTARANCHAL ,240001","0135 ,2788451",mohitbansal38@gmail.com,
2131929,APS INTERNATIONAL SCHOOL,RAVINDER BHATT,Senior Secondary,31/03/2025,"BAREILLY MATHURA HIGHWAY, OPP. HPCL PETROL PUMP, BUDAUN ROAD, UJHANI ,263639","5832 ,262009",ravibatt.ind@gmail.com,
3530485,APS( ARDEN PROGRESSIVE SCHOOL),R MANOJ KUMAR,Senior Secondary,31/03/2022,"HALDWANI LAMACHAUR , SHIKSHA NAGAR, LAMACHAUR HALDWANI - 263139, DISTT- NAINITAL, UTTARAKHAND ,263139","5946 ,919639403111,",info@ardenlamachaur.com,
3530033,ARMY PUBLIC SCHOOL,RASHIM BHARGAVA,Senior Secondary,31/03/2023,"BEG CENTRE ROORKEE CANTT UTTARANCHAL ,247667","1332 ,274239",principal.aps1@gmail.com,http://www.srlce.com
3530051,ARMY PUBLIC SCHOOL,Mr. MRS. KJ Fotedar,Senior Secondary,31/03/2025,"ALEXANDRA LINES ALMORA UTTARANCHAL ,263601","05962 ,230769",apsalmora@gmail.com,http://www.apsalmora.com
3530054,ARMY PUBLIC SCHOOL,Mr. Vijay R Wilson,Senior Secondary,31/03/2025,"RAIWALA CANTT DISTT DEHRADUN UTTARANCHAL ,249205","0135 ,2121629",asraiwala@bsnl.in,
3530019,ARMY PUBLIC SCHOOL,MRS SHAILAJA BEHL,Senior Secondary,31/03/2025,"CLEMENT TOWN DEHRADUN UTTARANCHAL ,248002","01275 ,643584",srlcebhiwani@gmail.com,http://www.srlce.com
3530021,ARMY PUBLIC SCHOOL,MR KAMLESH JOSHI,Senior Secondary,31/03/2025,"NEAR RANIKHET CLUB, RANIKHET, UTTARANCHAL-263645 ,263645",",267",,
3530016,ARMY PUBLIC SCHOOL,MALINI SHARMA,Senior Secondary,31/03/2025,"HEMPUR P O R T C HEMPUR NAINITAL DISTT UTTARANCHAL ,244716",",",niithld@hotmail.com,
2130129,ARMY PUBLIC SCHOOL,DR MRS REETA GUPTA,Senior Secondary,31/03/2025,"MEERUT CANTT. UTTAR PRADESH ,250001","0121 ,2662066",army_school@indiatimes.com,www.apsmeerut.com
3530047,ARMY PUBLIC SCHOOL LANSDOWNE,MS. VASUNDHARA MAIKOTI,Senior Secondary,31/03/2025,"LANSDOWNE DISTT. PAURI GARHWAL UTTARANCHAL ,246155","01275 ,228",srlcebhiwani@gmail.com,http://www.srlce.com
3530560,ARMY PUBLIC SCHOOL NO.2,SANDEEP PANT,Senior Secondary,31/03/2024,"ROORKEE, DISTT HARIDWAR-244667 (UTTARAKHAND) ,247667",",2203",,
3530215,"ARMY PUBLIC SCHOOL,",MR GEORGE MO,Senior Secondary,31/03/2025,"BIRPUR (UA) DEHRADUN, UTTRANCHAL ,248141","0135 ,2702220",srlcebhiwani@gmail.com,http://www.srlce.com
2133235,ARYA ACADEMY INTERNATIONAL SCHOOL,MRS. SONIKA RANI,Secondary School,31/03/2022,"A TO Z ROAD NEAR GREEN ESTATE ,251001",",01312621716",aaisedumzn@gmail.com,http://www.aaisedu.com
3530190,ARYAMAN VIKRAM BIRLA INSTITUTE OF LEARNING,MR. PINDERJEET SINGH CHEEMA,Senior Secondary,31/03/2025,"RAJA RANI VIHAR, PO ANANDPUR, HALDWANI NAINITAL, UTTARAKAHAND ,263139","0594 ,05946297788",principal@avbil.net,www.avbil.net
3530564,ARYAN HERITAGE SCHOOL,MRS. ANUSYA TYAGI,Secondary School,31/03/2022,"VILLAGE ANNEKI HETTAM PUR HARIDWAR ,249403",",9897606800",aryanheritageschool@gmail.com,http://www.aryanheritageschool.com
2131360,ARYAN INTERNATIONAL PUBLIC SCHOOL,Manoj Chauhan,Senior Secondary,31/03/2022,"GARHI ROAD, JANSATH, MUZAFFAR NAGAR, ,251314","0139 ,6296404",aryanips2011@gmail.com,
2131753,ARYAN INTERNATIONAL SCHOOL,RUCHI GUPTA,Senior Secondary,31/03/2023,"NAKUR ROAD, AMBEHTY, AMBETHA, NAKUR ,247340","1331 ,225500",infoaryanschool753@gmail.com,http://www.aryanschool.in
2131897,ARYANS INTERNATIONAL SCHOOL,Hemant Kumar Jha,Senior Secondary,31/03/2025,"BUDDHI VIHAR , PLOT NO :HS-1 PHASE-1 SECTOR-2 KHUSALPUR ROAD ,244001","0591 ,2487999",hemant.principal@gmail.com,http://www.aryansinternationalschool.in
2132885,ARYAVRAT ACADEMY,Mrs.Madhu bala,Secondary School,31/03/2020,"VILL-BILASPUR,POST-KHERA MUGAL,TEHSIL-DEOBAND,DIST-SAHARANPUR(U.P.) ,247551","5944 ,9627269667",anuj.singh909a.s@gmail.com,
3530513,ASCENT PUBLIC SCHOOL,MR. SHRIPRAKASH MISHRA,Senior Secondary,31/03/2023,"VILLAGE- PURANPUR NAINWAL, LAMACHARU ,263139",",8218843301",aps.hld@gmail.com,http://www.apshaldwani.com
2130963,ASHA MODERN INTERNATIONAL SCHOOL,SEEMAA SEINGH,Senior Secondary,31/03/2023,"3.5 KM ,JANTA ROAD, DISTT SAHARANPUR, UTTAR PRADESH ,247001","91 ,9412743400",seemaaseingh@gmail.com,
2130003,ASHA MODERN SCHOOL,DR. DIVYA JAIN,Senior Secondary,31/03/2025,"CIVIL LINES SAHARANPUR UTTAR PRADESH ,247001","0132 ,8936992020",ashamodernschool@yahoo.in,www.ashamodernschool.in
2131363,ASM MODERN ACADEMY,ABHA RASTOGI,Senior Secondary,31/03/2022,"VILL.-KHATA, P.O.- PAPSRA, JYOTIBA PHULE NAGAR ,244222","5922 ,0000",asmma2008@gmail.com,
2132983,ATHENIA HIGH SCHOOL,MR. ASHOK KUMAR,Senior Secondary,31/03/2023,"VILLAGE MOHIUDDINPUR, NAVADA TIVAYA ROAD ,247001",",9897545421",atheniahigh@gmail.com,https://www.athenia.in/
3530373,AURUM THE GLOBAL SCHOOL,MRS. ASHU PANT,Senior Secondary,31/03/2023,"CANAL ROAD TIKONIA HALDWANI ,263139","0594 ,9719196096",manipushpakjoshi@gmail.com,www.aurumschool.com
3530568,B B V M PUBLIC SCHOOL,Mr. DHIRENDRA KUMAR JOSHI,Secondary School,31/03/2023,"VILL KISHANPUR SAKULIYA PO MOTAHALDU ,263139",",919410589964",bbvmpschool85@gmail.com,www.bbvmpublicschool.org
2132201,B.D.PUBLIC SCHOOL,MRS. POONAM TOMAR,Senior Secondary,31/03/2024,"VPO. BABAIL BUZURG SAHARANPUR-247001 ,247001","0132 ,2790359",bdpublicschoolsre@gmail.com,http://bdpublicschool.in/
2130987,B.R.B. MODEL SCHOOL,Sanjeev Singh Rathore,Senior Secondary,31/03/2023,"KHERA BUJURAG, NEAR HAR PRASAD MANDIR, BAREILLY ROAD, BADAUN ,243601","91 ,7055479999",sanvan_r@yahoo.co.uk,http://www.xyz.com
2132481,B.S.M GLOBAL SCHOOL,Chandra Pal Singh,Secondary School,31/03/2025,"DELHI HIGHWAY JANDHARI RAILWAY CROSSING VILLAGE JANDHERI , TEHIL RAMPUR DIST. SAHARANPUR ,247001","91 ,9639083768",pundircp@gmail.com,
2132173,BABA INTERNATIONAL SCHOOL,MR. V.P. SINGH,Senior Secondary,31/03/2026,"GRAM-RAIPUR BUZURG,BILSI,BADAUN,UP ,243633","5833 ,05833251045",babainternationalschoolbilsi@gmail.com,http://www.babainternationalschool.com
2130950,BAHMAN PUBLIC SCHOOL,IBNEY ABBAS ,Senior Secondary,31/03/2019,"SAMBHAL MORADABAD ROAD, DISTT MORADABAD,UTTAR PRADESH-244301 ,244301","5923 ,223204",ibneyabbas@rediffmail.com,
2133635,BAJAJ INTERNATIONAL SCHOOL,MRS. SUSHMA BAJAJ,Senior Secondary,31/03/2024,"NEAR ESI HOSPITAL, NEW SHARDA NAGAR ,247001",",8006014000",bajajinternational34@gmail.com,bajajinternationalschool.in
3530100,BAL BHARATI SCHOOL,G S RAWAT,Senior Secondary,31/03/2026,"MOTADHAK PO PADAMPUR MATADHAK TEH.KOTDWARA PAURI GARHWAL UTTARANCHAL ,246191","0138 ,2241374",girishrawat26@gmail.com,
3530080,BAL BHARTI SR SEC SCHOOL,SUKHVIR SINGH,Senior Secondary,31/03/2018,"SECTOR 4 BHEL RANIPUR HARDWAR UTTARANCHAL ,241940","0133 ,285263",emb_bbsss464@yahoo.com,
3530072,BAL MANDIR SEC SCHOOL,K N PANDEY,Senior Secondary,31/03/2023,"SECTOR-I BHEL RANIPUR HARDWAR UTTARANCHAL ,249403","1334 ,285383",pandeyknemb@gmail.com,
2130353,BAL VIDYA MANDIR,MR. ROY MON GEORGE,Senior Secondary,31/03/2024,"ALAM SARAI SAMBHAL DISTT MORADABAD UTTAR PRADESH ,244302","5923 ,05923230209",bvm_ssschool@yahoo.com,http://www.balvidyamandir-sambhal.com
3530504,BALDEV SINGH INTER COLLEGE,MR. PRASHAR TYAGI,Senior Secondary,31/03/2022,"THAKURDWARA ROAD,JASPUR,UDHAMSINGHNAGAR UTTARAKHAND ,244712","5947 ,9927113821,",bsic.jaspur@gmail.com,
3530365,BALUNI PUBLIC SCHOOL,B C Khanduri,Senior Secondary,31/03/2023,"TILWARI, VIKAS NAGAR DEHRADUN ,248007","0135 ,7088963111",bckhanduri2010@gmail.com,
2131627,BALUNI PUBLIC SCHOOL,Dr.Anurag,Senior Secondary,31/03/2023,"CAMPUS TALLA MOTADAK NAJIBABAD DISTT.-BIJNORUP ,246763","1382 ,211318",principal.bpskotdwar@gmail.com,
2132913,BALWANTI DEVI ACADEMY,MRS. ANJU VISHWAKARMA,Senior Secondary,31/03/2022,"SATHERI, PO - BITAWADHA ,251309",",09412540072,",bdasatheri@gmail.com,http://www.balwantideviacademy.com
3530546,BANJARAWALA DEHRA PUBLIC INTER COLLEGE,MR. SUDHIR,Senior Secondary,31/03/2022,"BANJARAWALA KARGI ROAD DEHRADUN UTTARAKHAND ,248001",",7579469882",dpic98@gmail.com,
3530237,BDM SCHOOL,sanjay garg,Senior Secondary,31/03/2014,"1164 RAM BAGH, DEHRADUN ROAD, HERBERTPUR, DEHRADUN, UTTARKHAND ,248142","1360 ,258000",bdm.school@ymail.com,http://www.bdmschool.com
3530013,BEER SHEBA SR SEC SCHOOL,DR. G. S. MEHRA,Senior Secondary,31/03/2024,"CIVIL LINES HALDWANI NAINITAL DISTT UTTARANCHAL ,263139","5946 ,05946223030",beershebaschool_hld@rediffmail.com,http://www.beersheba.ac.in
3530131,BEERSHEBA SCHOOL,Mrs. Preeti Pandey,Senior Secondary,31/03/2023,"BHAWANI DUTT PARISHAR HIRA DUNGRI ALMORA UTTARANCHAL ,248001","5962 ,6396569566",beersheba_s@rediffmail.com,http://www.klesociety.org
3530110,BEERSHEEBA PUBLIC SCHOOL,NAYAN PRABHA KACKER,Senior Secondary,31/03/2022,"SIROLI KALAN KICHHA US NAGAR UTTARANCHAL ,834009","5944 ,264496",nayanprabha2014@gmail.com,
3530584,BEERSHIVA PUBLIC SCHOOL CHAKHUTIA,MR. MUKESH CHANDRA PANDEY,Secondary School,31/03/2023,"VILLAGE CHINONI, CHAKHUTIA ,263601",",05966220928",beershiva05school@gmail.com,www.beershiva.co.in
2131586,BENISON SCHOOL,NARENDRA DEO SHARMA ,Senior Secondary,31/03/2023,"INDERPUR ROAD, DEOBAND,SAHARANPUR-247554(UP) ,247554","1336 ,9319865623",narendras170@gmail.com,http://www.benisonschool.co.in
3530179,BHAGIRATHI VIDYALAYA,PUSHPA KOTWANI,Senior Secondary,31/03/2025,"PO HARIPUR KALAN RAIWALA DISTT DEHRADUN UTTARANCHAL ,249205","0135 ,2485134",bhagirathividyalaya@smgi.edu.in,
2131191,BHAGWANT PUBLIC SCHOOL,ROYMON V C,Senior Secondary,31/03/2025,"CHANDPUR, DISTT. BIJNOR ,246721","0134 ,5223205",r.valayath@gmail.com,
3530271,BHARATIYA ACADEMY,MRS. NIRUPMA,Senior Secondary,31/03/2025,"SONI FOUNDATION TRUST BHARATIYA ACADEMY VILLAGE TANSHIPUR POST ROORKEE-247667 DISTT- HARIDWAR UTTARAKHAND ,247667","1332 ,09410148236",sft2ster@gmail.com,www.bharatiyaacademy.com
3530356,BHARTIYAM INTERNATIONAL SCHOOL,RAJESH SHARMA,Senior Secondary,31/03/2023,"VILLAGE RAMESHWARPUR, LALPUR, DISTT UDHAM SINGH NAGAR, UTTARAKHAND ,263148","5944 ,8475812345",RAJESH@BHARTIYAMINTERNATIONALSCHOOL.COM,http://www.bhartiyaminternationalschool.com
2132186,BHASHKAR INTERNATIONAL SCHOOL,MRS. ANJU SHARMA,Senior Secondary,31/03/2024,"9TH MILE STONE SHAMLI KAIRANA ROAD ,247774","1398 ,266118,",bhaskarinternationalschool@gmail.com,http://www.bhashkarschool.in
2131194,BIJNOR PUBLIC SCHOOL,SANJEEV KUMAR RATHI,Senior Secondary,31/03/2025,"NAJIBABAD ROAD, BIJNOR, U.P. ,246701","1342 ,255114",dr.sanjeevkumarrathi@gmail.com,
2132478,BILAL PUBLIC SCHOOL,Mr. Zaid Hussain,Secondary School,31/03/2025,"ZAHOOR NAGAR UJHARI ,244242","0479 ,8449433860",zaidhussain042@gmail.com,
2131928,BILL CLINTON SCHOOL,Sansar Pal Singh,Senior Secondary,31/03/2025,"RAMRATI EDUCATION COMPLEX, RAMPUR MANIHARAN, SAHARANPUR, UTTAR PRADESH ,247451","1336 ,252875",principal.bcs06@gmail.com,http://www.billclintonschool.com
3530600,BIRLA OPEN MINDS INTERNATIONAL SCHOOL,MRS. ANITA SAINI,Senior Secondary,31/03/2024,"SIHNIWALA, SHIMLA ROAD, P.O. SHERPUR ,248197",",01352693407",vc@sce.org.in,www.birlaopenmindsdehradun.org
3530012,BIRLA VIDYA MANDIR,MR. ANIL KUMAR SHARMA,Senior Secondary,31/03/2024,"NAINITAL UTTARANCHAL ,263001","5942 ,236879",info@birlavidyamandir.com,http://www.birlavidyamandir.com
3530343,BLM ACADEMY,Mrs. Gayatri Kanwar,Senior Secondary,31/03/2023,"PADAMPUR DEVALIA,GORA PARAO, HALDWANI, ,263139","5946 ,232010",blma.principal@gmail.com,http://www.blmacademy.com
2130852,BLOOMING DALE SCHOOL,Asha Singh,Secondary School,31/03/2010,"SHYAM NAGAR BAREILLY MATHURA ROAD BADAIUN UTTAR PRADESH ,243601","0532 ,01342-265410,265341",bhagwantpublicschool@yahoo.com,
2133625,BLOOMING DALE SCHOOL,MR. ANIL KUMAR SINGH,Secondary School,31/03/2024,"DATAGANJ BAREILLY ROAD BADAUN UTTAR PRADESH ,243635",",8410800000",bloomsschool2019@gmail.com,http://www.bloomsdataganj.com
2130639,BLOOMING DALE'S MODERN SCHOOL,PANKAJ LOHANI,Senior Secondary,31/03/2025,"VILLAGE DIBDIBA KASHIPUR ROAD DISTT RAMPUR UTTAR PRADESH ,244923","5944 ,243641",pankaj.lohani88@gmail.com,
2130868,BLOOMING DALES SCHOOL,Naveen Chandra Pathak,Senior Secondary,31/03/2022,"SHYAM NAGAR BAREILLY MATHURA ROAD BADAUN UTTAR PRADESH ,243601","5832 ,222222",bloomingdale_2005@yahoo.co.in,www.bloomingdaleschool.in
2132873,BLOOMING FLOWERS ENGLISH SCHOOL,Mr.ANIL KUMAR SHARMA,Secondary School,31/03/2025,"VILLAGE KUDHOLI POST BISAULI DISTT BADAUN ,202520",",9528612646",bloomingflowers189@gmail.com,
3530117,BLOOMING VALE PUB SCHOOL,REKHA GAUR,Secondary School,31/03/2025,"GARI GHAT KOTDWARA PAURI GARHWAL UTTARANCHAL ,246149","1382 ,223302",rekhagaur66@gmail.com,
2130998,BLUE BIRDS INTERNATIONAL SCHOOL,SANDHYA GUPTA,Senior Secondary,31/03/2023,"AMROHA ROAD, NEAR CHADDA SUGAR FACTORY ,244231","5924 ,275522",bbisrahul@gmail.com,http://www.bluebirds.co.in
3530517,BMDAV PUBLIC SCHOOL,MRS. LEENA BHATIA,Senior Secondary,31/03/2023,"VEDIC MOHAN ASHRAM, BHUPATWALA ,249410",",01334260342",bmdavharidwar@gmail.com,http://www.bmdavharidwar.org
3530431,BML MUNJAL GREEN MEDOWS SCHOOL,KALA NAGARKOTI,Senior Secondary,31/03/2026,",249402","1334 ,9358194141",principal@bmlgreenmedows.com,http://www.bmlgreenmedows.com
2131437,BONNE ANNE PUBLIC SCHOOL,SUNITA BHATNAGAR,Senior Secondary,31/03/2024,"CIVIL LINES NEAR INCOME TAX OFFICE MORADABAD ,244001","0591 ,2428479",principalbaps@gmail.com,
2132897,BPS PUBLIC SCHOOL,KUSUM SHAH,Secondary School,31/03/2025,"SHARDA ENCLAVE, BHURANI ROAD, DIBDIBA ,244923","5944 ,605028",BPMPSCHOOL@REDIFFMAIL.COM,http://www.bpmpschool.in
2130558,BRAHAMDUTT SARASWATI VIDYA MANDIR,RAJEEV KUMAR,Senior Secondary,31/03/2023,"BILASPUR DISTT RAMPUR UTTAR PRADESH ,244921","0595 ,2412157",rdhillon1218@gmail.com,
