Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
1030931,AGARWAL INTERNATIONAL PUBLIC SCHOOL,MR. SANDEEP LIMAYE,Senior Secondary,31/03/2022,"PLOT NO. 92, KASBA AHMEDPUR, TEHSIL VIDISHA, DISTRICT VIDISHA 464001(M.P.) ,464001","7592 ,07592243700,",agarwalips@rediffmail.com,http://www.agarwalinternationalvidisha.co.in
1030084,AGARWAL PUBLIC SCHOOL,Vandana Ojha,Senior Secondary,31/03/2023,"BICHOLI MARDANA ROAD INDORE MADHYA PRADESH ,452020","731 ,4212666",info@apsindore.com,
1030407,AGRAWAL ACADEMY,Ajay Shanker Sharma,Senior Secondary,31/03/2024,"VIDISHA SANCHI ROAD ,464661","0000 ,8349545340",ajayshanker.sharma@yahoo.com,http://www.agarwalacademy.com
1030278,AGRAWAL JUNIOR COLLEGE,mrs.sunita ahlawat,Senior Secondary,31/03/2017,"UJJAIN BYE PASS CHOURAHA, DISTT DEWAS, MADHYA PRADESH ,453331","009712 ,01745274272",pratap_public_school@hotmail.com,http://www.pratappublicschool.com
1031174,AGRAWAL PUBLIC SCHOOL,MR. PARITOSH ROY,Secondary School,31/03/2024,"NIWALI ROAD, VILLAGE PALSOOD, TEHSIL - RAJPUR, DIST. BADWANI PIN CODE 451447 (M.P.) ,451447",",9993539859",aps1662018@gmail.com,www.apspalsood.com
1030988,AHLCON HEIGHTS INTERNATIONAL SCHOOL,MRS. TRIPTI,Senior Secondary,31/03/2022,"PATKUI-BARARU ROAD,BARARU,SAGAR(M.P.) ,470001","7582 ,07582289301",ahlconsagar@gmail.com,http://www.ahlconsagar.com
1031055,AIM WIN ACADEMY,MISS ARCHANA TIWARI,Senior Secondary,31/03/2023,"SEC-E SUDAMA NAGAR, HUKMAKHEDI, NEAR NAANI MAA DHARAMSHALA, CAT ROAD, INDORE ,452013",",07314932740",aimwinacademy.indore@gmail.com,http://www.aimwinacademy.com
1030757,AJAY SATYA PRAKASH PUBLIC SCHOOL,SMITA N DAVID,Senior Secondary,31/03/2024,"MOUZA KEWLARI R.I. CIRCLE MAHARAJPUR TEHSIL PANAGAR , DISTRICT JABALPUR ,483220","0761 ,2350211",davidsmita@gmail.com,
1030082,AJMERA MUKESH NEMICHAND BHAI ENGLISH MEDIUM SCHOOL,SHYAMALI,Senior Secondary,31/03/2025,"SCHEME NO.54 A B ROAD INDORE MADHYA PRADESH ,452010","0731 ,2557275",dr.shyamali.chatterjee@gmail.com,
1030577,AKSHAT INTERNATIONAL SCHOOL,POOJA SHARMA,Senior Secondary,31/03/2022,"LALPUR, NAGZIRI, DEWAS ROAD, UJJAIN ,456010","0734 ,2525909",akshatinternationalujjain@gmail.com,
1030964,AKSHAY ACADEMY,MR. G.K. PRAJAPATI,Senior Secondary,31/03/2025,"36, KUMHAR KHADI, KILA MAIDAN ROAD ,452015",",07312424222",akshayacademyind@rediffmail.com,http://www.akshayacademyindore.com
1030192,ALL SAINTS SCHOOL,MR. P N DUBEY,Senior Secondary,31/03/2024,"GANDHI NAGAR BHOPAL MADHYA PRADESH ,462036","0755 ,07552528644",kzbia@yahoo.co.in,http://www.allsaintscbse.in
1030548,ALLEGIANCE ACADEMY,Yogendra katare,Senior Secondary,31/03/2022,"7 SURDAS COMPLEX, OPP. GAYATRI COLONY, KUKSHI DISTT DHAR ,454331","7297 ,244601",katareyogendra02@gmail.com,
1031045,ALOK INTERNATIONAL SCHOOL,DR. PREETI GUPTA,Senior Secondary,31/03/2023,"BEHIND AIR STRIP, DEWAS ROAD, UJJAIN ,456664",",07344050823",aisujjain01@gmail.com,http://www.aisujjain.in
1030960,ALPHA INTERNATIONAL SCHOOL,MR. SHYAMDAS BANDYOPADHYAY,Senior Secondary,31/03/2022,"GAROTH ROAD, NEAR CHOUDHARY PUMP, SHAMGARH ,458883","91 ,7773835000,",alphainternationalshamgarh@gmail.com,http://www.alphainternationalshamgarh.com
1030828,ALPINE ACADEMY,BASANTI DEVI BISHT,Senior Secondary,31/03/2025,"SCH. NO.97, PART-4, SLICE-3, IGYAN NAGAR, ANNAPURNA ROAD, INDORE ,452012","0731 ,4074211",basantibisht05@gamil.com,
1030087,AMAR PUBLIC SCHOOL,Rakendra Singh Chauhan,Senior Secondary,31/03/2022,"THATIPUR, GWALIOR, MADHYA PRADESH -474 011. ,474011","0751 ,4041208",50042@cbseshiksha.in,http:/www.pdpschool.com
1031189,AMI SHISHU MANDIR,MRS. KARUNA KHARE,Senior Secondary,31/03/2024,"JAL VIHAR PHOOL BAGH MOTIMAHAL ROAD ,474001",",07512456320",amishishumandir@gmail.com,www.amishishumandir.com
1031073,AMITY INTERNATIONAL SCHOOL,MRS. MANJU SINGH,Senior Secondary,31/03/2024,"MAHARAJPURA, AIRPORT ROAD GWALIOR ,474020",",07512496702",principal@aisgwa.amity.edu,https://www.amity.edu/ais/gwalior/
1030173,AMMAR BAUGH-E-NOUNIHAL HIGHER SECONDARY SCHOOL,Husain Saher,Senior Secondary,31/03/2024,"50 CHATTRI BAUGH, DISTT INDORE MADHYA PRADESH ,452002","0731 ,2343602",husain2159@gmail.com,
1031236,AMRIT VIDYA PIT,Dr. A.P. TIWARI,Senior Secondary,02/03/2023,"VINDHYANAGAR DISTT-SINGRAULI ,486886",",9926770125",avpbedcollege2008@gmail.com,www.amritvidyapit.co.in
1030693,ANAMAY HIGHER SECONDARY SCHOOL,MONIKA KARDILE,Senior Secondary,31/03/2024,"NEAR SUN CITY 2, AB ROAD DEWAS, ,455001","7272 ,259258",Principal@anamayschool.com,
1030276,ANAND VIHAR SCHOOL,SHAILESH ZOPE,Senior Secondary,31/03/2025,"TULSI NAGAR BHOPAL MADHYA PRADESH ,462003","0755 ,2552792",zope.s3003@gmail.com,
1030485,ANANT UTSAV SCHOOL,DEEPTI SARAN,Senior Secondary,31/03/2026,"ANANT UTSAV SCHOOL VILLAGE-SIMRAI NH-12 OPP-NAHAR SPINING MILL HOSANGABAD ROAD DISTT- RAISEN (M.P) ,464994","7480 ,205075",deeptisaransxn20@gmail.com,
1031204,ANGEL PARADISE PUBLIC SCHOOL,MRS. ANITA PRATAP MULIK,Secondary School,31/03/2024,"ANGEL PARADISE PUBLIC SCHOOL CHANCHODA ROAD BINAGANJ GUNA M.P. ,473115",",07546240120",angelparadise2016@gmail.com,www.angelparadisepublicschool.com
1030561,ANGEL'S ABODE PUBLIC SCHOOL,Ashu Mishra,Senior Secondary,31/03/2026,"GRAM BADAGAON KHURD ,472001","7683 ,9993283747",angelsabodetikamgarh@hotmail.com,
1030709,ANGELS PLANET SCHOOL,JASMEET AUR SAHNI,Senior Secondary,31/03/2026,"GRAM BHANDARIYA, HARSUD ROAD, KHANDWA (M.P.) ,450001","0733 ,8989423802",sahnibatteries@gmail.com,http://www.angelsplanet.org
1030357,ANJAD PUBLIC HIGHER SECONDARY SCHOOL,MADHVI VERMA,Senior Secondary,31/03/2026,"THIKARI ROAD, ANJAR, DISTT BADWANI, MADHYA PRADESH ,451556","7284 ,251185",mads.hnb@yahoo.com,
1030318,ANNIE BESANT SCHOOL,MOHIT YADAV,Senior Secondary,31/03/2025,"48-49, PRECANCO COLONY, ANNAPURNA ROAD INDORE ,452009","0731 ,2484034",mohit@anniebesant.co.in,
1030593,ANSHUL VIDHYA MANDIR,MRS. TRAPTI BISWAS,Senior Secondary,31/03/2025,"VRANDAVANDHAM, BAGH ROAD, JOBAT DISTT JHABUA ,457990","0 ,7747952585",anshulvidyamandir18@gmail.com,www.anshulvidhyamandir.com
1030837,ANU PUBLIC SCHOOL,MR. PRAMOD NAIR,Secondary School,31/03/2024,"ANU NAGAR, THANDLA ,457777","7390 ,7898957407",anuthandla@gmail.com,
1030667,ANUSUIYA SCHOOL,MRS. RATNA SHARMA,Senior Secondary,31/03/2025,"KHASRA NO. 277/4, VILLAGE DAKACHYA , RAILWAY STATION ROAD, OPP. ITC SOYA PLANT, TEHSIL SANWER,DIST. INDORE(MP) ,453771","0731 ,7389831777",anusuiyaschoolprincipal@gmail.com,www.anusuiyaschool.in
1031193,APEX ACADEMY,MRS. NEHA SHRIVASTAV,Secondary School,31/03/2024,"PRATHVIPUR ABDUL KALAM AZAAD WARD 4 PRATHVIPUR TIKAMGARH MADHYA PRADESH BHARAT ,472336",",7587666598",apexacademy2019@gmail.com,WWW.APEXACADEMYSCHOOL.COM
1031230,ARGUTA INTERNATIONAL SCHOOL,MRS. SHIVANI DOKHALE,Secondary School,31/03/2024,"VILLAGE RAMGARH, BICHOLI MARDANA ROAD, OFF BY PASS ,452016",",07314935664",amreshdubey02@gmail.com,www.argutainternationalschool.com
1030998,ARIHANT PUBLIC SCHOOL,Mr.Bardhman Kumar Jain,Secondary School,31/03/2025,"KUNWARPURA, TIKAMGARH (M.P.) ,472001",",07683242592",arihantpublicschool@gmail.com,
1030019,ARMY PUBLIC SCHOOL,JYOTI DUBEY,Senior Secondary,31/03/2023,"KORE GAON, DISTT SAGAR CANTT, MADHYA PRADESH ,470001","7582 ,240119",jyotidubeysagar@gmail.com,
1030442,ARUNACHAL PUBLIC SCHOOL,Mrs. Neetu Singh,Senior Secondary,31/03/2022,"SEER DEEWAN, DISTT SEONI, MADHYA PRADESH ,480661","0769 ,223881",aps_seoni@yahoo.in,
1031016,ARWACHIN INDIA SCHOOL FOR HOLISTIC LEARNING,MR. UJJWAL DUTTA,Senior Secondary,31/03/2023,"70/3, BADA BUJURG, NEAR TAPTI HOSPITAL, BURHANPUR, MADHYA PRADESH ,450331",",09111567888",arwachinindia@gmail.com,http://www.arwachinindia.com
1030921,ARYAN SCHOOL OF SANSKAR,ANJALI GUPTA,Secondary School,31/03/2025,"PLOT NO 1291, GRAM DHANELI, NEAR GANESHPURA BAGIA, MORAR, GWALIOR ,474006","0751 ,4036009",anilvasal7@gmail.com,http://www.aryansanskarschool.org
1030820,ASASHAS SARAFA VIDYA NIKETAN HR. SECONDARY SCHOOL,ALOK DAVE,Senior Secondary,31/03/2023,"M.O.G. LINES INDORE OPP. SHRI VAISHNAV POLY. TECH. COLLEGE, INDORE ,452001","0731 ,2341016",dave.alok@ymail.com,
1031003,ASHOKA GLOBAL SCHOOL AMBAH,MR. RAJEEV LOCHAN SHARMA,Senior Secondary,31/03/2024,"POOTH ROAD AMBAH ,476111",",9109997715",ashokaglobalschoolambah@gmail.com,http://www.ashokaglobalschool.com
1030393,ASHOKA HALL JUNIOR HIGH SCHOOL,SHAILLY PILLAI,Senior Secondary,31/03/2023,"NEAR WATER TANK, SHIV NAGAR, DAMOH NAKA, DISTT & TEHSIL - JABALPUR, MADHYA PRADESH ,482002","0761 ,4031719",she1623@gmail.com,
1031221,ASHOKA INTERNATIONAL PUBLIC SCHOOL,MR. RIYAJ MOHAMMAD,Secondary School,31/03/2024,"PIPROLI CHIRVAI NAKA ,475001",",0751",ashokacbse01@gmail.com,ashokainternationalpublicschool.com
1030433,ASIA PACIFIC INTERNATIONAL SCHOOL,SUCHITRA DUTT,Senior Secondary,31/03/2024,"VILL. KANKARIYA, SEMRI-MISROD BYE PASS, NEAR BAIRAGARH CHICHLI KOLAR ROAD, TEH-HUZUR, DISTT. BHOPAL, M.P.462042 ,462042","0755 ,2879377",principal@asiapacificschool.com,
1030759,ASNANI SCHOOL,DR. BHAVANA GUPTA,Senior Secondary,31/03/2026,"KATARA, OFF. HOSHANGABAD ROAD, BAGHMUGALIA, NEAR PEBBLE BAY ,462043","0755 ,07556545914",principal@asnanischool.edu.in,http://www.asnanischool.edu.in
1030928,AWADH PRABHA VIDYA PEETH AN ENGLISH MEDIUM SCHOOL,MRS. DOLLY KHARE,Senior Secondary,31/03/2022,"BINA ROAD BESRA MALTHONE ,470441","7581 ,07581271404,",bkp.ashish@gmail.com,http://www.apvp.co.in
1030074,B H E L VIKRAM HIGHER SECONDARY SCHOOL,V VIJAYAKUMAR,Senior Secondary,31/03/2025,"BHEL PIPLANI BHOPAL MADHYA PRADESH ,462021","0755 ,2502707",vijaykumarvenu@yahoo.com,
1030371,B.C.M. PROMINENT SCHOOL,MAHAK CHOUDHARY,Secondary School,31/03/2026,"2, SAKARKUWA, RAJODA ROAD, DEWAS, MADHYA PRADESH ,455001","7272 ,225174",choudhary.mahak@yahoo.com,
1030890,B.P.CHILDREN PUBLIC SCHOOL,RAKHEE  NAGAR,Secondary School,31/03/2024,"SURVEY NO.601/1/2 VILLAGE JAMBUDI HAPSI TEHSIL HATOD DISTRCT INDORE ,452005","0731 ,6546540",Rakhee03nagar@gmail.com,http://www.bpchildrenschool.edu
1031042,BACHPAN PLAY PUBLIC SCHOOL,DR. U. T. BAGDE,Secondary School,31/03/2023,"AT BINEKI KEOLARI NEAR AWAS COLONY ,480994",",07694233315",bachpanppschool@gmail.com,http://www.bachpanplayschool.co.in
1031125,BAL BHARATI PUBLIC SCHOOL,DR. NEERU TALWAR,Secondary School,31/03/2023,"BAL BHARATI PUBLIC SCHOOL,NTPC SELDA TOWNSHIP,VILLAGE SELDA,POST KHEDI BUJURG ,451001",",9312633017",ntalwarbbps@gmail.com,www.bbpskhargone.org
1030801,BAL BHARATI PUBLIC SCHOOL,MR. HITESH TIWARI,Senior Secondary,31/03/2023,"MOSER BAER POWER (MP) LIMITED, VILLAGE & POST JAITHARI, DIST ANUPPUR ,484330","91 ,8435002663",bbpsmbanuppur@yahoo.com,http://www.bbpsapr.org
1030459,BAL BHARATI PUBLIC SCHOOL,SUBHASH GARGE,Senior Secondary,31/03/2026,"RATIBAD ROAD, NEELBAD P.O. SURAJ NAGAR, BHOPAL ,462044","0755 ,2896288",subhashgarge@gmail.com,
1030068,BAL BHARATI PUBLIC SCHOOL,KULDEEP SINGH,Senior Secondary,31/03/2025,"NISHANTPURA (COACH REPAIR WORKSHOP) BHOPAL MADHYA PRADESH ,462001","0755 ,2730206",klsingh2010@gmail.com,
1031133,BAL BHARATI PUBLIC SCHOOL NTPC GADARWARA,MRS. GEETA BHARDWAJ,Secondary School,31/03/2023,"NTPC PO GANGAI PS DONGARGAON TEHSIL GADARWARA DISTRICT NARSINGHPUR 487770 MP ,487770",",09111022980",bbpsgadarwara18@gmail.com,
1030158,BAL BHARTI SCHOOL,DHANANJAY TIWARI,Senior Secondary,31/03/2023,"SIRMAUR CHOWK REWA MADHYA PRADESH ,486001","7662 ,251111",dhan22t@rediffmail.com,http://www.balbharatischo
1030159,BAL BHAWAN SCHOOL,Dr RAJESH SHARMA,Senior Secondary,31/03/2026,"SHAMLA KOTHI ANNEXE SHAMLA HILLS BHOPAL MADHYA PRADESH ,462013","0755 ,2661052",principal.balbhawan@gmail.com,www.balbhawan.com
1031155,BAL NIKETAN H.S.SCHOOL,MRS. PURNIMA JOSHI,Senior Secondary,31/03/2023,"62, PAGNIS PAGA, INDORE, MP ,452007",",07312475282",balniketanschool@outlook.com,
1030735,BALAGHAT ENGLISH HIGHER SECONDARY SCHOOL,C V NAYUDU,Senior Secondary,31/03/2022,"WARD NO.24, SURABHI NAGAR NEAR POWER HOUSE BALAGHAT ,481001","7632 ,241707",nayudu.cv@gmail.com,
1031089,"BALAJI INTERNATIONAL SCHOOL, GHORADANGRI",MR. IMOWATI JAMIR,Secondary School,31/03/2022,"SARNI RD ,460443",",7141225576",anurag28571@gmail.com,
1031088,BALAJI PUBLIC SCHOOL,MRS. JANHVI THAWANI,Secondary School,31/03/2022,"NH-75 NEAR ARRO MANDIR ARRO,DABRA DIST-GWALIOR M.P. ,475110",",07524407989",balajischooldabra@gmail.com,http://www.bpsdabra.com
1030678,BANK OFFICERS PUBLIC H.S. SCHOOL,KARUNA BEDARKAR,Senior Secondary,31/03/2026,"121/2, NARELA SANKARI BYPASS ROAD AYODHYA NAGAR ,462041","0755 ,2625794",bedarkar99@gamail.com,
1030106,BARDSLEY ENGLISH MEDIUM HIGHER SECONDARY SCHOOL,ATUL ANUPAM ABRAHAM,Senior Secondary,31/03/2024,"KATNI MADHYA PRADESH ,483501","7622 ,223572",abrahamanupamatul@gamil.com,
1030454,BAYONET SCHOOL,Sangeeta Shrivastav,Secondary School,31/03/2020,"BAYONET SCHOOL C/O INFANTRY SCHOOL, MHOW ,453441",",-07324-252873",bayonetschool_mhow@rediff.com,
1030396,BEERSHEBA INTERNATIONAL SCHOOL,SUNI VARGHESE,Senior Secondary,31/03/2024,"PANCHMARHI ROAD, ,461775","7576 ,8305040342",shajisuni@gmail.com,
1030934,BEHS SUMATI ACADEMY,MR. SUNIL KUMAR MISRA,Senior Secondary,31/03/2022,"NOWGONG ROAD, TEHSIL AND DISTT. CHHATARPUR, MADHYA PRADESH-471001 ,471001","7682 ,07682247777,",principal@behsneevacademy.com,http://www.behsneevacademy.com
1031229,BHAGWAN MAHAVEER BAL SANSKAR KENDRA,MR. MR. R.K. JAIN,Secondary School,31/03/2024,"JHANSI ROAD, TIKAMGARH, DIST. TIKAMGARH, M.P ,472001",",7000359045",bhagwanbal.56@gmail.com,
1030481,BHAGWAN SRICHAND PUBLIC HIGH SCHOOL,BARKHA BEDI,Senior Secondary,31/03/2022,"NEW BAIL BAZAR P.G. COLLAGE ROAD CHHINDWARA CHHINDWARA MADHYA PRADESH ,480001","7162 ,243096",barkha165@gmail.com,
1030286,BHANDARI PUBLIC SCHOOL,RAJESH KUMAR SHARMA,Senior Secondary,31/03/2022,"MALIPURA NEAR B T COLLEGE KHANDWA MADHYA PRADESH ,450001","0733 ,2249884",principal@bhandarischool.com,http://www.bbbethania.org
1030474,BHANPURA PUBLIC SCHOOL BHANPURA,Shankuntala Nahar,Senior Secondary,31/03/2025,"BHANPURA, DAK BANGLOW COLONY, BHANPURA ,458775","7427 ,280708",bhanpurabps@gmail.com,
1030071,BHANSALI VIDYA MANDIR PUBLIC SCHOOL,ZAHEER AHMED PATEL,Secondary School,31/03/2024,"BHANSALI NAGAR TEH. SAUSAR P.O.PARADSINGA DISTT. CHHINDWARA MADHYA PRADESH ,480108","7165 ,9425872020,",principalbvmps@gmail.com,http://www.bvmps.com
1031224,BHARAT JYOTI VIDYALAYA,Miss SR. AMBILY JOSE,Senior Secondary,31/03/2024,"BHARAT JYOTI VIDYALAYA SAMATPUR, ANUPPUR PIN - 484224, M.P. ,484224",",07659222877",bharatjyotianuppur@gmail.com,bharatjyotianuppur.in
1030266,BHARAT MATA CONVENT HIGHER SECONDARY SCHOOL,MISS SR. LILLY CHUNKAN,Senior Secondary,31/03/2025,"GANJ BASODA DISTT VIDISHA MADHYA PRADESH ,464221","7594 ,07594220006",bmcbasoda@rediffmail.com,http://www.bmcbasoda.com
1030121,BHARATIYA VIDYA BHAVAN'S  PRISM SCHOOL,ASHIM KUMAR DUBEY,Senior Secondary,31/03/2026,"PRISM CEMENT COLONY, MANKAHARI, P.B. NO.2, SATNA DISTT, MADHYA PRADESH ,485001","7672 ,302705",ashimkrdubey@rediffmail.com,
1030272,BHART BHARTI VIDYALAYA (ENGLISH MEDIUM),SHOBHA MISHRA ,Senior Secondary,31/03/2022,"NARSHINGHPUR ROAD CHHINDWARA MADHYA PRADESH ,480001","7162 ,2360365",bbvcwa@yahoo.com,
1030475,BHARTI VIDHYA MANDIR INTERNATIONAL SCHOOL,DR. SANDESHKUMAR N KAMBLI,Senior Secondary,31/03/2025,"SEHORE ROAD NASRULLAGANJ ,466331","7563 ,075",bvm.int@gmail.com,www.bhartividyamandir.com
1031233,BHARTI VIDYA MANDIR,MR. AMOL SOLEY,Secondary School,31/03/2024,"WARD NO 8 CHAKRAM COLONY BUDHNI ,466445",",09827328942",bvmbudni@gmail.com,WWW.BHARTIVIDYAMANDIR.COM
1031053,BHARTI VIDYA MANDIR SCHOOL,MR. SHAHID ANSARI,Secondary School,31/03/2026,"NAYAGAON ROAD, REHTI, DIST :- SEHORE, MADHYA PRADESH ,464464",",8120035858",bvmrehti14@gmail.com,
1030117,BHARTIYAM VIDYA NIKETAN,MR. PRAKASH P J,Senior Secondary,31/03/2024,"CHIRVAYI NAKA SHIVPURI LINK ROAD GWALIOR MADHYA PRADESH ,474001","0755 ,571126,",bhartiyam_school@yahoo.com,http://www.bhartiyamschool.com
1030397,BHARTIYAM VIDYAPEETH,Rajneesh Litoria,Senior Secondary,31/03/2026,"NH-75, JHANSI ROAD DATIA ,475661","7522 ,237967",principalbhartiyam@gmail.com,
1030215,BHASKAR ACADEMY,ANJALI JAIN,Senior Secondary,31/03/2022,"AB ROAD, LASUDIA MORI INDORE MADHYA PRADESH ,456006","0731 ,4282009",anjalijain9@gmail.com,http://www.nitte.ac.in
1030421,BHOPAL GIRLS SCHOOL,MRS. BASUMITA SINHA,Senior Secondary,31/03/2025,"PANCHWATI, AIRPORT ROAD ,462030","0755 ,8602004999",bhopalgirlsschool@yahoo.com,http://www.bhopalgirlsschool.com
1031041,BILLABONG HIGH INTERNATIONAL SCHOOL,MR. RAJEEV K. SAXENA,Senior Secondary,31/03/2024,"BEHIND RADHASOAMI SATSANG BHAWAN KHAIRA, CHORHATA, ,486006",",7389891000",enquirybillabonghigh@gmail.com,billabonghighrewa.com
1031145,BILLABONG HIGH INTERNATIONAL SCHOOL,MRS. MAMTA SHEKHAWAT,Secondary School,31/03/2023,"NEAR MALWA INSTITUTE OF SCIENCE & TECHNOLOGY, SANWER ROAD, INDORE ,452001",",9977073338",principal.billabonghighint@gmail.com,https://www.billabonghighschoolindore.com/
1030926,BILLABONG HIGH INTERNATIONAL SCHOOL JABALPUR,MissSAYMA KHAN,Secondary School,31/03/2025,"NEAR SHAHI NALA TILWAR ROAD ,482002",",07616990011",ajaykumartiwari042@yahoo.com,http://www.billabongjabalpur.com
1031153,BIRLA OPEN MINDS INTERNATIONAL SCHOOL,MRS. ASHA SINGH,Secondary School,31/03/2023,"GRAM HINGONIA, PANCHAYAT JHALARIA, INDORE (M.P.) ,452007",",07314052500",principalbomis.indore@gmail.com,http://www.birlaopenminds.com
1030207,BLOOMS ACADEMY,GURU CHARAN BEHERA,Senior Secondary,31/03/2025,"NH 75, PANNA ROAD SATNA MADHYA PRADESH ,485001","7672 ,227323",beheragurucharan3@gmail.com,
1030973,BODHI INTERNATIONAL SKOOL,Mrs.Sushma Mishra,Secondary School,31/03/2025,"SCH NO. 64, PREMNATH DONGRE NAGAR ,457001",",07412263363",bodhiintskool@rediffmail.com,http://www.bodhiinternational.asia
