Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
330651 ,ACHARYA SUDARSHAN VIDYAPEETH,MR. ASHUTOSH KUMAR SINGH,Senior Secondary,31/03/2024,"SUDARSHAN DHAM ,843332","6226 ,275402",asudarshandham@gmail.com,www.acharyasudarshanvidyapeeth.com
330524 ,ACME PUBLIC SCHOOL,MR. MD MUSHTAQUE,Senior Secondary,31/03/2026,"AT- SONBARSA ALIAS BARKAGAON NAYATOLA, PS- KARJA, BLOCK- MARWAN, ANCHAL- KANTI, DISTRICT- MUZAFFARPUR ,843109","0 ,06223237658",acmepublicschool1@gmail.com,
3430249,ADARSH +2 UCHH VIDYALAYA,PUNIT YADAV,Senior Secondary,31/03/2026,"VILL. MADHWATAND, P.O. MAKATPUR, P.S. JAINAGAR, KODERMA. ,825301","6534 ,222453",punit_ydv@rediffmail.com,
330219 ,ADARSH GYANODAY VIDYALAY,KUMARI KALYANI,Senior Secondary,31/03/2024,"BRAHMANI NAGAR, NADAVAN, BARH, PATNA ,803213","6132 ,244041",agvbarh@yahoo.com,http://www.dpsfamily.org
3430084,ADARSH SHRAMIK UCHCH VIDYALAYA,SHIO KUMAR SINGH,Secondary School,31/03/2025,"GOLUKDIH OPEN CART PROJECT AT- GOLUKDIH P.O.JHARIA DISTT.DHANBAD JHARKHAND ,828111","0326 ,2290009",asuvidyalaya@ymail.com,
3430089,ADARSH VIDYA MANDIR,CHINMOY GHOSH,Senior Secondary,31/03/2024,"BYE PASS ROAD CHAS BUS STAND BOKARO JHARKHAND ,827013","6542 ,265171",cghosh1973@gmail.com,
330172 ,ADARSH VIKAS VIDYALAYA,PRIYAMBADA,Senior Secondary,31/03/2022,"V & PO MAHAMADPUR, PATNA, BIHAR ,801105","0612 ,9693155751",priyambada.sharma@yahoo.com,
330184 ,ADELAIDE CONVENT SCHOOL,MRS. VEENA KUMARI,Secondary School,31/03/2025,"SAMPATCHAK (SOHAGI-RAMPUR) ,800007","0612 ,9939949691",acspatna123@gmail.com,http://www.adelaideconventschoolpatna.com
330073 ,ADWAITA MISSION HIGH SCHOOL,MOHANDASAN R K,Senior Secondary,31/03/2025,"MANDAR VIDYAPITH PO MANDAR VIDYAPITH DISTT. BANKA BIHAR ,813104","0000 ,9801820820",mohandasanrk@gmail.com,
330344 ,ADWAITA MISSION HIGH SCHOOL,Rajiv Kumar Thakur,Senior Secondary,31/03/2024,"AT.SHIVDHAM,P.O.MANIYARPUR BOUNSI BANKA BIHAR ,813104","0000 ,9771459021",amhsshivdham365@gmail.com,
3430128,AGRASEN DAV PUB. SCHOOL,MANOJ KUMAR MISHRA,Senior Secondary,31/03/2026,"P.O BHARECH NAGAR VIA RAMGARH CANTT DISTT HAZARIBAGH JHARKHAND ,829146","6553 ,256801",mkm62.dav@gmail.com,www.agrasendav.in
3430223,AIWC ACADEMY OF EXECELLENCE,JASBEER KAUR GILL,Senior Secondary,31/03/2023,"DIHING ROAD, OLD BARIDIH, DHALBHUM, JAMSHEDPUR, EAST SINGHBHUM, JHARKHAND ,831017","0657 ,2213349",jasbeergill@rediffmail.com,
330608 ,AKSHAR VIDYA GRIHA,Suresh Kumar Singh,Secondary School,31/03/2023,"VILL+PO- DARDHA, PS- GOH ,824203","91 ,7260891176",aksharvidyagriha4@gmail.com,
330129 ,AL MOMIN INTERNATIONAL SCHOOL,SANJEEV KUMAR,Senior Secondary,31/03/2025,"AT & PO BISHUNPURA VIA CHERKI BAZAR GAYA BIHAR ,824237","6326 ,290003",mdali55786@gmail.com,
330193 ,ALAY NABI HIGH SCHOOL,REHAN PERWAIZ SHAHID,Secondary School,31/03/2026,"VILLAGE & P.O.KHAJA CHAND CHHAPRA, VIA-BAGHI, DISTT. VAISHALI ,844112","00 ,9523559555",perwezrehan2@gmail.com,
330828 ,ALL SAINTS SCHOOL,MRS. KIRAN KUMARI,Secondary School,31/03/2022,"NEPURA, SILAO, NALANDA ,803117",",9102003419",allsaintschool@gmail.com,http://www.allsaintsnalanda.com
330636 ,ALLIED INTERNATIONAL SCHOOL,MR. SUJIT KUMAR SINHA,Senior Secondary,31/03/2024,"REGANICHAK, BELAGANJ, GAYA, BIHAR- 804403 ,804403","0000 ,8540839051",alliedinternationalschool@gmail.com,http://www.alliedinternationalschool.com
330849 ,ALOK BHARATI SHIKSHAN SANSTHAN,MR. RAJENTHIRAN S V,Senior Secondary,31/03/2024,"JOGAPATTI ROAD, MANUAPUL GURWALIA BISWAS, CHANPATIYA, WEST CHAMPARAN ,845449",",06254242552",alokbharatibettiah@gmail.com,www.alokbhartibettiah.com
330647 ,AMAN ACADEMY,MD SAIFULLAH,Secondary School,31/03/2024,"AT & PO- LOAM ,847115","0627 ,2267666",saifullah0761@gmail.com,
330527 ,AMAR JYOTI SCHOOL,KAVITA LOPES,Secondary School,31/03/2022,"DUMOHAN, PO- BHALUWA, BODHGAYA ,824231","0631 ,2201050",kavitalopes@gmail.com,
330366 ,AMBIKA BHAWANI PUBLIC SCHOOL,Kumud Ranjan,Senior Secondary,31/03/2022,"GOPINATHPUR, DOKRA, SARAIYA, MUZAFFARPUR ,843126","0621 ,7677071777",prkps@yahoo.co.in,
330318 ,AMBIKA BHAWANI PUBLIC SCHOOL,Vandana Jyoti,Senior Secondary,31/03/2026,"BIBI GANJ, BHAGWANPUR, MUZAFFARPUR-842001 ,842001","0621 ,7763813438",abps07777@gmail.com,
330533 ,AMBIKA PUBLIC SCHOOL,MR. UDAY NARAYAN KAPOOR,Senior Secondary,31/03/2024,"KARMA ROAD, NEAR POLICE LINE, AURANGABAD (BIHAR) ,824101","91 ,08002082654",apsabad@gmail.com,
330588 ,ANAND INTERNATIONAL SCHOOL,BIRENDRA KUMAR,Secondary School,31/03/2022,"BYPASS KRISHNA NIKETAN ROAD NEAR BADSAHI PANE JAKARIYAPUR JHALI GOPALPUR PATNA ,800007","0612 ,2350965",birendrakrais@gmail.com,
330659 ,ANAND PREP PUBLIC SCHOOL,MR. SATISH  KUMAR  MISHRA,Senior Secondary,31/03/2023,"AT-MANSURPUR,CHAMARUA, P.S.- KARZA, MUZAFFARPUR ,843106","0621 ,2210362",principal.appsmuz@gmail.com,www.appsmuz.co.in
330774 ,ANAND PUBLIC SCHOOL,Mr.N.R. Verma,Secondary School,31/03/2021,"KHANKITTA, SABOUR, BHAGALPUR -813210 ,813210",",07808899651",apskhankitta.sabour@gmail.com,http://www.apsbhagalpur.com
3430220,ANANDALAYA PUBLIC SCHOOL,ANIRUDDH MISHRA,Secondary School,31/03/2024,"JAGDISHPUR, MODHUPUR, DEOGARH, JHARKHAND ,815353","6438 ,284210",aniruddh.mishra69@gmail.com,
330198 ,ANANDRAM DHANDHANIA SARSWATI VIDYA MANDIR,MANOJ KUMAR MISHRA,Senior Secondary,31/03/2024,"BANSHI JHA LANE, BURHANATH ROAD,BHAGALPUR, BIHAR ,812001","0641 ,2302901",manojadsvm@gmail.com,
330474 ,ANGEL HIGH SCHOOL,Shabiha Khanam,Senior Secondary,31/03/2024,"SHAIR MOHAMMAD,BHIGO, DARBHANGA ,846004","6272 ,250767",angel.highschool@yahoo.in,
3430276,ANGELS HIGH SCHOOL,SWATI  AGRAWAL,Senior Secondary,31/03/2023,"BARKAGAON ROAD, BLOCK- KATKAMDAG, SHANKARPUR, HAZARIBAG, PIN.-825301 ,825301","0654 ,262518",angelshighschool2008@gmail.com,http://www.angelshighschool.in
330324 ,ANKUR PUBLIC SCHOOL,ARCHANA KUMARI,Secondary School,31/03/2024,"NIRALA NAGAR, DIGHA ,800011","91 ,9431049079",ankurpublicschoolnirala@gmail.com,
330648 ,ANNIE BESANT INTERNATIONAL SCHOOL,MRS. PUSHPA LATA LAL,Senior Secondary,31/03/2026,"SAMPATCHAK, PARSA ,804453","0612 ,06122223824",principalabis@gmail.com,http://www.abisparsa.in
3430614,ANTHEM PUBLIC SCHOOL,MRS. USHA BHARTI,Secondary School,31/03/2024,"KESURA MORE, SARONI ROAD, ROLA, HAZARIBAG PIN- 825303 ,825303",",9162445799",praveen128@yahoo.com,http://www.apshzb.com
3430622,APARNA PUBLIC SCHOOL,MR. CHANDRA PREM,Secondary School,31/03/2024,"APARNA PUBLIC SCHOOL, GOSAIDIH, GOVINDPUR ROAD, P.O.: K. G. ASHRAM, DHANBAD - 828109, JHARKHAND ,828109",",03262227057",aparnapublicschool@gmail.com,http://www.apsaparna.com
3430432,APPRECIABLE PUBLIC SCHOOL,Mr.BAIJNATH PRASAD BARNWAL,Secondary School,31/03/2024,"AT-KATIA,PARSABAD,PO-PARSABAD ,825318",",09973240886",munshiyadav8@gmail.com,
330145 ,ARARIA PUBLIC SCHOOL,MRS. FARHIN AFZAL,Senior Secondary,31/03/2025,"WASIABAD PO ARARIA DISTT ARARIA BIHAR ,854311","6453 ,9431205924",aps_principal@yahoo.com,www.apsararia.com
3430085,ARMY PUBLIC SCHOOL,Mr Pankaj Kumar Jain,Senior Secondary,31/03/2026,"RAMGARH CANTT. DISTT.HAZARI BAGH JHARKHAND ,829122","06553 ,222107",apsramgarhcantt@gmail.com,
3430096,ARMY PUBLIC SCHOOL,MR.ABHAY KUMAR SINGH,Senior Secondary,31/03/2025,"RAMESHWARAM LANE BARAITU ROAD RANCHI JHARKHAND ,834009","0651 ,06512273354",asr8208@rediffmail.com,
330814 ,ARMY PUBLIC SCHOOL,PANKAJ KUMAR JAIN,Secondary School,31/03/2021,"GAYA, (M B ARMY SCHOOL) O T A, PAHARPUR, GAYA, BIHAR ,","0631 ,2210089",prapsotagaya14@gmail.com,
330038 ,ARMY PUBLIC SCHOOL,MRS DHARMSHEELA PANDEY,Senior Secondary,31/03/2025,"DANAPUR CANTT BIHAR DISTT BIHAR ,801503","06115 ,221840",asdanapur@rediffmail.com,
330566 ,ARORA INTERNATIONAL HIGH SCHOOL,ANU ARORA,Secondary School,31/03/2022,"MEER NAGAR, BAIKATHPUR, NEAR PANCHRUKHIYA, KHUSROOPUR, PATNA ,803202","0612 ,2617013",arorainternationalhighschool@rediffmail.com,
330363 ,ARPA INTERNATIONAL SCHOOL,PANKAJ KUMAR,Senior Secondary,31/03/2023,"MADHOPUR CHOW,CHAINPUR,CHAKIA TO KESRIA ROAD,EAST CHAMPARAN,BIHAR ,845412","6257 ,2244236",arpainternationalschool@gmail.com,
330786 ,ARYA MISSION GLOBAL SCHOOL,Mr.VIJAY KUMAR SINGH,Secondary School,31/03/2026,"ENGLISH MASARU MORE,(SABOUR TO MAMALKHA ROAD),SABOUR,BHAGALPUR-BIHAR-813210 ,813210",",09334165910,08409551883",aryamission@rediffmail.com,http://www.aryamission.com
330857 ,ARYA PUBLIC SCHOOL,MRS. PREMLATA MISHRA,Secondary School,31/03/2022,"VILLAGE-PRASIDHNATH P.O. - GAURA ,841437",",9422247422",aryaacademy06@gmail.com,http://wwwaryaacademy.com
330981 ,ARYA PUBLIC SCHOOL,MR. RAM RAMAPATI SINGH,Secondary School,31/03/2024,"BATHNAHA, SITAMARHI ,843302",",8986458036",aryaprepsitamarhi@gmail.com,
330441 ,ARYA VIDYAPITH,Anil Kumar,Senior Secondary,31/03/2023,"AT- LAXMIPUR, P.O.- SHANKAR SARAIYA , P.S.- TURKAULIA, DISTT.- EAST CHAMPARAN ,845437","6252 ,231443",arun27oct@yahoo.com,
330732 ,AS SABEEL ACADEMY,MD NAIM CHAND,Secondary School,31/03/2025,"ABUL HASAN COMPLEX AZAM NAGAR PO:- KUSYAR GAON ,854311","91 ,7903166850",assabeelap11@gmail.com,http://www.assabeel.in
330561 ,ASCENT PUBLIC SCHOOL,CHAMAN KUMAR LAL DAS,Secondary School,31/03/2022,"VILLAGE - PRASAD, POST- BANKI, DISTT- MADHUBANI, BIHAR ,847408","6273 ,290520",chamankumarlal@gmail.com,
3430607,ASCOT INTERNATIONAL SCHOOL,MR. B. KUMAR,Senior Secondary,31/03/2024,"BHARAT MATA CHOWK HARMU ROAD RANCHI ,834001",",6200895639",ascotschool.ranchi@gmail.com,http://www.ascotschool.org
3420003,ASHRAM RESIDENTIAL SCHOOL,.,Secondary School,31/03/2020,"AT- KUCHAI, POST-KUCHAI, DISTT-SARAIKELA-KHARSAWAN, JHARKHAND-833 216 ,",",",,
3420004,ASHRAM RESIDENTIAL SCHOOL,.,Secondary School,31/03/2023,"AT-PARVAT VIHAR, POST-JAMTARA, DIST. JAMTARA, DIST. JAMTARA, JHARKHAND- 815 351 ,",",",,
330297 ,ASIAN SCHOOL,Anil Kumar,Senior Secondary,31/03/2021,"BRAHAMPURA, KRISHNA TOLI ROAD, ,842003","0621 ,2264251",asianschoolmuzaffarpur@gmail.com,www.asianschool.in
330063 ,ASSEMBLY OF GOD CHURCH SCHOOL,DIL KUMAR SINGH,Senior Secondary,31/03/2022,"BETTIAH WEST CHAMPARAN BIHAR ,845438","6254 ,242268",agchurchschool@rediffmail.com,
330448 ,ASSEMBLY OF GOD SCHOOL OF EDUCATION,RAMESH SHARMA,Senior Secondary,31/03/2024,"VILL.-SAKARI P.O-SAKARI CHOWKI P.S AND DISTT.-ARWAL ,804401","6337 ,229109",agseramesh@gmail.com,
3480005,ATOMIC ENERGY CENTRAL SCHOOL,Mr.  DILEEP SINGH,Secondary School,31/03/2026,"NARWAPAHAR POST NARWAPAHAR VIA SUNDERNAGAR SINGHBHUM DISTT HQ JAMSHEDPUR JHARKHAND ,832107","0657 ,2741609",aecsnrw@yahoo.co.in,
3480002,ATOMIC ENERGY CENTRAL SCHOOL,HAROON RASHID KHAN,Senior Secondary,31/03/2024,"P O JADUGUDA MINES SINGHBHUM DISTT JHARKHAND ,832102","0891 ,235",uciljd@ucil_jd.bih.nic.in,http://www.aecs1jaduguda.nic.in
3480006,"ATOMIC ENERGY CENTRAL SCHOOL,",S.K. SARANGI,Secondary School,31/03/2021,"TURAMDIH, VIA SUNDERNAGAR, EAST SINGHBHUM DISTT. ,832107","0657 ,6571518",aecstmd@yahoo.co.in,
3430261,ATOMIC ENERGY CENTRAL SCHOOL-2,MR. R MUTHUKUMARASAMY,Secondary School,31/03/2025,"PO JADUGUDA MINES DISTRICT EAST SINGHBHUM, MOSABANI, JHARKHAND ,832102","0657 ,06572730951",aecsjad2@yahoo.co.in,www.aecsjad2.ac.in
330504 ,AWADHOOT ACADEMY,MANOJ KUMAR SINHA,Secondary School,31/03/2026,"BINDWARA, MUNGER-JAMALPUR ROAD, MUNGER ,811201","91 ,7545800438",principalawadhootacademy@gmail.com,http://WWW.SSKTMUNGER.COM
330432 ,AWASIYA DELHI PUBLIC SCHOOL,MR. DHARMESH KUMAR SINGH,Secondary School,31/03/2025,"KHAIRATIYA , MAINATAND ROAD, BETTIAH ,845438","6254 ,06254231331",adps.bettiah@rediffmail.com,www.adpsbettiah.com
330748 ,AWASIYA PUBLIC SCHOOL,MR. ANJANI KUMAR RAI,Senior Secondary,31/03/2024,"RAJNAGAR, MADHUBANI, PIN - 847235, BIHAR ,847235",",7319809490",apsrajnagar1999@gmail.com,http://www.apsrajnagar.com
330797 ,B D M PUBLIC SCHOOL,MR. PANKAJ KUMAR,Senior Secondary,31/03/2024,"MANER ,801108",",06115286115",bdmpmaner@gmail.com,www.bdmpublicschool.org
330161 ,B D PUBLIC SCHOOL,AJITABH KUMAR,Senior Secondary,31/03/2022,"PANAPUR LANGA DISTT VAISHALI HAJIPUR BIHAR ,844124","6224 ,288258",bdpublicschool@gmail.com,
330048 ,B D PUBLIC SCHOOL,MRS. MEERA KUMARI,Senior Secondary,31/03/2025,"BUDHA COLONY PATNA BIHAR ,800001","0612 ,9065523903",madhawibdps@gmail.com,www.bdpschool.com
330272 ,B L INDO ANGLIAN PUBLIC SCHOOL,ISHWAR DUTT PANDEY,Senior Secondary,31/03/2025,"RAMPUR TOLA, BHANHARA AURANGABAD, ,824101","6186 ,224694",idpandeyblindo@gmail.com,
3430046,B S S PRANAV CHILDREN WORLD,Mrs. kakali Guja,Senior Secondary,31/03/2026,"RIVERS MEET ROAD P O SONARY WEST JAMSHEDPUR JHARKHAND ,831011","0657 ,2301760",sumitadey24@yahoo.com,
330471 ,B. P. L. RESIDENTIAL PUBLIC SCHOOL,MRS. SONI JHA,Senior Secondary,31/03/2026,"VILL&PO-AJWAN,P S - NAUBATPUR, PATNA ,801109","091 ,9297533111",bplschool1995@gmail.com,http://www.bplrpschool.com
330891 ,B. P. S. HIGHER SECONDARY PUBLIC SCHOOL,MRS. KANCHAN KUMARI,Senior Secondary,31/03/2022,"NAWANAGAR, BUXAR - 802129, BIHAR. ,802129",",6299268033",bps.edu123@gmail.com,http://www.bpspublicschool.co.in
330434 ,B.D. ACADEMY,Saurabh Gunjan,Senior Secondary,31/03/2018,"AT - KHEMICHAK, P.O. - BISHWAMBHARCHAK, P.S. - AMARPUR, BANKA ,813101","0642 ,222175",s.gunjan@rediffmail.com,
330243 ,B.D. PUBLIC SCHOOL,RAJESH RAJMANI,Secondary School,31/03/2022,"NAVADA CHAUK, BHOJPUR ,802301","0618 ,2239216",rajeshrajmani1@gmail.com,
330276 ,B.P.CONVENT,RAMA KANT  SINGH,Secondary School,31/03/2013,"B.P.CONVENT,PHULWARISHARIF,PATNA,BIHAR,801505 ,801505",",0612 3254255",bpconvent72@yahoo.com,
330592 ,B.P.M. INTERNATIONAL SCHOOL,SURYADEW KUMAR SUDHAKER,Senior Secondary,31/03/2025,"SHAHPUR, P.O.- SIRDALA, DISTT.- NAWADA ,805127","6324 ,9973067934",bpminternational24@gmail.com,
330990 ,B.P.N. GLOBAL SCHOOL,MR. ARUN KUMAR PRIYADARSHI,Secondary School,31/03/2024,"CHHATWA ROAD, CHIRAILY, TEKARI, DISTRICT – GAYA (BIHAR) ,824236",",08709353018",bpnglobalschool@gmail.com,http://www.bpnglobalschool.com/
330642 ,B.P.S PUBLIC SCHOOL,ARVIND KUMAR,Secondary School,31/03/2024,"AT & P.O NAOKOTHI ,851130","91 ,8409413943",arvaindanshu11@gmail.com,
330062 ,B.R.D.A.V PUBLIC SCHOOL,ANJALI,Senior Secondary,31/03/2023,"P O REFINERY TOWNSHIP BEGUSARAI BIHAR ,851117","6243 ,274250",anjali_hwb@yahoo.com,http://wwxyz.com
330999 ,BABA GANGA SINGH INTERNATIONAL SCHOOL,MRS. RUBY SINGH,Secondary School,31/03/2024,"PANDITPURA, N.H. 30 ,802213",",06185280218",bgsinternationalschooldinara@gmail.com,
3430102,BADRI NARAYAN SHAH DAV PUB SCH,PRABIR HAZRA,Senior Secondary,31/03/2024,"BULAKI ROAD NEAR RAILWAY STATION GIRIDIH JHARKHAND ,815201","6532 ,222485",bnsdavgiridih@hotmail.com,
3430610,BAHADUR PRASAD PUBLIC SCHOOL,MR. MAHESH KUMAR,Secondary School,31/03/2023,"AT- BAROTAND, KHERAD, ARGALI,RAJDHANWAR, GIRIDIH JHARKHAND ,825412",",0655435205",bpmps2008@rediffmail.com,www.bppsrdn.org.in
330523 ,BAHERA PUBLIC SCHOOL,Ripu Daman,Senior Secondary,31/03/2026,"AT+PO- BAHERA DIST- DARBHANGA ,847201","6242 ,290190",r.daman29@yahoo.com,http://www.imameducationalsociety.com
330932 ,BAL BHARATI PUBLIC SCHOOL,MRS. SAOLI DUTTA,Secondary School,31/03/2023,"NPGC NABINAGAR SUPER THERMAL POWER PROJECT SHIVANPUR, P O ANKORAH ,824303",",07542994691",saoli.dutta@balbharati.org,www.bbpsnabinagar.com
330552 ,BAL BHARTI VIDYALAYA,RAJIVE PRASAD,Secondary School,31/03/2022,"GOSHALA ROAD ,853204","6421 ,222986",rajive.principalbbv@gmail.con,
330586 ,BAL KALYAN PUBLIC SCHOOL,SONI KUMAR,Secondary School,31/03/2022,"AT+PO-PALI VIA-GHANSHYAMPUR DISTT-DARBHANGA ,847427","6242 ,261123",principalbkps@gmail.com,
330009 ,BAL MANDIR SR SEC SCHOOL,CHANCHAL GIRI,Senior Secondary,31/03/2023,"BAL MANDIR ROAD PO/DISTT KISHAN GANJ BIHAR ,855107","0645 ,222116",pirncipal.bmsss.kne@gmail.com,http://www.bmsss.in/
3430032,BAL VIDYA MANDIR,NAGESHWAR THAKUR,Secondary School,31/03/2025,"ARA COLLIERY P.O. SARUBERA (KUJU) HAZARIBAGH DISTT JHARKHAND ,829134","6545 ,253543",www.nageshwarthakur238@gmail.com,
330803 ,BAL VIDYA MANDIR,MRS. KANCHAN MALA KUMARI,Senior Secondary,31/03/2024,"MANGLA NAGAR, BABHANA ,804408",",9905440755",bvm.jbad@gmail.com,http://www.balvidyamandir.net.in/
330071 ,BAL VIDYA NIKETAN,SUSHIL KUMAR,Senior Secondary,31/03/2022,"RAJA BAZAR PATEL NAGAR JEHANABAD BIHAR. ,804408","0 ,9431226080",bvn.balvidyaniketan.bvn@gmail.com,
330706 ,BAL VIDYA NIKETAN,MR. SUNIL KUMAR,Senior Secondary,31/03/2022,"KNOWLEGE CITY BEHIND PATLIPUTRA JCB SHOWROOM SOUTH OF TOLL PLAZA, PATNA, BIHAR 800009 ,800009","0612 ,9546154151",bvnschoolpatna@gmail.com,http://www.bvnpatnacity.com/
330958 ,BAL VIDYA NIKETAN SUKULCHAK,MRS. SNEHA SINHA,Senior Secondary,31/03/2024,"KAROUNA, JEHANABAD ,804417",",9572111129",BALVIDYANIKETAN@GMAIL.COM,WWW.BALVIDYANIKETAN.COM
330025 ,BAL VIKAS VIDYALAYA,Gerald Patrick P,Senior Secondary,31/03/2025,"SHERSHAH ROZA PATH SASARAM ROHTAS BIHAR ,821115","6184 ,226002",patrickgerald16@gmail.com,
3430621,BALDEV PUBLIC SCHOOL,MR. MOHAN LAL MAHTO,Secondary School,31/03/2024,"KHIJURTOLA, BUTI, SADAR, RANCHI, JHARKHAND PIN- 835217 ,835217",",8294209857",bpsranchi.kt@gmail.com,http://www.bpsranchi.in
330042 ,BALDWIN ACADEMY,Rajiv Ranjan Sinha,Senior Secondary,31/03/2025,"DHAWALPUR SOUTH, PO BEGUMPUR, PATNA BIHAR ,800009","0612 ,2576158",rajivrrs09@gmail.com,
3430206,BALDWIN FARM AREA HIGH SCHOOL,SUBHOSREE SARKAR,Senior Secondary,31/03/2025,"KADMA JAMSHEDPUR EAST SINGHBHUM JHARKHAND ,825325","0657 ,2310195",baldwin.jsr@gmail.com,
330007 ,BALIKA VIDYA PEETH,SHAILENDRA KUMAR SINGH,Senior Secondary,31/03/2024,"LAKHI SARAI MUNGER DISTT BIHAR ,811311","6346 ,232024",sksingh9431470@gmail.com,
3430142,BALKIA VIDYA MANDIR,Ajanta Roy,Senior Secondary,31/03/2025,"JHARIA PO JHARIA DHANBAD JHARKHAND ,828111","0326 ,2240372",roy.ajanta1963@gmail.com,http://www.montft.com
3430329,BANSHIDHAR PARASNATH DAV PUBLIC SCHOOL,AJAY KUMAR CHAUBEY,Secondary School,31/03/2024,"B. P. DAV PUBLIC SCHOOL, PHARATHIA, GARHWA ,822114","6561 ,9431136772",davpsgarhwa@gmail.com,
330548 ,BDS PUBLIC SCHOOL,DR. UMA PITHORA,Senior Secondary,31/03/2025,"MADARPUR, SIWAN ,841416","0000 ,9955634347",bdsprincipal@gmail.com,www.bdspublicschool.com
3430397,BERLIN PUBLIC SCHOOL,MR. SATENDRA SINGH,Secondary School,31/03/2023,"NEAR HOLIDAY HOME, KANKE ROAD RANCHI 834008 ,834008",",06516066626",berlinpschool@gmail.com,https://bpsranchi.co.in/
330299 ,BEST MODEL PUBLIC SCHOOL,Sri. prabhat kumar,Senior Secondary,31/03/2022,"HAJIPUR, JANDAHA, VAISHALI ,844505","0612 ,2357332",tripti25jan2016@gmail.com,
330430 ,BETHEL MISSION SCHOOL,A KAVITHA JULIANA,Senior Secondary,31/03/2024,"UTTARPALI,FULWARI ROAD ,855107","6456 ,9430874718",julianakavitha@gmail.com,http://www.bethelmission.hpage.com
3430379,BETHEL MISSION SCHOOL,MRS. ANNA MARC,Secondary School,31/03/2026,"WARD NO.-20, KADWA TOLA, GANGTA, GODDA ,814133",",06422-221040",bethel.mission@yahoo.com,
3430307,BHAGMANI CHANDRAVANSI PUBLIC SCHOOL,Mr.Sanjay Kumar,Secondary School,31/03/2025,"AT: NAWADIHKAKA, BISHRAMPUR,DIST: PALAMU, JHARKHAND ,822132",",06584290069",info.bcps2010@gmail.com,http://www.bcpsbishrampur.org
330171 ,BHAGWAT VIDYAPEETH,AWADH KUMAR SINHA,Senior Secondary,31/03/2023,"RUSSI CHHAWNI BHAGWAN BAZAR CHHAPRA SARAN BIHAR ,841301","6152 ,232341",aksinha16754@gmail.com,
3430058,BHARAT SINGH PUBLIC SCHOOL,DR MRIDUL RAKESH KUMAR SINGH,Secondary School,31/03/2023,"PO BERMO DISTT BOKARO JHARKHAND ,829104","6549 ,222387",bharatsinghpublicschoolbermo@gmail.com,
330399 ,BIHAR PUBLIC SCHOOL,BINOD PRASAD SINHA,Senior Secondary,31/03/2022,"PACHORA MATHIA ,841226","6154 ,237509",binodpdsnh2@gmail.com,
