Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2131202,B K PUBLIC SCHOOL,Dr.Reeta Sharma,Senior Secondary,31/03/2026,"BINNAIR DEVI ROAD, JAHANGIRABAD DISTT. BULANDSHAHR (UP) ,202394","0 ,7533900100",rsbkpublicschool@gmail.com,
2133528,B R INTERNATIONAL SCHOOL,MRS. ANSU BHATI,Secondary School,31/03/2023,"ATTA, GULAOTHI, BULANDSHAHAR ,203408",",9410442828",brinternationalschoolatta@gmail.com,
2131969,B. L. INTERNATIONAL SCHOOL,Sonam Kodesia,Senior Secondary,31/03/2025,"C. B. GANJ, BAREILLY ,243001","0581 ,8057121000",blinternationalschool@gmail.com,http://www.xyz.com
2130933,B. R. INTERNATIONAL SCHOOL,SURYA PRAKASH,Senior Secondary,31/03/2023,"NEAR KAILI, DISTT. MEERUT, UTTAR PRADESH ,250002","0122 ,2333333",dr.suryaprakash1968@gmail.com,
2132059,B.G.B. BRAJ EDUCATION ACADEMY,BHAGWAN DAS,Senior Secondary,31/03/2025,"AJAY NAGAR, BALDEO ROAD, MATHURA ,281305","0565 ,6450357",bgb.ajaynagar@gmail.com,
2131665,"B.K. ACADEMY,",R K SHARMA,Senior Secondary,31/03/2025,"BADUGARH, CANTT. BACHHLOTA ROAD DISTT. HAPUR. UP ,245201","0 ,9412378805",SHARMA.RAJ.KUMAR1986@GMAIL.COM,
2133579,B.M. CONVENT SCHOOL,MRS. MAMTA SHARMA,Secondary School,31/03/2023,"SHYAM NAGAR HAPUR(GHAZIABAD) ,245101",",09837380352",bmconventschool17@gmail.com,
2132284,B.N.L. PUBLIC ACADEMY,MRS. NEENESH KUMARI,Senior Secondary,31/03/2024,"NEAR GOVT. POLYTECHNIC MADHAU ROAD MAINPURI ,205001","5672 ,9412469618",bnlpublicacademy779@gmail.com,http://www.bnlacademy.com
2131795,B.R.GENIUS INTERNATIONAL SCHOOL,SHIVA GANGWAR,Senior Secondary,31/03/2025,"28TH KM NH 30 PILIBHIT ROAD BAREILLY ,262406","0581 ,7599443435",shivagangwar@gmail.com,
2131112,B.S. PUBLIC SCHOOL,SATISH CHAND SHARMA,Senior Secondary,31/03/2025,"NEAR SOUTH CITY, JALALABAD ROAD, SHAHJAHANPUR ,242001","5842 ,320130",bspspn@gmail.com,http://www.xyx.com
2130947,B.S.D.PUBLIC SCHOOL,PREM LATA,Senior Secondary,31/03/2015,"VIRAMPUR, P.O. KAKRAVALI, NEAR F.C.I. GODOWN, ALIGARH ROAD, DISTT ETAH, UTTAR PRADESH-207123 ,207123","5742 ,233929",sanjeevyadavv66@gmail.com,
2130991,B.S.M. SCHOOL,Mr.Rajkumar Dhiman,Senior Secondary,31/03/2023,"B.S.PARK, KARNAL ROAD, SHAMLI, MUZAFFARNAGAR. ,247776","1398 ,259940",bsmschool259940@gmail.com,
2131155,B.S.PUBLIC SCHOOL,RAM PRAKASH PAL,Senior Secondary,31/03/2025,"MURSAN ROAD SADABAD HATHRAS, UP ,281306","5661 ,698560",ram.prakashpal129@gmail.com,
2133024,B.T.M. PUBLIC SCHOOL,Mrs.RENU,Secondary School,31/03/2022,"SIKRI ROAD, MANKI, MODINAGAR, GHAZIABAD U.P. ,201204",",9219446093",satishteotia123@gmail.com,
2132032,BABA INTERNATIONAL SCHOOL,RAHUL DHAMA,Senior Secondary,31/03/2025,"VILLAGE- KOSON PO-KOSIYARI GHIROR, MAINPURI UP ,205121","5672 ,206136",rkd56200@gmail.com,
2130414,BABA KADHERA SINGH VIDYA MANDIR,Swatanera Veer Singh,Senior Secondary,31/03/2025,"GOVERDHAN SONKH MARG DISTRICT MATHURA UTTAR PRADESH ,281123","0565 ,2725112",bksvm@rediffmail.com,
2132271,BABA PATIRAM VIDHYA MANDIR J.H. SCHOOL,VIMLESH RAJPUT,Secondary School,31/03/2024,"BABA PATIRAM VIDHYA MANDIR J.H. SCHOOL, PALIKHERA, SONKH ROAD, MATHURA ,281004","91 ,9412704481",shilendra15@gmail.com,
2131732,BABA SAUDAN SINGH VEERMATI DEVI PUBLIC SCHOOL,JITENDER SHARMA,Senior Secondary,31/03/2024,"KURAWALI, LUHETA, HATHRAS ,204101","0565 ,9761009915",jitu1972@rocketmail.com,http://www.xyz.com
2130350,BABU BODH RAJ CONVENT SCHOOL,VIBHA CHOPRA,Senior Secondary,31/03/2024,"RAILWAY ROAD SIKANDRABAD DISTT BUBNESHAHAR UTTAR PRADESH ,203205","0573 ,269323",vibhasatija@gmail.com,www.bbcsrschool.com
2133505,BABU DAUDAYAL ADVOCATE SARASWATI VIDYA MANDIR,MR. BRIJNANDAN SINGH,Secondary School,31/03/2023,"246,SALEMPUR SONKH ROAD MAHOLI, MATHURA ,281004",",05650000000",brijnandansingh757@gmail.com,
2131286,BABUJI CONVENT SCHOOL JATTARI,RAKESH KUMAR,Senior Secondary,31/03/2026,"VILLAGE- FAJILPUR KALAN, POST-JATTARI, ALIGARH ,202137","5724 ,233800",babujiconventschool@gmail.com,
2131354,BAJAJ PUBLIC SCHOOL,Amita Brar,Senior Secondary,31/03/2023,"BAJAJ HINDUSTHAN LTD. COMPOUND, BANDA ROAD, VILLAGE: MAQSOODAPUR, TEH: POWAYAN, DISTRICT: SHAHJAHANPUR, U.P ,242402","5844 ,286203",amitabrar7@gmail.com,
2130565,BAL BARI PUBLIC SCHOOL,DR. NEERU JOSHI,Senior Secondary,31/03/2024,"G.T. ROAD, KADRABAD MODI NAGAR UTTAR PRADESH ,201201","1232 ,234400,",neeru293@gmail.com,http://www.bbpsmodinagar.com
